"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GENEID"
"17","ENSNVIG00000000021",81.1406425701751,-0.782449327608785,0.618263651480716,-1.26555932203818,0.205670897329948,0.558953228798644,"TMM60"
"18","ENSNVIG00000000022",438.262254573934,-0.519248212036098,0.373403793186802,-1.39058097831463,0.164352527776176,0.515355008656899,"SNORD15"
"19","ENSNVIG00000000023",1526.95264127749,-0.726921510610447,0.501254034918074,-1.45020580378821,0.147001137104451,0.494187167704538,"SNORD15"
"20","ENSNVIG00000000024",953.118821006806,-0.0106353815291521,0.194815186116302,-0.0545921585538149,0.956463386011515,0.986577143835306,"TMEM129"
"21","ENSNVIG00000000025",3260.33862892887,-0.149786617594106,0.35546723960673,-0.421379527856974,0.673477965850383,0.878077262062268,"HSPH1"
"22","ENSNVIG00000000026",11.5376897731255,1.00345603246373,1.28970596498631,0.778050237578286,0.436539397342578,0.749155250595528,""
"23","ENSNVIG00000000027",0.815959367655136,-3.11351112901967,3.49607155200729,-0.890574200986257,0.373157644881812,NA,"KLHL35"
"24","ENSNVIG00000000028",1354.13785343101,0.056179577270036,0.212009333283323,0.264986339987963,0.791019984892287,0.929395620947553,"ILF3"
"25","ENSNVIG00000000029",2.40943093805026,-2.46231343485067,1.91664269068185,-1.28470134095505,0.198896669515073,NA,"NRL"
"26","ENSNVIG00000000030",0,NA,NA,NA,NA,NA,""
"27","ENSNVIG00000000031",0,NA,NA,NA,NA,NA,"U4"
"28","ENSNVIG00000000032",0,NA,NA,NA,NA,NA,"5S_rRNA"
"29","ENSNVIG00000000033",324.895127999101,-0.0655523976392612,0.261645453405736,-0.250539028238372,0.80217052667215,0.933307631419959,"TRIM4"
"30","ENSNVIG00000000034",84.3459628942398,0.187295265985657,0.356144876258212,0.525896281180427,0.598960272911759,0.842591575540677,"INKA1"
"31","ENSNVIG00000000035",10.0683418345385,1.20217862061845,1.56078628917001,0.770239096127463,0.441158076426833,0.753141733099639,"TNNC1"
"32","ENSNVIG00000000036",12.5253978030059,-0.430117689832612,0.681221569995561,-0.631391765582841,0.527784398777632,0.805936507224331,"CNTFR"
"33","ENSNVIG00000000037",52.0014984628617,0.156224693488951,0.376522853580122,0.414914239609913,0.678204685298145,0.880804354737034,"WDR54"
"34","ENSNVIG00000000038",178.310602485426,-0.409315573661317,0.453227206106661,-0.903113423347739,0.366465700483825,0.70054226681845,"UBA7"
"35","ENSNVIG00000000039",11.1041408172841,-1.46518179832229,0.930155296358514,-1.5752012637657,0.115209995597453,0.442185474447536,"SOAT2"
"36","ENSNVIG00000000040",0,NA,NA,NA,NA,NA,"SMLR1"
"37","ENSNVIG00000000041",294.520292038977,-0.0330177755810319,0.264555671302238,-0.124804640998647,0.900678213137645,0.967397800570518,"CCNJ"
"38","ENSNVIG00000000042",374.832907741996,0.368796489899886,0.24222774381061,1.52251960943101,0.127878935766941,0.463793128983754,"MTM1"
"39","ENSNVIG00000000043",1.16257283173117,0.347849506841273,2.67466198965012,0.130053632267297,0.896523994552763,NA,"OPN1SW"
"40","ENSNVIG00000000044",0.167100794406582,-0.891764010075622,4.0804728567969,-0.218544281844737,0.827005060107491,NA,"ATP4B"
"41","ENSNVIG00000000045",36.6711493684954,0.35108977739339,0.747436384797854,0.46972529640545,0.638551292394767,0.861846759061223,"ACKR1"
"42","ENSNVIG00000000046",10.6322317620486,-0.446818677155641,0.729109075012298,-0.612828303019139,0.539989874357443,0.812610736007631,"GJC3"
"43","ENSNVIG00000000047",1396.08431441171,-0.422000845409645,0.323994490945599,-1.30249389172639,0.192747604705326,0.547027465320382,"AZGP1"
"44","ENSNVIG00000000048",524.00952523092,0.0673675389621725,0.482278433687029,0.13968598688344,0.888908098694402,0.963277742121425,"SEMA3G"
"45","ENSNVIG00000000049",0,NA,NA,NA,NA,NA,""
"46","ENSNVIG00000000050",51.510610258524,0.171604311344251,0.915945617845275,0.187352074185303,0.851384596442047,0.950234331369633,"CASQ2"
"47","ENSNVIG00000000051",432.415557220496,-0.00406977867072506,0.18459027757535,-0.0220476328665998,0.982409959225978,0.993921769436299,"TFDP1"
"48","ENSNVIG00000000052",225.096616729004,0.400122806480032,0.251923806013086,1.58826913903979,0.11222549281969,0.437167012341811,"STK11IP"
"49","ENSNVIG00000000053",2557.36144845703,-0.112129198253868,0.254023833234662,-0.441412118012902,0.658914670949005,0.871689717826807,"ZKSCAN1"
"50","ENSNVIG00000000054",950.694070946486,0.655185359007697,0.291267814965922,2.2494258731757,0.0244854140289195,0.224338071827583,"USP6NL"
"51","ENSNVIG00000000055",556.572594675986,-1.10691891761612,0.455532948485427,-2.42994260085124,0.0151012141821419,0.175798625842511,"SETBP1"
"52","ENSNVIG00000000056",3160.24195960177,-0.0822712245205233,0.259999616888965,-0.316428252875688,0.751677475104122,0.913190236129192,"BOD1L1"
"53","ENSNVIG00000000057",331.589303727363,0.0941018978323781,0.217811478524172,0.432033694780393,0.665716923964199,0.874276681991256,"SFI1"
"54","ENSNVIG00000000058",254.35085661305,0.427355266760096,0.576916739454664,0.740757266228845,0.458840630176503,0.762252077341552,"GDPD5"
"55","ENSNVIG00000000059",5113.62224763812,0.391854033025265,0.314524634801434,1.24586118118427,0.212815363628953,0.567901040380221,"CALU"
"56","ENSNVIG00000000060",345.470909519083,-0.0114789218234614,0.222604470941963,-0.0515664477666945,0.958874154557932,0.987222722954315,"INPP1"
"57","ENSNVIG00000000061",0.161992664637525,-0.851591957881431,4.0804728567969,-0.208699331613718,0.834682961947063,NA,"CC2D2B"
"58","ENSNVIG00000000062",2.65936196856508,-0.705404227851864,1.34485544620241,-0.52452048273573,0.599916577239282,NA,""
"59","ENSNVIG00000000063",0.359608190074843,0.0700123380335536,4.0804728567969,0.0171578982364588,0.986310649580498,NA,"IRX1"
"60","ENSNVIG00000000064",92.3948546771709,-0.282284789183613,0.350383168719459,-0.805645973849932,0.420447009117051,0.735909921714226,""
"61","ENSNVIG00000000065",1.63214627123331,-1.92573638760535,1.85527344435047,-1.03797981557352,0.299279452255311,NA,"ENHO"
"62","ENSNVIG00000000066",150.167527453052,0.0692481080833194,0.273141543981025,0.253524627100043,0.799862832969096,0.932271375528952,"PHTF2"
"63","ENSNVIG00000000067",2109.84797653082,0.12034111600024,0.225295033362756,0.534148996558099,0.593238453173921,0.840435720745361,""
"64","ENSNVIG00000000068",78.3605327406817,-0.321451045757689,0.498124301740079,-0.645322953798431,0.518717920738465,0.799717872666106,"CN028"
"65","ENSNVIG00000000069",46.3607220778816,0.789380901088588,0.502415604021198,1.57117114749343,0.116142899999762,0.444110234756322,"SNCA"
"66","ENSNVIG00000000070",49.4398622108327,-0.232259092733509,0.531038824206745,-0.437367443106355,0.661844891184068,0.872451163609695,"SYNPO"
"67","ENSNVIG00000000071",503.315034756661,0.00814426045953704,0.236344194082465,0.03445932103877,0.972510880177145,0.991482087694887,""
"68","ENSNVIG00000000072",32.5334623658184,0.0401345510270716,0.506685980084239,0.0792099102888125,0.936865662091518,0.979904776984031,"G5E940"
"69","ENSNVIG00000000073",1973.51115341176,1.10843961485948,0.399562825031255,2.77413098871942,0.00553493871526272,0.103424762438867,"C2CD5"
"70","ENSNVIG00000000074",0,NA,NA,NA,NA,NA,""
"71","ENSNVIG00000000075",384.061617564761,0.304102266873195,0.281223495652442,1.08135440876899,0.279539493560402,0.631327454956582,"MRPL16"
"72","ENSNVIG00000000076",1.96219958965655,2.30352887866272,2.10425863686339,1.09469855003012,0.273648724069479,NA,""
"73","ENSNVIG00000000077",0.542202076082328,2.58677541978699,3.99043709740777,0.648243627613473,0.516827388350274,NA,""
"74","ENSNVIG00000000078",0.326433365016397,0.070007320840499,4.0804728567969,0.0171566686747804,0.986311630484392,NA,"DNAI1"
"75","ENSNVIG00000000079",1089.51607184446,2.10217661677988,0.69812657195057,3.01116831996007,0.00260244547241419,0.0670129659012543,"ABAT"
"76","ENSNVIG00000000080",0,NA,NA,NA,NA,NA,"Y_RNA"
"77","ENSNVIG00000000081",2107.90057325833,0.0530655300995236,0.199032328123013,0.266617642470253,0.789763570480069,0.928693911370655,"SNU13"
"78","ENSNVIG00000000082",671.861122964232,-0.145741324179822,0.30237131930006,-0.481994537435592,0.629809826778833,0.856869557588647,"ZSCAN21"
"79","ENSNVIG00000000083",2726.26470707203,2.339026520348,0.598182319593159,3.91022342809939,9.22107876381647e-05,0.00841102450279259,"ATP11C"
"80","ENSNVIG00000000084",7.65611653989037,1.25777359956433,0.797752139487618,1.57664710291116,0.114876748111085,NA,"FCER1A"
"81","ENSNVIG00000000085",0,NA,NA,NA,NA,NA,""
"82","ENSNVIG00000000086",613.940809293772,-0.647258469247614,0.25037551725021,-2.58515080210812,0.00973364144215225,0.138827845840384,"PCK2"
"83","ENSNVIG00000000087",99.7063809859677,-1.74553130759188,0.716408508647951,-2.43650275858134,0.0148300563407232,0.17413085978766,"T200A"
"84","ENSNVIG00000000088",0.189058187926178,1.03177881530636,4.0804728567969,0.252857659275374,0.800378209395327,NA,"RS1"
"85","ENSNVIG00000000089",887.613781343318,0.209694227815547,0.218433519545445,0.959991068458338,0.33705971009678,0.679747276431209,"TMCO3"
"86","ENSNVIG00000000090",248.373924794808,0.439498078761898,0.425235424350682,1.03354060737765,0.301350977409759,0.650939791131512,"STX3"
"87","ENSNVIG00000000091",292.163351649458,0.525218084711653,0.314773491960828,1.66855881491131,0.0952048467433802,0.411172720279549,"MTMR1"
"88","ENSNVIG00000000092",364.133408686473,-0.263898259414346,0.226523651064541,-1.16499207996235,0.244022198750666,0.599735322031822,"PAN2"
"89","ENSNVIG00000000093",3.53933213280523,2.91656445988442,1.53539950649819,1.8995476079944,0.0574925132921675,NA,"5S_rRNA"
"90","ENSNVIG00000000094",434.427898089332,0.336031779191764,0.288985756677147,1.16279702866871,0.244911863001604,0.600067328174117,"TADA2A"
"91","ENSNVIG00000000095",1142.97692022328,0.143635606791398,0.283025485900782,0.50750061018092,0.611803608365032,0.848783709745727,"HIBCH"
"92","ENSNVIG00000000096",72.4288792906306,-0.0912553676590367,0.373003579498952,-0.24465011242417,0.806727358756552,0.935889454592242,"SLC16A13"
"93","ENSNVIG00000000097",414.854249007556,-0.380881037722556,0.293507303343724,-1.29768845062267,0.194394413948972,0.547928422909503,"ZNF3"
"94","ENSNVIG00000000100",875.422737006051,0.298887105714046,0.299997360570952,0.996299117916264,0.319104832252518,0.664365168285724,"PSMD12"
"95","ENSNVIG00000000101",67.7863001794814,0.327906202760745,0.325120600117324,1.0085679057015,0.313181905776433,0.660177382338679,"CSAD"
"96","ENSNVIG00000000102",0,NA,NA,NA,NA,NA,""
"97","ENSNVIG00000000103",412.475695658427,-0.321387062949856,0.285766925603626,-1.12464751570179,0.260738430271259,0.614807161400823,"NDST1"
"98","ENSNVIG00000000104",37.6992472049102,0.428255157657017,0.599440602903565,0.714424674575994,0.47496461878323,0.772889749109646,"ADAMTS16"
"99","ENSNVIG00000000105",0,NA,NA,NA,NA,NA,"NHLH2"
"100","ENSNVIG00000000106",15.7946527436477,-2.78754977634408,0.745248578474578,-3.74042951151925,0.000183706061341496,0.0135772910566854,""
"101","ENSNVIG00000000107",6.65069247754394,1.54576643777804,1.66585904813062,0.927909500814402,0.353454515688821,NA,""
"102","ENSNVIG00000000108",1.36229674975489,-2.70053565708336,2.58727938721787,-1.04377427131566,0.296589837934601,NA,"SLC16A11"
"103","ENSNVIG00000000109",42.1805633446937,2.30866771205675,0.664200327485635,3.47586054465877,0.000509217003410999,0.0262057257997776,""
"104","ENSNVIG00000000110",31.3360323308991,0.849657789774845,0.557348150252882,1.52446507517668,0.127392574798091,0.46304710920305,"SAMD3"
"105","ENSNVIG00000000111",0.330646263500254,-1.84332907095967,4.03853353693295,-0.456435251583816,0.648077021279086,NA,"PHF7"
"106","ENSNVIG00000000112",7.56355205915097,0.758901360570917,0.873262441272816,0.869041567234687,0.384824395389289,NA,""
"107","ENSNVIG00000000113",14.5766752115355,-1.63893562441019,0.875006495073651,-1.87305538146004,0.0610607378108098,0.336394248214599,"SLC22A15"
"108","ENSNVIG00000000114",1.38233255882198,1.25690990913118,2.5693127375632,0.489200824311977,0.62469952600529,NA,""
"109","ENSNVIG00000000115",1.49396007479753,1.11235785380354,1.75508205599269,0.63379250560133,0.526216244781123,NA,""
"110","ENSNVIG00000000116",3.88990143336317,-0.247650758253156,1.47933313026541,-0.167407024953687,0.867049798064124,NA,"CLC10"
"111","ENSNVIG00000000117",45.7482558557119,1.626310283663,0.761803126843187,2.13481702339844,0.0327759592015964,0.260001868971138,""
"112","ENSNVIG00000000120",3.65997945217854,0.0638644732243582,1.21451172293689,0.0525844847918993,0.958062979208836,NA,""
"113","ENSNVIG00000000122",107.369511367936,-0.369547639449855,0.533073557764519,-0.693239486497096,0.488159271810711,0.781268611125953,"SLC4A3"
"114","ENSNVIG00000000123",259.27085233923,0.603751210497443,0.299511744552506,2.01578476129373,0.0438224877177395,0.288310496346966,"METTL22"
"115","ENSNVIG00000000124",0,NA,NA,NA,NA,NA,"ASGR2"
"116","ENSNVIG00000000125",0,NA,NA,NA,NA,NA,"U6"
"117","ENSNVIG00000000126",65.4001102989483,-0.736515276836079,0.713821727256109,-1.03179162067146,0.302169745497399,0.651536560758306,"PPEF1"
"118","ENSNVIG00000000127",2364.08431312154,-0.137310498935056,0.293923274967327,-0.46716442905149,0.640382240916769,0.862541014588082,"ASCC3"
"119","ENSNVIG00000000128",145.271145374987,-1.47289303455586,0.84038220919669,-1.75264661535823,0.0796626844614983,0.37827149525966,"MAB21L3"
"120","ENSNVIG00000000129",15.8086981056532,0.000543877945883096,0.586959742524561,0.000926601786255106,0.99926067884653,0.999754938371741,"FAM219A"
"121","ENSNVIG00000000131",23.2251094139845,-0.149089615123569,0.589941258089965,-0.252719424313994,0.800485036585015,0.932466660934047,""
"122","ENSNVIG00000000132",0.688460893831529,-2.86367639229141,3.96953203662837,-0.721414102686963,0.470654772345144,NA,"OR10J3"
"123","ENSNVIG00000000133",0,NA,NA,NA,NA,NA,"OR10G6"
"124","ENSNVIG00000000134",1492.89988125747,-0.191509030416552,0.206558976941971,-0.927139712114049,0.35385399970633,0.692380496493934,"ICE1"
"125","ENSNVIG00000000135",0,NA,NA,NA,NA,NA,"OR10S1"
"126","ENSNVIG00000000136",0,NA,NA,NA,NA,NA,""
"127","ENSNVIG00000000137",881.883523356413,0.358184833073251,0.265467104526537,1.34926259022592,0.177252637095195,0.530873858232742,"COPS6"
"128","ENSNVIG00000000138",21.7878598778987,0.274771086016351,0.730560506378261,0.376109964359451,0.706835146797982,0.895316236214846,""
"129","ENSNVIG00000000139",1301.17130033556,0.210894029805778,0.199221235608106,1.05859211826511,0.289785577962463,0.640648834114898,"NOL11"
"130","ENSNVIG00000000140",0,NA,NA,NA,NA,NA,""
"131","ENSNVIG00000000141",0,NA,NA,NA,NA,NA,"U4"
"132","ENSNVIG00000000142",0,NA,NA,NA,NA,NA,"OR10J4"
"133","ENSNVIG00000000143",8.88717831360707,0.849086039078499,0.945203557897097,0.89831024437483,0.369020172479122,0.702737675180908,""
"134","ENSNVIG00000000144",337.410047074709,0.113281496829047,0.222464335074309,0.509211945326912,0.610603671002807,0.848110270415919,"XRCC6"
"135","ENSNVIG00000000146",2083.02182445396,0.175766411250089,0.197210487520385,0.891263002592197,0.372788091961928,0.705599541616615,""
"136","ENSNVIG00000000147",733.128280593864,-0.32416978180545,0.2801989796034,-1.15692706042073,0.247302161819416,0.602047087186051,"KLHL28"
"137","ENSNVIG00000000148",530.235168993292,0.570591216676504,0.270467032472159,2.10965163281125,0.0348883734562322,0.26583838465401,"L3MBTL3"
"138","ENSNVIG00000000149",41.6336198609008,-0.726256963859355,0.451820622668366,-1.60740109552818,0.107966409927128,0.4303292411084,"DLG4"
"139","ENSNVIG00000000150",0,NA,NA,NA,NA,NA,"7SK"
"140","ENSNVIG00000000151",297.914636622985,-0.560741069196967,0.339439304203345,-1.65196269923135,0.0985421550528024,0.414718491182249,"CPEB2"
"141","ENSNVIG00000000152",0,NA,NA,NA,NA,NA,"OR6T1"
"142","ENSNVIG00000000153",0,NA,NA,NA,NA,NA,"OR10J1"
"143","ENSNVIG00000000154",2019.12060947571,-0.398929942067207,0.250278465641645,-1.59394433334271,0.110948503541429,0.435174620835539,"DCAF11"
"144","ENSNVIG00000000155",0,NA,NA,NA,NA,NA,"OR4D5"
"145","ENSNVIG00000000156",1150.22027135155,0.0658235044165624,0.218593823001975,0.301122435723939,0.76332113331695,0.917666347461118,"TOGARAM1"
"146","ENSNVIG00000000157",17532.2566371102,0.334694292753702,0.210026871075992,1.59357843612593,0.111030487487272,0.435174620835539,"ATP1A1"
"147","ENSNVIG00000000158",0,NA,NA,NA,NA,NA,"OR10J5"
"148","ENSNVIG00000000159",0,NA,NA,NA,NA,NA,"TMEM225"
"149","ENSNVIG00000000160",74.6599968111076,2.06431410219673,0.743166393636975,2.77772800260007,0.00547404199719977,0.102992027759325,"GRTP1"
"150","ENSNVIG00000000161",463.501216213461,0.358113759440303,0.322244991084424,1.11130900199619,0.266435365915193,0.619200196262643,"MCM7"
"151","ENSNVIG00000000162",0,NA,NA,NA,NA,NA,"APCS"
"152","ENSNVIG00000000163",3191.15335946346,-0.0353515519957769,0.267536019494041,-0.132137541937841,0.894875502072882,0.965686693078189,"ACACA"
"153","ENSNVIG00000000164",3.04592682080087,1.95302269957032,1.47517854371626,1.32392292979688,0.185528642052552,NA,"SLC14A2"
"154","ENSNVIG00000000165",0,NA,NA,NA,NA,NA,"TMEM114"
"155","ENSNVIG00000000166",696.71153499622,0.0521811843808511,0.26026523668422,0.200492332535991,0.841095554011386,0.947369030674593,"LETM1"
"156","ENSNVIG00000000167",0,NA,NA,NA,NA,NA,""
"157","ENSNVIG00000000168",0,NA,NA,NA,NA,NA,"OR8D4"
"158","ENSNVIG00000000169",0,NA,NA,NA,NA,NA,"U6"
"159","ENSNVIG00000000170",0,NA,NA,NA,NA,NA,""
"160","ENSNVIG00000000171",5.14393321666838,-1.72470662749933,1.06722557553689,-1.6160656819264,0.106080113061939,NA,""
"161","ENSNVIG00000000172",2460.4780185664,0.0467220102813454,0.230980677607661,0.202276704550614,0.839700410621123,0.946851710474697,"LAMP1"
"162","ENSNVIG00000000173",1303.5166935701,0.882573263330418,0.555105656581478,1.58991941960309,0.111852969701946,0.436744784433608,"MMRN1"
"163","ENSNVIG00000000174",647.598927206257,0.102650786503544,0.212425259654859,0.483232486900699,0.628930670802047,0.856620709834398,"BAP1"
"164","ENSNVIG00000000175",9.60834451202104,0.195499490455793,0.723034757131878,0.270387403271313,0.786862230051435,0.928486647436266,"SLAMF8"
"165","ENSNVIG00000000176",0.339313435838616,-1.84075283113736,4.0332595051739,-0.456393353508751,0.648107144355136,NA,""
"166","ENSNVIG00000000177",0,NA,NA,NA,NA,NA,"OR10V1"
"167","ENSNVIG00000000178",2108.31164387873,0.0624951006796805,0.17771713043268,0.35165490534045,0.725097083324144,0.902660375301682,"CUL4A"
"168","ENSNVIG00000000179",61.136568868021,1.46078866841809,0.466053009227546,3.13438308410294,0.00172215866177302,0.0518157633266655,"MED10"
"169","ENSNVIG00000000181",0.165226276783891,-0.892108115583363,4.0804728567969,-0.218628611656457,0.826939363054388,NA,""
"170","ENSNVIG00000000182",9.72063728077718,0.829426244098873,0.828932549471655,1.00059557876878,0.317022368440948,0.662739537854794,""
"171","ENSNVIG00000000184",340.335331243857,-0.0230159102171105,0.249562421049411,-0.092225063855081,0.926519224825994,0.97588212147864,"PCID2"
"172","ENSNVIG00000000185",173.41786553002,-0.0871698229296809,0.244261155686638,-0.356871409556053,0.721188074084411,0.901141193315809,"ZNF740"
"173","ENSNVIG00000000186",0,NA,NA,NA,NA,NA,"5S_rRNA"
"174","ENSNVIG00000000187",0,NA,NA,NA,NA,NA,"OR6M1"
"175","ENSNVIG00000000188",293.426259761978,2.73629330413587,0.660727732027668,4.14133261175314,3.45293815487907e-05,0.00434279738149974,"FAM81A"
"176","ENSNVIG00000000190",244.347871086803,0.473387328466342,0.425180721354131,1.11337909903036,0.265545647693336,0.618726396337048,""
"177","ENSNVIG00000000191",0.147751359653564,-0.891774089351324,4.0804728567969,-0.21854675196917,0.827003135742376,NA,"SIM1"
"178","ENSNVIG00000000192",0,NA,NA,NA,NA,NA,"OR6X1"
"179","ENSNVIG00000000193",611.444509431574,0.131239958486701,0.230215206000984,0.570075108271256,0.568626757101328,0.827699103458675,""
"180","ENSNVIG00000000194",1046.7024238383,0.0836321679535601,0.308028137464026,0.271508209094461,0.786000186810799,0.928425142414697,"NSD2"
"181","ENSNVIG00000000195",564.080887977238,-0.522378481460255,0.296448243040308,-1.76212372218117,0.0780483960794029,0.37456237250869,"PHKA2"
"182","ENSNVIG00000000196",41.1529001840063,-0.664382423617218,0.561333035945461,-1.1835797665074,0.236579453727996,0.591738244175524,"RBFOX1"
"183","ENSNVIG00000000197",0,NA,NA,NA,NA,NA,"C16orf92"
"184","ENSNVIG00000000198",56.6823094674095,0.0766727105943281,0.336844727549615,0.227620337572405,0.819941407851566,0.939982267315446,""
"185","ENSNVIG00000000199",306.878038550044,-0.316306146596978,0.37902209849866,-0.834532202343597,0.403981148811432,0.726221552557107,"ZNF202"
"186","ENSNVIG00000000200",978.694104575927,-0.432370966466778,0.194525169225396,-2.22269934625164,0.0262360800218021,0.232938781025705,"IGSF3"
"187","ENSNVIG00000000201",28.2750988959429,-1.63321725206124,0.850642779304122,-1.91998015124199,0.0548604066140562,0.321006795816374,"ITGB7"
"188","ENSNVIG00000000202",111.771724820193,-0.439832823591482,0.400999851868156,-1.09684036426052,0.272711181790705,0.624740335495648,"PATL1"
"189","ENSNVIG00000000203",3.20705896930065,0.338694854700252,1.81502619256307,0.186606042429596,0.851969528797079,NA,"FITM1"
"190","ENSNVIG00000000204",0.956116023443011,3.40429675119182,3.95446674336557,0.860873784538264,0.389307561567459,NA,"FAM71F1"
"191","ENSNVIG00000000205",0.172746947753578,-0.891767492194262,4.0804728567969,-0.218545135206287,0.827004395290988,NA,"VSIG8"
"192","ENSNVIG00000000206",0,NA,NA,NA,NA,NA,"MCHR2"
"193","ENSNVIG00000000207",8672.10041527488,0.256217768186635,0.215955298552527,1.18643890612536,0.235449014823738,0.591642758542245,""
"194","ENSNVIG00000000208",0.759545614790019,3.07084226001768,3.9667522045317,0.774145220492848,0.438844918410481,NA,""
"195","ENSNVIG00000000209",101.33639937535,0.866952094986545,0.557978617800292,1.55373712778513,0.120247133026042,0.451067590101853,"TRAIP"
"196","ENSNVIG00000000210",1042.410382861,0.25116096579354,0.209186449571967,1.20065599998212,0.22988466861647,0.586292529849309,"PSME1"
"197","ENSNVIG00000000212",0,NA,NA,NA,NA,NA,"TLCD3B"
"198","ENSNVIG00000000213",86.3810871501035,-1.03778719594526,0.50747285182356,-2.0450102743744,0.0408538451838082,0.27997509128799,""
"199","ENSNVIG00000000214",64.2808936562214,0.148756007458423,0.578385931046169,0.257191607668183,0.797030862269724,0.931250909524393,"CD2"
"200","ENSNVIG00000000216",728.06749746043,-1.08672117058885,0.498110169789044,-2.18168838240964,0.0291325389207097,0.245008077223757,"CCSER1"
"201","ENSNVIG00000000217",0,NA,NA,NA,NA,NA,""
"202","ENSNVIG00000000218",1975.57712959062,-0.0252291404734953,0.316947862482142,-0.0796002859142702,0.936555167813152,0.97986447031021,"PRPF39"
"203","ENSNVIG00000000220",4.53501129712838,2.11948117425167,1.37228199420515,1.54449390373245,0.122468726985411,NA,"CFAP45"
"204","ENSNVIG00000000221",392.280071036311,0.118093897406278,0.311895497426406,0.378632902304539,0.704960485702083,0.894248652152229,"EPHA4"
"205","ENSNVIG00000000222",1304.35117240124,1.1773630535559,0.313780127500629,3.75219126505561,0.000175295641975218,0.0132270198541719,"ARHGAP18"
"206","ENSNVIG00000000223",830.484723057985,-0.118927252352695,0.334458464116257,-0.355581529882754,0.722153977798565,0.901519742833462,"B3GLCT"
"207","ENSNVIG00000000224",0,NA,NA,NA,NA,NA,"PRDM13"
"208","ENSNVIG00000000225",3042.28705795305,1.30481342425002,0.380713060088215,3.42728832036307,0.000609641402344155,0.0290932181807416,"MYO1E"
"209","ENSNVIG00000000226",882.066980457222,0.424052990386835,0.271800795093097,1.56016096362628,0.118721847911722,0.448105933282927,"OSBP"
"210","ENSNVIG00000000227",0,NA,NA,NA,NA,NA,""
"211","ENSNVIG00000000228",182.297626558095,0.0102437029105172,0.245861934389151,0.041664452595998,0.96676619205934,0.989802944927248,"AP4M1"
"212","ENSNVIG00000000229",0,NA,NA,NA,NA,NA,"FAM71F2"
"213","ENSNVIG00000000230",2250.06192350254,0.160059107693627,0.267962250853403,0.597319611937402,0.550294013051764,0.81703912998553,"PTGFRN"
"214","ENSNVIG00000000231",492.491420075589,-0.15949956096016,0.258792477570969,-0.6163222457516,0.537681859541051,0.811591009604695,"POC1B"
"215","ENSNVIG00000000232",26.5413930710061,-0.17349728981338,0.656172693806156,-0.264407969808988,0.791465570974457,0.929395620947553,""
"216","ENSNVIG00000000233",3097.01770137663,-0.308818875958054,0.272310432363286,-1.13406920652258,0.256765519263319,0.61059160573983,"BPTF"
"217","ENSNVIG00000000234",1.87158184719388,1.46345426341381,2.3983555385513,0.610190707712085,0.54173548452687,NA,"SCN3B"
"218","ENSNVIG00000000235",171.386174210825,-0.342080943595618,0.353931410716436,-0.966517616798038,0.333785236005034,0.677068198244872,"CD99L2"
"219","ENSNVIG00000000236",3735.10254325581,0.107356287065215,0.45413344379019,0.236398108382464,0.813123763894364,0.937721057344326,"U1"
"220","ENSNVIG00000000237",0,NA,NA,NA,NA,NA,""
