Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,GO Biological Processes,19,GO:0030001,metal ion transport,19_GO:0051179 localization,-11,3.5,8.5,30211,611,549,39,7.1,1.1,40|392|475|476|489|540|1813|1906|1910|2149|2823|3736|4036|6328|6335|6340|6520|6533|6536|6584|6833|6947|8671|8884|9914|10008|10267|10316|28982|53373|54407|55283|55503|55630|57181|84679|84766|284111|286097,ASIC2|ARHGAP1|ATOX1|ATP1A1|ATP2A3|ATP7B|DRD2|EDN1|EDNRB|F2R|GPM6A|KCNA1|LRP2|SCN3A|SCN9A|SCNN1G|SLC3A2|SLC6A6|SLC6A9|SLC22A5|ABCC8|TCN1|SLC4A4|SLC5A6|ATP2C2|KCNE3|RAMP1|NMUR1|FLVCR1|TPCN1|SLC38A2|MCOLN3|TRPV6|SLC39A4|SLC39A10|SLC9A7|CRACR2A|SLC13A5|MICU3,-7.7
MyList,GO Biological Processes,19,GO:2000147,positive regulation of cell motility,19_GO:0040011 locomotion,-11,3.6,8.6,30211,584,549,38,6.9,1.1,306|972|1012|1435|1839|1906|2149|2150|2321|2651|2660|2852|2896|3929|4739|5063|5154|5291|5578|6870|7057|7099|7429|7476|9076|9693|9750|23224|27347|55612|57402|65125|79846|80005|80310|81029|284403|375611,ANXA3|CD74|CDH13|CSF1|HBEGF|EDN1|F2R|F2RL1|FLT1|GCNT2|MSTN|GPER1|GRN|LBP|NEDD9|PAK3|PDGFA|PIK3CB|PRKCA|TACR3|THBS1|TLR4|VIL1|WNT7A|CLDN1|RAPGEF2|RIPOR2|SYNE2|STK39|FERMT1|S100A14|WNK1|CFAP69|DOCK5|PDGFD|WNT5B|WDR62|SLC26A5,-7.7
MyList,GO Biological Processes,19,GO:0002064,epithelial cell development,19_GO:0032502 developmental process,-11,6,9.7,30211,201,549,22,4,0.84,182|231|1910|2150|2317|5144|5314|5357|6382|6647|7476|9076|9693|9863|23022|23086|25803|54507|79983|81029|153562|169044,JAG1|AKR1B1|EDNRB|F2RL1|FLNB|PDE4D|PKHD1|PLS1|SDC1|SOD1|WNT7A|CLDN1|RAPGEF2|MAGI2|PALLD|EXPH5|SPDEF|ADAMTSL4|POF1B|WNT5B|MARVELD2|COL22A1,-7.6
MyList,GO Biological Processes,19,GO:0010035,response to inorganic substance,19_GO:0050896 response to stimulus,-11,3.8,8.6,30211,513,549,35,6.4,1,18|445|540|664|929|1663|1813|1906|1910|2539|2890|3625|3736|4129|4217|4540|5076|5154|6382|6647|6833|7057|8837|9076|9456|9633|10105|10768|23236|54407|55503|80310|90019|284111|375611,ABAT|ASS1|ATP7B|BNIP3|CD14|DDX11|DRD2|EDN1|EDNRB|G6PD|GRIA1|INHBB|KCNA1|MAOB|MAP3K5|ND5|PAX2|PDGFA|SDC1|SOD1|ABCC8|THBS1|CFLAR|CLDN1|HOMER1|TESMIN|PPIF|AHCYL1|PLCB1|SLC38A2|TRPV6|PDGFD|SYT8|SLC13A5|SLC26A5,-7.5
MyList,GO Biological Processes,19,GO:0040017,positive regulation of locomotion,19_GO:0040011 locomotion,-10,3.5,8.4,30211,599,549,38,6.9,1.1,306|972|1012|1435|1839|1906|2149|2150|2321|2651|2660|2852|2896|3929|4739|5063|5154|5291|5578|6870|7057|7099|7429|7476|9076|9693|9750|23224|27347|55612|57402|65125|79846|80005|80310|81029|284403|375611,ANXA3|CD74|CDH13|CSF1|HBEGF|EDN1|F2R|F2RL1|FLT1|GCNT2|MSTN|GPER1|GRN|LBP|NEDD9|PAK3|PDGFA|PIK3CB|PRKCA|TACR3|THBS1|TLR4|VIL1|WNT7A|CLDN1|RAPGEF2|RIPOR2|SYNE2|STK39|FERMT1|S100A14|WNK1|CFAP69|DOCK5|PDGFD|WNT5B|WDR62|SLC26A5,-7.4
MyList,GO Biological Processes,19,GO:0003018,vascular process in circulatory system,19_GO:0032501 multicellular organismal process,-9.9,5,8.9,30211,263,549,24,4.4,0.87,40|134|489|1906|1910|2149|2150|2852|3827|4036|5467|6509|6513|6533|6536|6565|6584|6647|6833|8671|8884|54407|80005|100506658,ASIC2|ADORA1|ATP2A3|EDN1|EDNRB|F2R|F2RL1|GPER1|KNG1|LRP2|PPARD|SLC1A4|SLC2A1|SLC6A6|SLC6A9|SLC15A2|SLC22A5|SOD1|ABCC8|SLC4A4|SLC5A6|SLC38A2|DOCK5|OCLN,-6.9
MyList,GO Biological Processes,19,GO:0043269,regulation of ion transport,19_GO:0051179 localization,-9.9,3.2,8,30211,685,549,40,7.3,1.1,18|40|134|476|1080|1136|1272|1813|1906|2149|2539|2852|3736|4129|5144|5174|5187|5270|5321|5593|5774|6328|6335|6536|6833|9456|9914|10008|10105|10768|23171|27347|53373|65125|65268|79073|81671|84766|90019|375611,ABAT|ASIC2|ADORA1|ATP1A1|CFTR|CHRNA3|CNTN1|DRD2|EDN1|F2R|G6PD|GPER1|KCNA1|MAOB|PDE4D|PDZK1|PER1|SERPINE2|PLA2G4A|PRKG2|PTPN3|SCN3A|SCN9A|SLC6A9|ABCC8|HOMER1|ATP2C2|KCNE3|PPIF|AHCYL1|GPD1L|STK39|TPCN1|WNK1|WNK2|TMEM109|VMP1|CRACR2A|SYT8|SLC26A5,-6.9
MyList,GO Biological Processes,19,GO:0008610,lipid biosynthetic process,19_GO:0008152 metabolic process,-9.9,3.5,8.1,30211,570,549,36,6.6,1.1,231|972|1040|1080|1606|1608|1906|2539|3628|5283|5291|5321|5467|7368|8395|8702|9021|9388|9514|9663|10826|26301|51144|51604|53947|57171|80055|81537|84532|93517|129642|157506|166929|253558|254531|340485,AKR1B1|CD74|CDS1|CFTR|DGKA|DGKG|EDN1|G6PD|INPP1|PIGH|PIK3CB|PLA2G4A|PPARD|UGT8|PIP5K1B|B4GALT4|SOCS3|LIPG|GAL3ST1|LPIN2|FAXDC2|GBGT1|HSD17B12|PIGT|A4GALT|DOLPP1|PGAP1|SGPP1|ACSS1|SDR42E1|MBOAT2|RDH10|SGMS2|LCLAT1|LPCAT4|ACER2,-6.9
MyList,GO Biological Processes,19,GO:0043408,regulation of MAPK cascade,19_GO:0023052 signaling,-9.9,3.2,8,30211,686,549,40,7.3,1.1,134|467|972|1813|1880|1906|1942|2122|2149|2150|2321|2651|2852|4217|5063|5154|5187|5291|5314|5578|6423|6647|7039|7057|7099|7476|8649|8837|9693|10595|22881|22943|23236|27330|27347|54206|65268|80310|84766|768211,ADORA1|ATF3|CD74|DRD2|GPR183|EDN1|EFNA1|MECOM|F2R|F2RL1|FLT1|GCNT2|GPER1|MAP3K5|PAK3|PDGFA|PER1|PIK3CB|PKHD1|PRKCA|SFRP2|SOD1|TGFA|THBS1|TLR4|WNT7A|LAMTOR3|CFLAR|RAPGEF2|ERN2|ANKRD6|DKK1|PLCB1|RPS6KA6|STK39|ERRFI1|WNK2|PDGFD|CRACR2A|RELL1,-6.9
MyList,GO Biological Processes,19,GO:0006875,cellular metal ion homeostasis,19_GO:0065007 biological regulation,-9.7,3.5,8.1,30211,550,549,35,6.4,1,134|475|476|489|540|664|1813|1906|1910|2149|2150|2151|2852|2890|3827|4828|5291|5314|5732|6340|6647|7184|7504|9170|9633|9914|28982|53373|55283|55503|55630|57181|60675|84899|286097,ADORA1|ATOX1|ATP1A1|ATP2A3|ATP7B|BNIP3|DRD2|EDN1|EDNRB|F2R|F2RL1|F2RL2|GPER1|GRIA1|KNG1|NMB|PIK3CB|PKHD1|PTGER2|SCNN1G|SOD1|HSP90B1|XK|LPAR2|TESMIN|ATP2C2|FLVCR1|TPCN1|MCOLN3|TRPV6|SLC39A4|SLC39A10|PROK2|TMTC4|MICU3,-6.8
MyList,GO Biological Processes,19,GO:0098660,inorganic ion transmembrane transport,19_GO:0051179 localization,-9.7,3.3,7.9,30211,637,549,38,6.9,1.1,40|476|489|540|1080|1813|1906|1910|2149|2823|3736|4519|4540|6328|6335|6340|6520|6533|6536|6565|6833|6947|8671|8884|9213|9914|10008|51458|53373|55283|55503|55630|57181|84679|115111|203859|286097|375611,ASIC2|ATP1A1|ATP2A3|ATP7B|CFTR|DRD2|EDN1|EDNRB|F2R|GPM6A|KCNA1|CYTB|ND5|SCN3A|SCN9A|SCNN1G|SLC3A2|SLC6A6|SLC6A9|SLC15A2|ABCC8|TCN1|SLC4A4|SLC5A6|XPR1|ATP2C2|KCNE3|RHCG|TPCN1|MCOLN3|TRPV6|SLC39A4|SLC39A10|SLC9A7|SLC26A7|ANO5|MICU3|SLC26A5,-6.8
MyList,GO Biological Processes,19,GO:1903034,regulation of response to wounding,19_GO:0050896 response to stimulus,-9.6,6.3,9.3,30211,166,549,19,3.5,0.78,18|928|1839|1906|2149|2150|2896|3827|5055|5154|5270|6833|7035|7057|7429|9076|55612|146760|100506658,ABAT|CD9|HBEGF|EDN1|F2R|F2RL1|GRN|KNG1|SERPINB2|PDGFA|SERPINE2|ABCC8|TFPI|THBS1|VIL1|CLDN1|FERMT1|RTN4RL1|OCLN,-6.7
MyList,GO Biological Processes,19,GO:0034330,cell junction organization,19_GO:0009987 cellular process,-9.6,3.7,8.1,30211,473,549,32,5.8,1,928|1004|1006|1813|1948|2149|2150|2705|2823|3691|5063|5314|5578|5800|7368|7476|9076|9456|10420|22941|22943|23191|29841|57662|64065|79983|81671|85461|153562|266977|440279|100506658,CD9|CDH6|CDH8|DRD2|EFNB2|F2R|F2RL1|GJB1|GPM6A|ITGB4|PAK3|PKHD1|PRKCA|PTPRO|UGT8|WNT7A|CLDN1|HOMER1|TESK2|SHANK2|DKK1|CYFIP1|GRHL1|CAMSAP3|PERP|POF1B|VMP1|TANC1|MARVELD2|ADGRF1|UNC13C|OCLN,-6.7
MyList,GO Biological Processes,19,GO:0030335,positive regulation of cell migration,19_GO:0040011 locomotion,-9.5,3.4,7.9,30211,560,549,35,6.4,1,306|972|1012|1435|1839|1906|2149|2150|2321|2651|2660|2852|2896|3929|4739|5063|5154|5291|5578|7057|7099|7429|7476|9076|9693|9750|23224|27347|55612|57402|65125|80005|80310|81029|284403,ANXA3|CD74|CDH13|CSF1|HBEGF|EDN1|F2R|F2RL1|FLT1|GCNT2|MSTN|GPER1|GRN|LBP|NEDD9|PAK3|PDGFA|PIK3CB|PRKCA|THBS1|TLR4|VIL1|WNT7A|CLDN1|RAPGEF2|RIPOR2|SYNE2|STK39|FERMT1|S100A14|WNK1|DOCK5|PDGFD|WNT5B|WDR62,-6.6
MyList,GO Biological Processes,19,GO:0055065,metal ion homeostasis,19_GO:0065007 biological regulation,-9.5,3.3,7.8,30211,618,549,37,6.7,1.1,134|475|476|489|540|664|1813|1906|1910|2149|2150|2151|2852|2890|3736|3827|4828|5291|5314|5732|6340|6647|7184|7504|9170|9633|9914|28982|53373|55283|55503|55630|57181|57402|60675|84899|286097,ADORA1|ATOX1|ATP1A1|ATP2A3|ATP7B|BNIP3|DRD2|EDN1|EDNRB|F2R|F2RL1|F2RL2|GPER1|GRIA1|KCNA1|KNG1|NMB|PIK3CB|PKHD1|PTGER2|SCNN1G|SOD1|HSP90B1|XK|LPAR2|TESMIN|ATP2C2|FLVCR1|TPCN1|MCOLN3|TRPV6|SLC39A4|SLC39A10|S100A14|PROK2|TMTC4|MICU3,-6.6
MyList,GO Biological Processes,19,GO:0061041,regulation of wound healing,19_GO:0050896 response to stimulus,-9.5,7,9.5,30211,133,549,17,3.1,0.74,18|928|1839|1906|2149|2150|3827|5055|5154|5270|6833|7035|7057|7429|9076|55612|100506658,ABAT|CD9|HBEGF|EDN1|F2R|F2RL1|KNG1|SERPINB2|PDGFA|SERPINE2|ABCC8|TFPI|THBS1|VIL1|CLDN1|FERMT1|OCLN,-6.6
MyList,Reactome Gene Sets,6,R-HSA-109582,Hemostasis,,-9.4,3.3,7.8,30211,621,549,37,6.7,1.1,489|747|928|972|1606|1608|2149|2151|2888|3053|3796|3827|5055|5099|5154|5265|5269|5270|5291|5321|5575|5578|5593|5874|6382|6385|6520|6647|7035|7057|8515|10451|11136|23348|56992|80005|139818,ATP2A3|DAGLA|CD9|CD74|DGKA|DGKG|F2R|F2RL2|GRB14|SERPIND1|KIF2A|KNG1|SERPINB2|PCDH7|PDGFA|SERPINA1|SERPINB6|SERPINE2|PIK3CB|PLA2G4A|PRKAR1B|PRKCA|PRKG2|RAB27B|SDC1|SDC4|SLC3A2|SOD1|TFPI|THBS1|ITGA10|VAV3|SLC7A9|DOCK9|KIF15|DOCK5|DOCK11,-6.6
MyList,GO Biological Processes,19,GO:0035239,tube morphogenesis,19_GO:0032502 developmental process,-9.3,3.2,7.7,30211,661,549,38,6.9,1.1,182|1012|1435|1906|1942|1948|2321|4036|4814|4824|5076|5154|5291|5314|5578|6299|6385|6423|7039|7057|7453|7476|8549|8915|10267|10451|23493|51684|54567|55366|57167|60675|64344|79625|157506|169044|170690|284217,JAG1|CDH13|CSF1|EDN1|EFNA1|EFNB2|FLT1|LRP2|NINJ1|NKX3-1|PAX2|PDGFA|PIK3CB|PKHD1|PRKCA|SALL1|SDC4|SFRP2|TGFA|THBS1|WARS1|WNT7A|LGR5|BCL10|RAMP1|VAV3|HEY2|SUFU|DLL4|LGR4|SALL4|PROK2|HIF3A|NDNF|RDH10|COL22A1|ADAMTS16|LAMA1,-6.4
MyList,GO Biological Processes,19,GO:0072507,divalent inorganic cation homeostasis,19_GO:0065007 biological regulation,-8.9,3.6,7.7,30211,478,549,31,5.6,0.99,134|489|540|664|1813|1906|1910|2149|2150|2151|2852|2890|3736|3827|4828|5291|5314|5732|7184|7504|9170|9914|53373|55283|55503|55630|57181|57402|60675|84899|286097,ADORA1|ATP2A3|ATP7B|BNIP3|DRD2|EDN1|EDNRB|F2R|F2RL1|F2RL2|GPER1|GRIA1|KCNA1|KNG1|NMB|PIK3CB|PKHD1|PTGER2|HSP90B1|XK|LPAR2|ATP2C2|TPCN1|MCOLN3|TRPV6|SLC39A4|SLC39A10|S100A14|PROK2|TMTC4|MICU3,-6.1
