_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-11,C0151744,M1,1,0,DisGeNET,35,Myocardial Ischemia,,-11,3.8,8.7,30211,756,367,35,9.5,1.5,231|290|368|795|1410|1803|1910|1950|2006|2034|2244|2628|2701|2952|3030|3484|3572|3606|3791|4175|4854|5055|5179|5292|5340|5743|6098|6646|7295|7422|8553|28984|59272|140809|259266,AKR1B1|ANPEP|ABCC6|S100G|CRYAB|DPP4|EDNRB|EGF|ELN|EPAS1|FGB|GATM|GJA4|GSTT1|HADHA|IGFBP1|IL6ST|IL18|KDR|MCM6|NOTCH3|SERPINB2|PENK|PIM1|PLG|PTGS2|ROS1|SOAT1|TXN|VEGFA|BHLHE40|RGCC|ACE2|SRXN1|ASPM,-7.5,0
1,-11,C0011884,M1,1,0,DisGeNET,35,Diabetic Retinopathy,,-11,4.1,8.8,30211,644,367,32,8.7,1.5,231|290|302|652|1803|1950|1993|2321|2735|2908|2952|3087|3606|3791|3832|3933|5055|5340|5743|6098|6559|7076|7295|7422|8848|9076|9559|10159|10855|27329|28984|59272,AKR1B1|ANPEP|ANXA2|BMP4|DPP4|EGF|ELAVL2|FLT1|GLI1|NR3C1|GSTT1|HHEX|IL18|KDR|KIF11|LCN1|SERPINB2|PLG|PTGS2|ROS1|SLC12A3|TIMP1|TXN|VEGFA|TSC22D1|CLDN1|VPS26A|ATP6AP2|HPSE|ANGPTL3|RGCC|ACE2,-7.4,0
1,-11,C0242383,M1,1,0,DisGeNET,35,Age related macular degeneration,,-11,4,8.7,30211,685,367,33,9,1.5,290|368|652|822|1232|1356|1410|1591|1728|1950|1993|2006|2034|2321|2952|3572|3606|3791|4257|4322|5340|6098|7076|7295|7422|7430|8878|10159|10516|22943|56987|81579|259266,ANPEP|ABCC6|BMP4|CAPG|CCR3|CP|CRYAB|CYP24A1|NQO1|EGF|ELAVL2|ELN|EPAS1|FLT1|GSTT1|IL6ST|IL18|KDR|MGST1|MMP13|PLG|ROS1|TIMP1|TXN|VEGFA|EZR|SQSTM1|ATP6AP2|FBLN5|DKK1|BBX|PLA2G12A|ASPM,-7.4,0
1,-10,C1762616,M1,1,0,DisGeNET,35,"Meningioma, benign, no ICD-O subtype",,-10,5.1,9.2,30211,404,367,25,6.8,1.3,220|290|652|672|928|1493|1543|1950|2120|2908|2952|3791|3832|5329|5340|5743|6446|6646|7076|7422|7498|23705|55706|65268|161291,ALDH1A3|ANPEP|BMP4|BRCA1|CD9|CTLA4|CYP1A1|EGF|ETV6|NR3C1|GSTT1|KDR|KIF11|PLAUR|PLG|PTGS2|SGK1|SOAT1|TIMP1|VEGFA|XDH|CADM1|NDC1|WNK2|TMEM30B,-7.2,0
1,-10,C0278877,M1,1,0,DisGeNET,35,Adult Meningioma,,-10,5.1,9.2,30211,405,367,25,6.8,1.3,220|290|652|672|928|1493|1543|1950|2120|2908|2952|3791|3832|5329|5340|5743|6446|6646|7076|7422|7498|23705|55706|65268|161291,ALDH1A3|ANPEP|BMP4|BRCA1|CD9|CTLA4|CYP1A1|EGF|ETV6|NR3C1|GSTT1|KDR|KIF11|PLAUR|PLG|PTGS2|SGK1|SOAT1|TIMP1|VEGFA|XDH|CADM1|NDC1|WNK2|TMEM30B,-7.2,0
1,-10,C0034067,M1,1,0,DisGeNET,35,Pulmonary Emphysema,,-10,5.4,9.2,30211,352,367,23,6.3,1.3,2|1136|1510|1950|2006|2034|2952|3572|3606|3694|3791|3933|4321|6646|7076|7295|7422|8878|9585|10144|10516|23705|55170,A2M|CHRNA3|CTSE|EGF|ELN|EPAS1|GSTT1|IL6ST|IL18|ITGB6|KDR|LCN1|MMP12|SOAT1|TIMP1|TXN|VEGFA|SQSTM1|KIF20B|FAM13A|FBLN5|CADM1|PRMT6,-7,0
1,-10,C0031099,M1,1,0,DisGeNET,35,Periodontitis,,-10,3.9,8.4,30211,681,367,32,8.7,1.5,290|652|1493|1543|1822|1950|2006|2244|2952|3572|3606|3694|3791|3880|3929|4321|4322|5055|5340|5627|5743|6098|7076|7422|8553|8878|9076|10855|22943|23261|54829|59272,ANPEP|BMP4|CTLA4|CYP1A1|ATN1|EGF|ELN|FGB|GSTT1|IL6ST|IL18|ITGB6|KDR|KRT19|LBP|MMP12|MMP13|SERPINB2|PLG|PROS1|PTGS2|ROS1|TIMP1|VEGFA|BHLHE40|SQSTM1|CLDN1|HPSE|DKK1|CAMTA1|ASPN|ACE2,-6.9,0
1,-10,C0030297,M1,1,0,DisGeNET,35,Pancreatic Neoplasm,,-10,3.7,8.3,30211,764,367,34,9.3,1.5,302|652|672|994|1728|1803|1822|1950|2034|2175|2321|2735|2810|3572|3791|4286|4854|5268|5327|5329|5340|5743|6286|6559|7076|7295|7422|7430|8553|8870|9076|10855|23158|51053,ANXA2|BMP4|BRCA1|CDC25B|NQO1|DPP4|ATN1|EGF|EPAS1|FANCA|FLT1|GLI1|SFN|IL6ST|KDR|MITF|NOTCH3|SERPINB5|PLAT|PLAUR|PLG|PTGS2|S100P|SLC12A3|TIMP1|TXN|VEGFA|EZR|BHLHE40|IER3|CLDN1|HPSE|TBC1D9|GMNN,-6.9,0
1,-10,C0206682,M1,1,0,DisGeNET,35,Follicular thyroid carcinoma,,-10,5.9,9.3,30211,293,367,21,5.7,1.2,290|302|672|1591|1800|1803|1950|2120|2321|3598|3791|4854|5268|5340|5743|7422|7430|8878|9076|23158|59272,ANPEP|ANXA2|BRCA1|CYP24A1|DPEP1|DPP4|EGF|ETV6|FLT1|IL13RA2|KDR|NOTCH3|SERPINB5|PLG|PTGS2|VEGFA|EZR|SQSTM1|CLDN1|TBC1D9|ACE2,-6.9,0
1,-9.9,C0023487,M1,1,0,DisGeNET,35,Acute Promyelocytic Leukemia,,-9.9,3.9,8.4,30211,651,367,31,8.4,1.5,290|302|306|652|672|1822|1950|2120|2321|2674|2735|2952|3087|3606|4171|5327|5340|5743|6646|7076|7422|8814|8870|8878|10159|10626|22943|23158|26227|28984|57492,ANPEP|ANXA2|ANXA3|BMP4|BRCA1|ATN1|EGF|ETV6|FLT1|GFRA1|GLI1|GSTT1|HHEX|IL18|MCM2|PLAT|PLG|PTGS2|SOAT1|TIMP1|VEGFA|CDKL1|IER3|SQSTM1|ATP6AP2|TRIM16|DKK1|TBC1D9|PHGDH|RGCC|ARID1B,-6.9,0
1,-9.9,C1266042,M1,1,0,DisGeNET,35,Chromophobe Renal Cell Carcinoma,,-9.9,7.6,9.9,30211,185,367,17,4.6,1.1,290|822|1356|1410|1910|1993|1999|2034|2321|2908|2952|4286|5172|5627|5743|29968|54821,ANPEP|CAPG|CP|CRYAB|EDNRB|ELAVL2|ELF3|EPAS1|FLT1|NR3C1|GSTT1|MITF|SLC26A4|PROS1|PTGS2|PSAT1|ERCC6L,-6.9,0
1,-9.8,C0035222,M1,1,0,DisGeNET,35,"Respiratory Distress Syndrome, Adult",,-9.8,4.7,8.7,30211,434,367,25,6.8,1.3,231|302|1543|1728|1803|1950|2034|2908|3030|3606|3791|3880|5329|5627|5743|6583|7076|7295|7422|7498|9133|10516|10855|54443|59272,AKR1B1|ANXA2|CYP1A1|NQO1|DPP4|EGF|EPAS1|NR3C1|HADHA|IL18|KDR|KRT19|PLAUR|PROS1|PTGS2|SLC22A4|TIMP1|TXN|VEGFA|XDH|CCNB2|FBLN5|HPSE|ANLN|ACE2,-6.8,0
1,-9.7,C4704874,M1,1,0,DisGeNET,35,"Mammary Carcinoma, Human",,-9.7,4.2,8.4,30211,545,367,28,7.6,1.4,652|672|1543|1591|1728|1910|1950|2321|3032|3087|3791|4854|4897|5055|5268|5292|5743|7076|7295|7348|9076|9123|10855|22943|23705|26227|151647|400224,BMP4|BRCA1|CYP1A1|CYP24A1|NQO1|EDNRB|EGF|FLT1|HADHB|HHEX|KDR|NOTCH3|NRCAM|SERPINB2|SERPINB5|PIM1|PTGS2|TIMP1|TXN|UPK1B|CLDN1|SLC16A3|HPSE|DKK1|CADM1|PHGDH|TAFA4|PLEKHD1,-6.8,0
1,-9.7,C3811653,M1,1,0,DisGeNET,35,Experimental Organism Basal Cell Carcinoma,,-9.7,4.7,8.7,30211,437,367,25,6.8,1.3,672|1493|1543|1591|1728|1950|2006|2321|2735|2745|2908|2952|3880|4322|5329|5743|6098|6646|7422|8643|10855|22943|23428|28965|55872,BRCA1|CTLA4|CYP1A1|CYP24A1|NQO1|EGF|ELN|FLT1|GLI1|GLRX|NR3C1|GSTT1|KRT19|MMP13|PLAUR|PTGS2|ROS1|SOAT1|VEGFA|PTCH2|HPSE|DKK1|SLC7A8|SLC27A6|PBK,-6.7,0
1,-9.7,C0853879,M1,1,0,DisGeNET,35,Invasive carcinoma of breast,,-9.7,4.5,8.6,30211,473,367,26,7.1,1.3,231|672|928|1543|2120|2321|2952|3598|3791|3880|4171|5067|5269|5340|5743|5768|7076|7422|9076|9787|10855|23158|23650|51053|93663|201973,AKR1B1|BRCA1|CD9|CYP1A1|ETV6|FLT1|GSTT1|IL13RA2|KDR|KRT19|MCM2|CNTN3|SERPINB6|PLG|PTGS2|QSOX1|TIMP1|VEGFA|CLDN1|DLGAP5|HPSE|TBC1D9|TRIM29|GMNN|ARHGAP18|PRIMPOL,-6.7,0
1,-9.6,C0086692,M1,1,0,DisGeNET,35,Benign Neoplasm,,-9.6,5.1,8.8,30211,371,367,23,6.3,1.3,231|302|672|1728|1910|1950|2735|2952|3606|3791|3880|4322|4854|5329|5627|5743|7076|7422|8490|9076|10855|23650|29968,AKR1B1|ANXA2|BRCA1|NQO1|EDNRB|EGF|GLI1|GSTT1|IL18|KDR|KRT19|MMP13|NOTCH3|PLAUR|PROS1|PTGS2|TIMP1|VEGFA|RGS5|CLDN1|HPSE|TRIM29|PSAT1,-6.7,0
1,-9.5,C0856169,M1,1,0,DisGeNET,35,Endothelial dysfunction,,-9.5,3.7,8,30211,716,367,32,8.7,1.5,231|290|467|652|672|1362|1803|1822|1910|1950|2006|2244|2321|3606|3791|4854|5055|5327|5340|5743|6098|6385|6446|6646|7295|7422|7498|8878|9123|10855|11082|59272,AKR1B1|ANPEP|ATF3|BMP4|BRCA1|CPD|DPP4|ATN1|EDNRB|EGF|ELN|FGB|FLT1|IL18|KDR|NOTCH3|SERPINB2|PLAT|PLG|PTGS2|ROS1|SDC4|SGK1|SOAT1|TXN|VEGFA|XDH|SQSTM1|SLC16A3|HPSE|ESM1|ACE2,-6.6,0
1,-9.4,C0206624,M1,1,0,DisGeNET,35,Hepatoblastoma,,-9.4,4.6,8.4,30211,452,367,25,6.8,1.3,2|231|290|479|825|1543|1728|1800|1950|2735|3572|3880|5292|5743|6646|7004|7422|7498|9076|22943|23158|23705|54443|83999|85465,A2M|AKR1B1|ANPEP|ATP12A|CAPN3|CYP1A1|NQO1|DPEP1|EGF|GLI1|IL6ST|KRT19|PIM1|PTGS2|SOAT1|TEAD4|VEGFA|XDH|CLDN1|DKK1|TBC1D9|CADM1|ANLN|KREMEN1|SELENOI,-6.5,0
1,-9.4,C0155626,M1,1,0,DisGeNET,35,Acute myocardial infarction,,-9.4,3.5,7.9,30211,766,367,33,9,1.5,290|306|368|479|1493|1803|1822|1993|2244|2321|2701|2952|3484|3606|3791|4854|5327|5340|5627|5743|6385|6646|7076|7422|7481|8878|9514|10855|11082|26298|51514|57216|59272,ANPEP|ANXA3|ABCC6|ATP12A|CTLA4|DPP4|ATN1|ELAVL2|FGB|FLT1|GJA4|GSTT1|IGFBP1|IL18|KDR|NOTCH3|PLAT|PLG|PROS1|PTGS2|SDC4|SOAT1|TIMP1|VEGFA|WNT11|SQSTM1|GAL3ST1|HPSE|ESM1|EHF|DTL|VANGL2|ACE2,-6.5,0
1,-9.4,C1257931,M1,1,0,DisGeNET,35,"Mammary Neoplasms, Human",,-9.4,4.2,8.3,30211,527,367,27,7.4,1.4,652|672|1543|1591|1728|1910|1950|2321|3032|3087|3791|4854|4897|5055|5268|5292|5743|7295|7348|9076|9123|10855|22943|23705|26227|151647|400224,BMP4|BRCA1|CYP1A1|CYP24A1|NQO1|EDNRB|EGF|FLT1|HADHB|HHEX|KDR|NOTCH3|NRCAM|SERPINB2|SERPINB5|PIM1|PTGS2|TXN|UPK1B|CLDN1|SLC16A3|HPSE|DKK1|CADM1|PHGDH|TAFA4|PLEKHD1,-6.5,0
1,-9.3,C0151650,M1,1,0,DisGeNET,35,Renal fibrosis,,-9.3,4,8.1,30211,570,367,28,7.6,1.4,290|822|1728|1803|1822|1910|1950|2006|2034|2735|3572|3606|3791|3929|4322|4688|5327|5340|5743|7076|7422|7430|7498|8840|10855|11001|28984|59272,ANPEP|CAPG|NQO1|DPP4|ATN1|EDNRB|EGF|ELN|EPAS1|GLI1|IL6ST|IL18|KDR|LBP|MMP13|NCF2|PLAT|PLG|PTGS2|TIMP1|VEGFA|EZR|XDH|CCN4|HPSE|SLC27A2|RGCC|ACE2,-6.4,0
1,-9.1,C0153349,M1,1,0,DisGeNET,35,Malignant neoplasm of tongue,,-9.1,8,9.6,30211,155,367,15,4.1,1,672|1410|1910|1950|3880|5329|5627|5743|7422|7430|8870|9585|10855|23705|55691,BRCA1|CRYAB|EDNRB|EGF|KRT19|PLAUR|PROS1|PTGS2|VEGFA|EZR|IER3|KIF20B|HPSE|CADM1|FRMD4A,-6.3,0
1,-9.1,C0279628,M1,1,0,DisGeNET,35,Adenocarcinoma Of Esophagus,,-9.1,4.4,8.2,30211,468,367,25,6.8,1.3,445|479|652|994|1510|1543|1728|1822|1950|2321|2735|2952|3081|3606|3791|4321|5317|5732|5743|7076|7422|9123|22943|57379|259266,ASS1|ATP12A|BMP4|CDC25B|CTSE|CYP1A1|NQO1|ATN1|EGF|FLT1|GLI1|GSTT1|HGD|IL18|KDR|MMP12|PKP1|PTGER2|PTGS2|TIMP1|VEGFA|SLC16A3|DKK1|AICDA|ASPM,-6.3,0
1,-9,C0740391,M1,1,0,DisGeNET,35,Middle Cerebral Artery Occlusion,,-9,3.8,7.9,30211,626,367,29,7.9,1.4,290|467|1410|1610|1950|2908|3572|3606|3791|5055|5327|5340|5627|5743|6446|7076|7295|7422|7498|8878|9076|10516|11343|29968|55872|59272|64129|140809|338557,ANPEP|ATF3|CRYAB|DAO|EGF|NR3C1|IL6ST|IL18|KDR|SERPINB2|PLAT|PLG|PROS1|PTGS2|SGK1|TIMP1|TXN|VEGFA|XDH|SQSTM1|CLDN1|FBLN5|MGLL|PSAT1|PBK|ACE2|TINAGL1|SRXN1|FFAR4,-6.2,0
1,-8.8,C4721806,M1,1,0,DisGeNET,35,"Carcinoma, Basal Cell",,-8.8,4,7.9,30211,557,367,27,7.4,1.4,672|1493|1543|1591|1728|1950|2006|2321|2735|2745|2908|2952|3880|4321|4322|5329|5340|5743|6098|6646|7422|8643|10855|22943|23428|28965|55872,BRCA1|CTLA4|CYP1A1|CYP24A1|NQO1|EGF|ELN|FLT1|GLI1|GLRX|NR3C1|GSTT1|KRT19|MMP12|MMP13|PLAUR|PLG|PTGS2|ROS1|SOAT1|VEGFA|PTCH2|HPSE|DKK1|SLC7A8|SLC27A6|PBK,-6.1,0
1,-8.7,C0858252,M1,1,0,DisGeNET,35,Breast adenocarcinoma,,-8.7,6.4,8.9,30211,219,367,17,4.6,1.1,231|672|767|1543|1728|1950|2321|3791|3880|5627|5743|10855|23158|23705|29968|57492|114134,AKR1B1|BRCA1|CA8|CYP1A1|NQO1|EGF|FLT1|KDR|KRT19|PROS1|PTGS2|HPSE|TBC1D9|CADM1|PSAT1|ARID1B|SLC2A13,-6,0
1,-8.6,C0598935,M1,1,0,DisGeNET,35,Tumor Initiation,,-8.6,4,7.8,30211,533,367,26,7.1,1.3,306|672|1493|1543|1822|1950|1993|2731|2735|2810|3791|4854|5743|6098|6646|7422|7430|8277|8878|9123|10855|22943|26227|51660|79682|84867,ANXA3|BRCA1|CTLA4|CYP1A1|ATN1|EGF|ELAVL2|GLDC|GLI1|SFN|KDR|NOTCH3|PTGS2|ROS1|SOAT1|VEGFA|EZR|TKTL1|SQSTM1|SLC16A3|HPSE|DKK1|PHGDH|MPC1|CENPU|PTPN5,-5.8,0
1,-8.6,C0278488,M1,1,0,DisGeNET,35,Carcinoma breast stage IV,,-8.6,3.9,7.7,30211,573,367,27,7.4,1.4,220|467|672|1493|1543|1822|1950|2034|2735|2908|2952|3598|3791|3880|3933|4322|5269|5327|5340|5743|7076|7422|8878|9123|10855|22978|23158,ALDH1A3|ATF3|BRCA1|CTLA4|CYP1A1|ATN1|EGF|EPAS1|GLI1|NR3C1|GSTT1|IL13RA2|KDR|KRT19|LCN1|MMP13|SERPINB6|PLAT|PLG|PTGS2|TIMP1|VEGFA|SQSTM1|SLC16A3|HPSE|NT5C2|TBC1D9,-5.8,0
1,-8.5,C1565489,M1,1,0,DisGeNET,35,Renal Insufficiency,,-8.5,3.7,7.6,30211,615,367,28,7.6,1.4,231|290|368|672|1493|1591|1803|1822|1950|2006|2034|2175|3484|3606|5179|5327|5743|6338|6340|6446|6559|7076|7422|10855|23158|53405|55872|59272,AKR1B1|ANPEP|ABCC6|BRCA1|CTLA4|CYP24A1|DPP4|ATN1|EGF|ELN|EPAS1|FANCA|IGFBP1|IL18|PENK|PLAT|PTGS2|SCNN1B|SCNN1G|SGK1|SLC12A3|TIMP1|VEGFA|HPSE|TBC1D9|CLIC5|PBK|ACE2,-5.8,0
1,-8.5,C1827293,M1,1,0,DisGeNET,35,"Carcinoma of urinary bladder, invasive",,-8.5,5.4,8.4,30211,287,367,19,5.2,1.2,220|445|652|1950|2321|2735|2952|3791|3880|4321|5743|7422|8277|9123|10855|11082|23158|23650|117247,ALDH1A3|ASS1|BMP4|EGF|FLT1|GLI1|GSTT1|KDR|KRT19|MMP12|PTGS2|VEGFA|TKTL1|SLC16A3|HPSE|ESM1|TBC1D9|TRIM29|SLC16A10,-5.8,0
1,-8.5,C4552766,M1,1,0,DisGeNET,35,Miscarriage,,-8.5,4.4,7.9,30211,426,367,23,6.3,1.3,652|672|1493|1510|1543|1591|2244|2321|2908|3484|3606|3694|3791|3910|4321|5281|5340|6446|7422|10855|22943|23767|59272,BMP4|BRCA1|CTLA4|CTSE|CYP1A1|CYP24A1|FGB|FLT1|NR3C1|IGFBP1|IL18|ITGB6|KDR|LAMA4|MMP12|PIGF|PLG|SGK1|VEGFA|HPSE|DKK1|FLRT3|ACE2,-5.8,0
1,-8.4,C0041956,M1,1,0,DisGeNET,35,Ureteral obstruction,,-8.4,4.8,8.1,30211,359,367,21,5.7,1.2,652|1803|1822|1910|1950|3606|3791|4036|4854|5340|5743|6385|6446|6646|7295|7422|7481|8878|10159|28984|338557,BMP4|DPP4|ATN1|EDNRB|EGF|IL18|KDR|LRP2|NOTCH3|PLG|PTGS2|SDC4|SGK1|SOAT1|TXN|VEGFA|WNT11|SQSTM1|ATP6AP2|RGCC|FFAR4,-5.7,0
1,-8.3,C0023465,M1,1,0,DisGeNET,35,Acute monocytic leukemia,,-8.3,3.6,7.4,30211,633,367,28,7.6,1.4,231|290|672|1822|1950|2006|2034|2120|2175|2321|2735|2952|3572|3606|3791|4286|5292|5340|5358|6559|6646|7295|7422|22943|23158|23705|55872|57492,AKR1B1|ANPEP|BRCA1|ATN1|EGF|ELN|EPAS1|ETV6|FANCA|FLT1|GLI1|GSTT1|IL6ST|IL18|KDR|MITF|PIM1|PLG|PLS3|SLC12A3|SOAT1|TXN|VEGFA|DKK1|TBC1D9|CADM1|PBK|ARID1B,-5.6,0
