_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-5.3,COVID027,M1,1,0,COVID,200,RNA_Lamers_intestinal-organoid_expansion_Down,,-5.3,4.4,6.1,30211,264,367,14,3.8,1,1999|5292|5801|6641|7422|8553|8848|9123|9514|10144|54097|64129|79589|84293,ELF3|PIM1|PTPRR|SNTB1|VEGFA|BHLHE40|TSC22D1|SLC16A3|GAL3ST1|FAM13A|FAM3B|TINAGL1|RNF128|PRXL2A,-3.3,0
1,-4.7,COVID043,M1,1,0,COVID,200,RNA_Wyler_Caco-2_12h_Down,,-4.7,6,6.2,30211,123,367,9,2.5,0.81,1543|2244|6286|7481|9076|53405|59272|84879|200879,CYP1A1|FGB|S100P|WNT11|CLDN1|CLIC5|ACE2|MFSD2A|LIPH,-2.8,0
1,-4.7,COVID032,M1,1,0,COVID,200,RNA_Liao_BALF-severe_Up,,-4.7,3.8,5.5,30211,300,367,14,3.8,1,220|445|1390|1410|1999|2810|3880|5055|5732|7348|22943|23650|114569|284340,ALDH1A3|ASS1|CREM|CRYAB|ELF3|SFN|KRT19|SERPINB2|PTGER2|UPK1B|DKK1|TRIM29|MAL2|CXCL17,-2.8,0
1,-4.6,COVID209,M1,1,0,COVID,200,Proteome_Li_Urine-recovery-vs-healthy_Down,,-4.6,5.9,6.1,30211,126,367,9,2.5,0.81,928|1803|1950|2674|2810|5179|6385|10516|54507,CD9|DPP4|EGF|GFRA1|SFN|PENK|SDC4|FBLN5|ADAMTSL4,-2.7,0
1,-4.1,COVID008,M1,1,0,COVID,200,RNA_Blanco-Melo_A549_Up,,-4.1,3.6,5,30211,300,367,13,3.5,0.96,220|306|445|467|767|3606|5329|6385|8870|9076|26227|29968|57683,ALDH1A3|ANXA3|ASS1|ATF3|CA8|IL18|PLAUR|SDC4|IER3|CLDN1|PHGDH|PSAT1|ZDBF2,-2.3,0
1,-4.1,COVID036,M1,1,0,COVID,200,RNA_Sun_Calu-3_0h_Up,,-4.1,3.6,5,30211,300,367,13,3.5,0.96,467|3694|5327|5329|5743|6385|6446|7422|7498|8553|8870|57552|157506,ATF3|ITGB6|PLAT|PLAUR|PTGS2|SDC4|SGK1|VEGFA|XDH|BHLHE40|IER3|NCEH1|RDH10,-2.3,0
1,-4.1,COVID126,M1,1,0,COVID,200,Interactome_Stukalov_A549_72h_ORF7B,,-4.1,3.6,5,30211,300,367,13,3.5,0.96,3572|4854|5768|5797|9076|9514|23767|55706|57552|57622|84293|161291|286410,IL6ST|NOTCH3|QSOX1|PTPRM|CLDN1|GAL3ST1|FLRT3|NDC1|NCEH1|LRFN1|PRXL2A|TMEM30B|ATP11C,-2.3,0
1,-3.8,COVID071,M1,1,0,COVID,200,Proteome_Bouhaddou_Vero_E6_24h_Down,,-3.8,6.1,5.5,30211,95,367,7,1.9,0.71,2|5329|5340|11004|54443|55872|151647,A2M|PLAUR|PLG|KIF2C|ANLN|PBK|TAFA4,-2.1,0
1,-3.7,COVID207,M1,1,0,COVID,200,Proteome_Li_Urine-mild-vs-healthy_Down,,-3.7,5.8,5.3,30211,99,367,7,1.9,0.71,928|1800|1803|1950|3572|4036|7430,CD9|DPEP1|DPP4|EGF|IL6ST|LRP2|EZR,-2,0
1,-3.6,COVID205,M1,1,0,COVID,200,Proteome_Li_Urine-severe-vs-healthy_Down,,-3.6,4.4,4.9,30211,170,367,9,2.5,0.81,928|1800|1803|1950|2674|3572|4036|7430|10516,CD9|DPEP1|DPP4|EGF|GFRA1|IL6ST|LRP2|EZR|FBLN5,-2,0
1,-3.6,COVID173,M1,1,0,COVID,200,Proteome_Stukalov_A549_72h_ORF3_Up,,-3.6,3.4,4.6,30211,291,367,12,3.3,0.93,159|220|231|1362|1410|3484|4286|4854|5743|8878|9559|57586,ADSS2|ALDH1A3|AKR1B1|CPD|CRYAB|IGFBP1|MITF|NOTCH3|PTGS2|SQSTM1|VPS26A|SYT13,-2,0
1,-3.6,COVID035,M1,1,0,COVID,200,RNA_Sun_Calu-3_0h_Down,,-3.6,4.3,4.8,30211,171,367,9,2.5,0.81,8999|10144|23767|26249|54873|55691|116255|202151|259266,CDKL2|FAM13A|FLRT3|KLHL3|PALMD|FRMD4A|MOGAT1|RANBP3L|ASPM,-1.9,0
1,-3.5,COVID005,M1,1,0,COVID,200,RNA_Appelberg_Huh-7_72h_Down,,-3.5,3.3,4.4,30211,300,367,12,3.3,0.93,1510|3705|3880|7076|8870|10382|23428|64005|65268|83959|113026|202151,CTSE|ITPK1|KRT19|TIMP1|IER3|TUBB4A|SLC7A8|MYO1G|WNK2|SLC4A11|PLCD3|RANBP3L,-1.9,0
1,-3.5,COVID006,M1,1,0,COVID,200,RNA_Appelberg_Huh-7_72h_Up,,-3.5,3.3,4.4,30211,300,367,12,3.3,0.93,467|1356|1543|1999|2650|3484|3929|5340|6098|6564|8553|10144,ATF3|CP|CYP1A1|ELF3|GCNT1|IGFBP1|LBP|PLG|ROS1|SLC15A1|BHLHE40|FAM13A,-1.9,0
1,-3.5,COVID007,M1,1,0,COVID,200,RNA_Blanco-Melo_A549_Down,,-3.5,3.3,4.4,30211,300,367,12,3.3,0.93,899|2175|2731|4171|4175|8659|51514|54821|55388|81610|83988|93663,CCNF|FANCA|GLDC|MCM2|MCM6|ALDH4A1|DTL|ERCC6L|MCM10|FAM83D|NCALD|ARHGAP18,-1.9,0
1,-3.5,COVID052,M1,1,0,COVID,200,RNA_Xiong_BALF_Up,,-3.5,3.3,4.4,30211,300,367,12,3.3,0.93,445|1356|1999|2327|3880|4642|6286|7348|26298|79679|114569|284340,ASS1|CP|ELF3|FMO2|KRT19|MYO1D|S100P|UPK1B|EHF|VTCN1|MAL2|CXCL17,-1.9,0
1,-3.5,COVID054,M1,1,0,COVID,200,RNA_Xiong_PBMC_Up,,-3.5,3.3,4.4,30211,300,367,12,3.3,0.93,3832|4257|4643|8659|9133|9787|11004|51514|54443|79682|85413|259266,KIF11|MGST1|MYO1E|ALDH4A1|CCNB2|DLGAP5|KIF2C|DTL|ANLN|CENPU|SLC22A16|ASPM,-1.9,0
1,-3.4,COVID181,M1,1,0,COVID,200,Proteome_Stukalov_A549_72h_ORF8_Up,,-3.4,6.3,5.2,30211,79,367,6,1.6,0.66,4897|5797|7429|9124|23767|51053,NRCAM|PTPRM|VIL1|PDLIM1|FLRT3|GMNN,-1.8,0
1,-3.3,COVID047,M1,1,0,COVID,200,RNA_Wyler_Calu-3_12h_Down,,-3.3,3.9,4.5,30211,188,367,9,2.5,0.81,445|3484|5268|6286|6549|10382|11343|54873|79679,ASS1|IGFBP1|SERPINB5|S100P|SLC9A2|TUBB4A|MGLL|PALMD|VTCN1,-1.7,0
1,-3.3,COVID202,M1,1,0,COVID,200,RNA_Vanderheiden_pHAE_48h_Down,,-3.3,3.9,4.5,30211,189,367,9,2.5,0.81,231|652|1803|2327|3910|28984|140738|157506|284340,AKR1B1|BMP4|DPP4|FMO2|LAMA4|RGCC|TMEM37|RDH10|CXCL17,-1.7,0
1,-2.9,COVID015,M1,1,0,COVID,200,RNA_Blanco-Melo_Calu-3_Down,,-2.9,3,3.9,30211,300,367,11,3,0.89,622|899|3268|4175|7348|7429|9787|11004|79071|81610|113220,BDH1|CCNF|AGFG2|MCM6|UPK1B|VIL1|DLGAP5|KIF2C|ELOVL6|FAM83D|KIF12,-1.4,0
1,-2.6,COVID003,M1,1,0,COVID,200,RNA_Appelberg_Huh-7_48h_Down,,-2.6,11,5.2,30211,23,367,3,0.82,0.47,306|1510|64005,ANXA3|CTSE|MYO1G,-1.2,0
1,-2.4,COVID374,M1,1,0,COVID,200,Interactome_Laurent_HEK293_24h_NSP3,,-2.4,2.8,3.4,30211,299,367,10,2.7,0.85,6646|8934|9133|10159|55706|57142|57216|57683|81624|84803,SOAT1|RAB29|CCNB2|ATP6AP2|NDC1|RTN4|VANGL2|ZDBF2|DIAPH3|GPAT3,-1.1,0
1,-2.4,COVID384,M1,1,0,COVID,200,Interactome_Laurent_HEK293_24h_ORF6,,-2.4,2.7,3.4,30211,300,367,10,2.7,0.85,392|1362|2040|3832|6646|8878|8934|10159|55706|57216,ARHGAP1|CPD|STOM|KIF11|SOAT1|SQSTM1|RAB29|ATP6AP2|NDC1|VANGL2,-1,0
1,-2.3,COVID285,M1,1,0,COVID,200,RNA_Wilk_Dendritic-cells_patient-C7_Up,,-2.3,8.5,4.5,30211,29,367,3,0.82,0.47,5292|8553|9168,PIM1|BHLHE40|TMSB10,-0.96,0
1,-2.2,COVID082,M1,1,0,COVID,200,Interactome_Gordon_HEK-293T_38h_M,,-2.2,8.2,4.4,30211,30,367,3,0.82,0.47,523|2040|57142,ATP6V1A|STOM|RTN4,-0.92,0
1,-2.2,COVID046,M1,1,0,COVID,200,RNA_Wyler_Caco-2_24h_Up,,-2.2,4.3,3.6,30211,95,367,5,1.4,0.61,467|1543|3218|8553|8870,ATF3|CYP1A1|HOXB8|BHLHE40|IER3,-0.9,0
1,-2.1,COVID055,M1,1,0,COVID,200,Phosphoproteome_Bouhaddou_Vero_E6_0h_Down,,-2.1,2.7,3.1,30211,277,367,9,2.5,0.81,302|3572|11004|22978|23767|51514|54443|55872|56987,ANXA2|IL6ST|KIF2C|NT5C2|FLRT3|DTL|ANLN|PBK|BBX,-0.85,0
1,-2.1,COVID042,M1,1,0,COVID,200,RNA_Sun_Calu-3_7h_Up,,-2.1,5.2,3.7,30211,63,367,4,1.1,0.54,1543|5327|6446|7498,CYP1A1|PLAT|SGK1|XDH,-0.84,0
1,-2.1,COVID011,M1,1,0,COVID,200,RNA_Blanco-Melo_A549-ACE2-ruxolitinib_Down,,-2.1,2.8,3.1,30211,233,367,8,2.2,0.76,1356|2120|2244|3484|3929|5329|9985|59345,CP|ETV6|FGB|IGFBP1|LBP|PLAUR|REC8|GNB4,-0.81,0
1,-2.1,COVID189,M1,1,0,COVID,200,RNA_Stukalov_A549-ACE2_18h_Up,,-2.1,5,3.6,30211,66,367,4,1.1,0.54,467|2244|8553|8870,ATF3|FGB|BHLHE40|IER3,-0.78,0
