_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-6.4,COVID382,M1,1,0,COVID,200,Interactome_Laurent_HEK293_24h_ORF3A,,-6.4,3.4,6.4,30211,300,680,23,3.4,0.69,267|392|1824|1825|1948|4036|5099|5793|6867|7184|10549|23007|23236|28982|54956|55198|55681|56922|79073|252839|253558|254531|100506658,AMFR|ARHGAP1|DSC2|DSC3|EFNB2|LRP2|PCDH7|PTPRG|TACC1|HSP90B1|PRDX4|PLCH1|PLCB1|FLVCR1|PARP16|APPL2|SCYL2|MCCC1|TMEM109|TMEM9|LCLAT1|LPCAT4|OCLN,-3.9,0
1,-6.4,COVID390,M1,1,0,COVID,200,Interactome_Laurent_HEK293_24h_S,,-6.4,3.4,6.4,30211,300,680,23,3.4,0.69,214|267|392|1824|1825|1948|5099|5291|5793|6533|6867|23007|23224|23236|28982|54956|57221|79073|252839|253558|254531|390916|100506658,ALCAM|AMFR|ARHGAP1|DSC2|DSC3|EFNB2|PCDH7|PIK3CB|PTPRG|SLC6A6|TACC1|PLCH1|SYNE2|PLCB1|FLVCR1|PARP16|ARFGEF3|TMEM109|TMEM9|LCLAT1|LPCAT4|NUDT19|OCLN,-3.9,0
1,-6.2,COVID027,M1,1,0,COVID,200,RNA_Lamers_intestinal-organoid_expansion_Down,,-6.2,3.5,6.3,30211,264,680,21,3.1,0.66,978|1606|1831|1942|1999|2896|3691|3914|5265|6513|9123|9514|10158|51573|54407|54532|55630|57402|79589|84293|112399,CDA|DGKA|TSC22D3|EFNA1|ELF3|GRN|ITGB4|LAMB3|SERPINA1|SLC2A1|SLC16A3|GAL3ST1|PDZK1IP1|GDE1|SLC38A2|USP53|SLC39A4|S100A14|RNF128|PRXL2A|EGLN3,-3.7,0
1,-5.8,COVID040,M1,1,0,COVID,200,RNA_Sun_Calu-3_24h_Up,,-5.8,3.3,6,30211,300,680,22,3.2,0.68,467|1435|3096|5187|6328|8556|8915|10560|25819|51804|55603|57718|64283|65125|81671|84102|84239|91947|116931|153020|153830|162073,ATF3|CSF1|HIVEP1|PER1|SCN3A|CDC14A|BCL10|SLC19A2|NOCT|SIX4|TENT5A|PPP4R4|ARHGEF28|WNK1|VMP1|SLC41A2|ATP13A4|ARRDC4|MED12L|RASGEF1B|RNF145|ITPRIPL2,-3.4,0
1,-5.8,COVID364,M1,1,0,COVID,200,Interactome_Laurent_HEK293_24h_M,,-5.8,3.3,6,30211,300,680,22,3.2,0.68,214|267|392|1825|3993|5099|5291|6252|6509|6533|6867|23007|23224|23236|28982|54956|57222|157506|252839|253558|390916|100506658,ALCAM|AMFR|ARHGAP1|DSC3|LLGL2|PCDH7|PIK3CB|RTN1|SLC1A4|SLC6A6|TACC1|PLCH1|SYNE2|PLCB1|FLVCR1|PARP16|ERGIC1|RDH10|TMEM9|LCLAT1|NUDT19|OCLN,-3.4,0
1,-5.8,COVID385,M1,1,0,COVID,200,Interactome_Laurent_HEK293_24h_ORF7A,,-5.8,3.3,6,30211,300,680,22,3.2,0.68,214|267|392|1825|1948|6509|6533|6867|8884|23224|25825|28982|54956|57222|79073|80055|90957|157506|205428|252839|253558|100506658,ALCAM|AMFR|ARHGAP1|DSC3|EFNB2|SLC1A4|SLC6A6|TACC1|SLC5A6|SYNE2|BACE2|FLVCR1|PARP16|ERGIC1|TMEM109|PGAP1|DHX57|RDH10|DIPK2A|TMEM9|LCLAT1|OCLN,-3.4,0
1,-5.3,COVID363,M1,1,0,COVID,200,Interactome_Laurent_HEK293_24h_E,,-5.3,3.1,5.6,30211,300,680,21,3.1,0.66,267|392|1824|1825|6252|6533|6867|23224|25825|28982|54956|55244|57222|57622|79073|90957|157506|205428|252839|253558|100506658,AMFR|ARHGAP1|DSC2|DSC3|RTN1|SLC6A6|TACC1|SYNE2|BACE2|FLVCR1|PARP16|SLC47A1|ERGIC1|LRFN1|TMEM109|DHX57|RDH10|DIPK2A|TMEM9|LCLAT1|OCLN,-3,0
1,-5.3,COVID383,M1,1,0,COVID,200,Interactome_Laurent_HEK293_24h_ORF3B,,-5.3,3.1,5.6,30211,300,680,21,3.1,0.66,214|392|540|1948|4036|5099|5793|6520|6533|6536|8649|23236|28982|54407|57181|79932|81618|153562|390916|768211|100506658,ALCAM|ARHGAP1|ATP7B|EFNB2|LRP2|PCDH7|PTPRG|SLC3A2|SLC6A6|SLC6A9|LAMTOR3|PLCB1|FLVCR1|SLC38A2|SLC39A10|KIAA0319L|ITM2C|MARVELD2|NUDT19|RELL1|OCLN,-3,0
1,-4.9,COVID146,M1,1,0,COVID,200,Proteome_Stukalov_A549_72h_NSP13_Down,,-4.9,5,6,30211,97,680,11,1.6,0.48,2589|2863|4257|5283|6513|6533|10149|22941|23348|55890|57222,GALNT1|GPR39|MGST1|PIGH|SLC2A1|SLC6A6|ADGRG2|SHANK2|DOCK9|GPRC5C|ERGIC1,-2.7,0
1,-4.7,COVID034,M1,1,0,COVID,200,RNA_Liao_BALF-severe-vs-mild_Up,,-4.7,3,5.2,30211,300,680,20,2.9,0.65,978|1910|3914|5055|5154|7035|7348|9021|9052|22822|22943|25819|51313|54206|54407|57464|58489|60675|65987|80005,CDA|EDNRB|LAMB3|SERPINB2|PDGFA|TFPI|UPK1B|SOCS3|GPRC5A|PHLDA1|DKK1|NOCT|GASK1B|ERRFI1|SLC38A2|STRIP2|ABHD17C|PROK2|KCTD14|DOCK5,-2.6,0
1,-4.7,COVID389,M1,1,0,COVID,200,Interactome_Laurent_HEK293_24h_ORF9C,,-4.7,3,5.2,30211,300,680,20,2.9,0.65,214|392|476|4257|6520|6533|7184|28982|54956|55226|55244|57181|57222|79073|81671|139818|205428|252839|253558|768211,ALCAM|ARHGAP1|ATP1A1|MGST1|SLC3A2|SLC6A6|HSP90B1|FLVCR1|PARP16|NAT10|SLC47A1|SLC39A10|ERGIC1|TMEM109|VMP1|DOCK11|DIPK2A|TMEM9|LCLAT1|RELL1,-2.6,0
1,-4.7,COVID009,M1,1,0,COVID,200,RNA_Blanco-Melo_A549-ACE2_Down,,-4.7,3.4,5.3,30211,207,680,16,2.4,0.58,231|2539|2863|3880|3914|5214|6509|7057|7348|7429|8537|23171|53373|57535|84532|153769,AKR1B1|G6PD|GPR39|KRT19|LAMB3|PFKP|SLC1A4|THBS1|UPK1B|VIL1|BCAS1|GPD1L|TPCN1|ELAPOR1|ACSS1|SH3RF2,-2.5,0
1,-4.5,COVID209,M1,1,0,COVID,200,Proteome_Li_Urine-recovery-vs-healthy_Down,,-4.5,4.2,5.5,30211,126,680,12,1.8,0.5,476|928|972|1012|2896|3053|3827|6385|51293|54507|55890|144568,ATP1A1|CD9|CD74|CDH13|GRN|SERPIND1|KNG1|SDC4|CD320|ADAMTSL4|GPRC5C|A2ML1,-2.4,0
1,-4.4,COVID208,M1,1,0,COVID,200,Proteome_Li_Urine-recovery-vs-healthy_Up,,-4.4,3.8,5.3,30211,152,680,13,1.9,0.53,55|214|216|929|1824|2199|3929|5174|6647|8566|9052|23705|55748,ACP3|ALCAM|ALDH1A1|CD14|DSC2|FBLN2|LBP|PDZK1|SOD1|PDXK|GPRC5A|CADM1|CNDP2,-2.3,0
1,-4.2,COVID033,M1,1,0,COVID,200,RNA_Liao_BALF-severe-vs-mild_Down,,-4.2,2.8,4.8,30211,300,680,19,2.8,0.63,134|231|1136|4311|6252|6769|6894|7136|10826|22875|26471|51062|55244|55691|80310|133121|197257|284217|340895,ADORA1|AKR1B1|CHRNA3|MME|RTN1|STAC|TARBP1|TNNI2|FAXDC2|ENPP4|NUPR1|ATL1|SLC47A1|FRMD4A|PDGFD|ENPP6|LDHD|LAMA1|MALRD1,-2.2,0
1,-4.2,COVID243,M1,1,0,COVID,200,RNA_Riva_Vero-E6_24h_Up,,-4.2,2.8,4.8,30211,300,680,19,2.8,0.63,467|747|1435|1839|1906|3914|4519|4540|4739|5144|5187|7057|8556|25819|54101|54206|64283|84879|85461,ATF3|DAGLA|CSF1|HBEGF|EDN1|LAMB3|CYTB|ND5|NEDD9|PDE4D|PER1|THBS1|CDC14A|NOCT|RIPK4|ERRFI1|ARHGEF28|MFSD2A|TANC1,-2.2,0
1,-3.8,COVID016,M1,1,0,COVID,200,RNA_Blanco-Melo_Calu-3_Up,,-3.8,2.7,4.4,30211,300,680,18,2.6,0.62,467|1435|1491|1839|1906|1942|2317|4739|5055|5187|6385|6509|7057|7453|8837|54206|64283|91947,ATF3|CSF1|CTH|HBEGF|EDN1|EFNA1|FLNB|NEDD9|SERPINB2|PER1|SDC4|SLC1A4|THBS1|WARS1|CFLAR|ERRFI1|ARHGEF28|ARRDC4,-1.8,0
1,-3.8,COVID037,M1,1,0,COVID,200,RNA_Sun_Calu-3_12h_Down,,-3.8,2.7,4.4,30211,300,680,18,2.6,0.62,476|928|3925|4129|4257|6251|6272|6647|6947|7105|7184|9052|10103|10549|57181|79589|80736|84293,ATP1A1|CD9|STMN1|MAOB|MGST1|RSU1|SORT1|SOD1|TCN1|TSPAN6|HSP90B1|GPRC5A|TSPAN1|PRDX4|SLC39A10|RNF128|SLC44A4|PRXL2A,-1.8,0
1,-3.8,COVID377,M1,1,0,COVID,200,Interactome_Laurent_HEK293_24h_NSP6,,-3.8,2.7,4.4,30211,300,680,18,2.6,0.62,267|392|1824|1825|4257|6252|6867|23224|25825|28982|54956|55244|57222|79073|205428|252839|253558|254531,AMFR|ARHGAP1|DSC2|DSC3|MGST1|RTN1|TACC1|SYNE2|BACE2|FLVCR1|PARP16|SLC47A1|ERGIC1|TMEM109|DIPK2A|TMEM9|LCLAT1|LPCAT4,-1.8,0
1,-3.7,COVID135,M1,1,0,COVID,200,Proteome_Stukalov_A549-ACE2_24h_Up,,-3.7,3.7,4.8,30211,131,680,11,1.6,0.48,216|231|306|392|2317|2539|4257|5214|5654|6520|6697,ALDH1A1|AKR1B1|ANXA3|ARHGAP1|FLNB|G6PD|MGST1|PFKP|HTRA1|SLC3A2|SPR,-1.8,0
1,-3.5,COVID214,M1,1,0,COVID,200,Proteome_Shen_Serum-nonCovid-vs-healthy_Up,,-3.5,12,6.4,30211,15,680,4,0.59,0.29,717|929|3929|5265,C2|CD14|LBP|SERPINA1,-1.7,0
1,-3.1,COVID206,M1,1,0,COVID,200,Proteome_Li_Urine-mild-vs-healthy_Up,,-3.1,4.1,4.4,30211,86,680,8,1.2,0.41,3053|5174|6382|6647|7184|9052|55748|55890,SERPIND1|PDZK1|SDC1|SOD1|HSP90B1|GPRC5A|CNDP2|GPRC5C,-1.4,0
1,-2.9,COVID026,M1,1,0,COVID,200,RNA_Lamers_intestinal-organoid_differentiated_Up,,-2.9,6.2,4.7,30211,36,680,5,0.74,0.33,216|1514|3852|4824|125050,ALDH1A1|CTSL|KRT5|NKX3-1|RN7SK,-1.2,0
1,-2.9,COVID006,M1,1,0,COVID,200,RNA_Appelberg_Huh-7_72h_Up,,-2.9,2.4,3.6,30211,300,680,16,2.4,0.58,467|717|1272|1942|1999|2330|2650|3053|3484|3929|7145|9021|57471|90427|197257|284111,ATF3|C2|CNTN1|EFNA1|ELF3|FMO5|GCNT1|SERPIND1|IGFBP1|LBP|TNS1|SOCS3|ERMN|BMF|LDHD|SLC13A5,-1.2,0
1,-2.9,COVID007,M1,1,0,COVID,200,RNA_Blanco-Melo_A549_Down,,-2.9,2.4,3.6,30211,300,680,16,2.4,0.58,2539|3625|3993|4355|4703|6697|7263|8659|10451|25803|51523|64943|93663|127707|284403|374393,G6PD|INHBB|LLGL2|MPP2|NEB|SPR|TST|ALDH4A1|VAV3|SPDEF|CXXC5|NT5DC2|ARHGAP18|KLHDC7A|WDR62|FAM111B,-1.2,0
1,-2.9,COVID126,M1,1,0,COVID,200,Interactome_Stukalov_A549_72h_ORF7B,,-2.9,2.4,3.6,30211,300,680,16,2.4,0.58,2589|2863|4324|9076|9120|9514|11283|55366|57622|81537|81618|84293|162073|253558|254531|768211,GALNT1|GPR39|MMP15|CLDN1|SLC16A6|GAL3ST1|CYP4F8|LGR4|LRFN1|SGPP1|ITM2C|PRXL2A|ITPRIPL2|LCLAT1|LPCAT4|RELL1,-1.2,0
1,-2.8,COVID041,M1,1,0,COVID,200,RNA_Sun_Calu-3_7h_Down,,-2.8,12,5.6,30211,11,680,3,0.44,0.25,7368|9863|10788,UGT8|MAGI2|IQGAP2,-1.1,0
1,-2.8,COVID205,M1,1,0,COVID,200,Proteome_Li_Urine-severe-vs-healthy_Down,,-2.8,2.9,3.7,30211,170,680,11,1.6,0.48,55|928|1012|1272|1435|1773|2896|3827|4036|4311|5284,ACP3|CD9|CDH13|CNTN1|CSF1|DNASE1|GRN|KNG1|LRP2|MME|PIGR,-1.1,0
1,-2.6,COVID203,M1,1,0,COVID,200,RNA_Vanderheiden_pHAE_48h_Up,,-2.6,2.9,3.5,30211,155,680,10,1.5,0.46,1491|1839|5055|9388|11174|54567|55612|144568|169044|284111,CTH|HBEGF|SERPINB2|LIPG|ADAMTS6|DLL4|FERMT1|A2ML1|COL22A1|SLC13A5,-0.98,0
1,-2.5,COVID153,M1,1,0,COVID,200,Proteome_Stukalov_A549_72h_NSP16_Up,,-2.5,4.1,3.8,30211,65,680,6,0.88,0.36,489|5283|7348|23171|51523|90957,ATP2A3|PIGH|UPK1B|GPD1L|CXXC5|DHX57,-0.93,0
1,-2.4,COVID010,M1,1,0,COVID,200,RNA_Blanco-Melo_A549-ACE2_Up,,-2.4,2.2,3.2,30211,300,680,15,2.2,0.56,445|467|1435|1942|3096|3484|3929|5144|5187|8649|8915|9021|51804|57464|57494,ASS1|ATF3|CSF1|EFNA1|HIVEP1|IGFBP1|LBP|PDE4D|PER1|LAMTOR3|BCL10|SOCS3|SIX4|STRIP2|RIMKLB,-0.92,0
1,-2.4,COVID015,M1,1,0,COVID,200,RNA_Blanco-Melo_Calu-3_Down,,-2.4,2.2,3.2,30211,300,680,15,2.2,0.56,2705|3268|4129|4311|4703|5827|6697|7348|7429|10267|10451|51293|56922|64943|83695,GJB1|AGFG2|MAOB|MME|NEB|PXMP2|SPR|UPK1B|VIL1|RAMP1|VAV3|CD320|MCCC1|NT5DC2|RHNO1,-0.92,0
1,-2.4,COVID031,M1,1,0,COVID,200,RNA_Liao_BALF-severe_Down,,-2.4,2.2,3.2,30211,300,680,15,2.2,0.56,134|267|2581|3108|4311|6252|7136|10942|22875|23612|51062|55244|55691|197257|284217,ADORA1|AMFR|GALC|HLA-DMA|MME|RTN1|TNNI2|PRSS21|ENPP4|PHLDA3|ATL1|SLC47A1|FRMD4A|LDHD|LAMA1,-0.92,0
1,-2.4,COVID039,M1,1,0,COVID,200,RNA_Sun_Calu-3_24h_Down,,-2.4,2.2,3.2,30211,300,680,15,2.2,0.56,214|476|4257|4703|5357|6611|7105|7184|9052|57181|57221|64065|79589|80005|114569,ALCAM|ATP1A1|MGST1|NEB|PLS1|SMS|TSPAN6|HSP90B1|GPRC5A|SLC39A10|ARFGEF3|PERP|RNF128|DOCK5|MAL2,-0.92,0
1,-2.4,COVID124,M1,1,0,COVID,200,Interactome_Stukalov_A549_72h_ORF3,,-2.4,2.2,3.2,30211,300,680,15,2.2,0.56,231|1825|4324|6009|6533|6611|8671|9120|9514|10768|55748|57622|81618|91107|768211,AKR1B1|DSC3|MMP15|RHEB|SLC6A6|SMS|SLC4A4|SLC16A6|GAL3ST1|AHCYL1|CNDP2|LRFN1|ITM2C|TRIM47|RELL1,-0.92,0
1,-2.4,COVID109,M1,1,0,COVID,200,Interactome_Stukalov_A549_72h_M,,-2.4,2.9,3.4,30211,138,680,9,1.3,0.44,489|540|1999|5270|6584|7348|51604|84899|153830,ATP2A3|ATP7B|ELF3|SERPINE2|SLC22A5|UPK1B|PIGT|TMTC4|RNF145,-0.87,0
1,-2.3,COVID372,M1,1,0,COVID,200,Interactome_Laurent_HEK293_24h_NSP16,,-2.3,2.2,3.1,30211,283,680,14,2.1,0.54,1663|6299|6744|9456|9887|23007|29066|54462|57171|57221|81628|197258|284069|390916,DDX11|SALL1|ITPRID2|HOMER1|SMG7|PLCH1|ZC3H7A|CCSER2|DOLPP1|ARFGEF3|TSC22D4|FCSK|FAM171A2|NUDT19,-0.81,0
1,-2.3,COVID045,M1,1,0,COVID,200,RNA_Wyler_Caco-2_24h_Down,,-2.3,5.6,3.9,30211,32,680,4,0.59,0.29,2705|3827|10103|10451,GJB1|KNG1|TSPAN1|VAV3,-0.79,0
1,-2.2,COVID069,M1,1,0,COVID,200,Proteome_Bouhaddou_Vero_E6_12h_Down,,-2.2,4.3,3.6,30211,52,680,5,0.74,0.33,3698|5265|5274|7057|23524,ITIH2|SERPINA1|SERPINI1|THBS1|SRRM2,-0.76,0
1,-2.2,COVID173,M1,1,0,COVID,200,Proteome_Stukalov_A549_72h_ORF3_Up,,-2.2,2.1,3,30211,291,680,14,2.1,0.54,231|2539|3484|6009|6520|7184|9776|28982|51397|54407|55366|81618|90957|139818,AKR1B1|G6PD|IGFBP1|RHEB|SLC3A2|HSP90B1|ATG13|FLVCR1|COMMD10|SLC38A2|LGR4|ITM2C|DHX57|DOCK11,-0.74,0
1,-2.1,COVID050,M1,1,0,COVID,200,RNA_Wyler_Calu-3_24h_Up,,-2.1,2.1,2.8,30211,300,680,14,2.1,0.54,467|972|1435|4261|4739|5055|6385|6520|7453|8837|25819|55603|55626|116931,ATF3|CD74|CSF1|CIITA|NEDD9|SERPINB2|SDC4|SLC3A2|WARS1|CFLAR|NOCT|TENT5A|AMBRA1|MED12L,-0.67,0
1,-2.1,COVID131,M1,1,0,COVID,200,Phosphoproteome_Stukalov_A549-ACE2_24h_Up,,-2.1,2.1,2.8,30211,300,680,14,2.1,0.54,392|1602|2289|2317|4008|8915|9052|23022|23524|28982|65125|79833|80005|85021,ARHGAP1|DACH1|FKBP5|FLNB|LMO7|BCL10|GPRC5A|PALLD|SRRM2|FLVCR1|WNK1|GEMIN6|DOCK5|REPS1,-0.67,0
1,-2.1,COVID193,M1,1,0,COVID,200,RNA_Stukalov_A549-ACE2_30h_Up,,-2.1,2.1,2.8,30211,300,680,14,2.1,0.54,182|467|598|1839|3096|3625|4540|4739|5144|5187|22822|23054|80005|80014,JAG1|ATF3|BCL2L1|HBEGF|HIVEP1|INHBB|ND5|NEDD9|PDE4D|PER1|PHLDA1|NCOA6|DOCK5|WWC2,-0.67,0
1,-2.1,COVID235,M1,1,0,COVID,200,Phosphoproteome_Klann_Caco-2_24h_Up,,-2.1,2.1,2.8,30211,300,680,14,2.1,0.54,216|392|2009|2317|4008|5174|5493|7429|10043|23524|28982|57648|85021|644150,ALDH1A1|ARHGAP1|EML1|FLNB|LMO7|PDZK1|PPL|VIL1|TOM1|SRRM2|FLVCR1|KIAA1522|REPS1|WIPF3,-0.67,0
1,-2.1,COVID236,M1,1,0,COVID,200,Proteome_Klann_Caco-2_24h_Down,,-2.1,2.1,2.8,30211,300,680,14,2.1,0.54,972|1773|2705|3827|3925|4036|5265|6382|28982|51523|79589|81618|83752|440957,CD74|DNASE1|GJB1|KNG1|STMN1|LRP2|SERPINA1|SDC1|FLVCR1|CXXC5|RNF128|ITM2C|LONP2|SMIM4,-0.67,0
1,-2.1,COVID378,M1,1,0,COVID,200,Interactome_Laurent_HEK293_24h_NSP7,,-2.1,2.1,2.8,30211,300,680,14,2.1,0.54,1663|6299|6744|9456|9887|23007|54462|57171|57221|57662|65125|80055|197258|390916,DDX11|SALL1|ITPRID2|HOMER1|SMG7|PLCH1|CCSER2|DOLPP1|ARFGEF3|CAMSAP3|WNK1|PGAP1|FCSK|NUDT19,-0.67,0
1,-2,COVID242,M1,1,0,COVID,200,RNA_Riva_Vero-E6_24h_Down,,-2,3.3,3.2,30211,80,680,6,0.88,0.36,4311|5174|5274|55366|80310|283209,MME|PDZK1|SERPINI1|LGR4|PDGFD|PGM2L1,-0.64,0
1,-2,COVID154,M1,1,0,COVID,200,Proteome_Stukalov_A549_72h_NSP1_Down,,-2,2.3,2.9,30211,214,680,11,1.6,0.48,929|5144|5283|5774|7057|8537|23612|54677|57181|57222|79139,CD14|PDE4D|PIGH|PTPN3|THBS1|BCAS1|PHLDA3|CROT|SLC39A10|ERGIC1|DERL1,-0.63,0
