_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-7.6,C0085413,M1,1,0,DisGeNET,35,"Polycystic Kidney, Autosomal Dominant",,-7.6,3.8,7.2,30211,280,680,24,3.5,0.71,445|540|1006|1080|1435|1514|1906|1910|2744|3691|4036|5027|5076|5284|5291|5314|5578|5732|6833|7039|8842|9076|9771|100506658,ASS1|ATP7B|CDH8|CFTR|CSF1|CTSL|EDN1|EDNRB|GLS|ITGB4|LRP2|P2RX7|PAX2|PIGR|PIK3CB|PKHD1|PRKCA|PTGER2|ABCC8|TGFA|PROM1|CLDN1|RAPGEF5|OCLN,-4.8,0
1,-7.5,C2350344,M1,1,0,DisGeNET,35,Chronic Lung Injury,,-7.5,12,9.7,30211,33,680,9,1.3,0.44,1080|1999|4311|4321|6647|7039|7099|57379|80310,CFTR|ELF3|MME|MMP12|SOD1|TGFA|TLR4|AICDA|PDGFD,-4.7,0
1,-7.4,C0034067,M1,1,0,DisGeNET,35,Pulmonary Emphysema,,-7.4,3.4,6.9,30211,352,680,27,4,0.75,55|267|929|972|1080|1136|1592|1839|1880|2149|2896|3053|3694|4321|5154|5265|5270|5274|5800|6611|6647|7039|7099|7504|9213|23705|166929,ACP3|AMFR|CD14|CD74|CFTR|CHRNA3|CYP26A1|HBEGF|GPR183|F2R|GRN|SERPIND1|ITGB6|MMP12|PDGFA|SERPINA1|SERPINE2|SERPINI1|PTPRO|SMS|SOD1|TGFA|TLR4|XK|XPR1|CADM1|SGMS2,-4.7,0
1,-7.3,C0020429,M1,1,0,DisGeNET,35,Hyperalgesia,,-7.3,3.1,6.7,30211,451,680,31,4.6,0.8,18|134|231|306|467|540|664|1610|1906|1910|2149|2150|2852|2890|3827|5027|5076|5291|5321|5578|6335|6423|6536|6697|7099|10549|23524|60675|65125|80036|81029,ABAT|ADORA1|AKR1B1|ANXA3|ATF3|ATP7B|BNIP3|DAO|EDN1|EDNRB|F2R|F2RL1|GPER1|GRIA1|KNG1|P2RX7|PAX2|PIK3CB|PLA2G4A|PRKCA|SCN9A|SFRP2|SLC6A9|SPR|TLR4|PRDX4|SRRM2|PROK2|WNK1|TRPM3|WNT5B,-4.6,0
1,-6.8,C0525045,M1,1,0,DisGeNET,35,Mood Disorders,,-6.8,2.7,6.2,30211,580,680,35,5.1,0.85,18|928|1006|1608|1610|1813|1906|2039|2289|2823|2852|2890|3929|4129|5027|5265|5291|5321|5874|6571|6611|6647|6697|9170|9456|10043|10673|11174|23158|23236|55748|55890|57628|60675|440957,ABAT|CD9|CDH8|DGKG|DAO|DRD2|EDN1|DMTN|FKBP5|GPM6A|GPER1|GRIA1|LBP|MAOB|P2RX7|SERPINA1|PIK3CB|PLA2G4A|RAB27B|SLC18A2|SMS|SOD1|SPR|LPAR2|HOMER1|TOM1|TNFSF13B|ADAMTS6|TBC1D9|PLCB1|CNDP2|GPRC5C|DPP10|PROK2|SMIM4,-4.2,0
1,-6.8,C0014772,M1,1,0,DisGeNET,35,Red Blood Cell Count measurement,,-6.8,2.5,6.1,30211,717,680,40,5.9,0.9,182|467|717|978|1906|2122|2539|2639|3694|3993|4008|4188|4774|5027|5314|5575|6239|6299|6430|6513|7038|7145|7263|8537|9052|10420|10788|22848|22983|27131|51684|53947|54914|55691|79722|81618|84879|85004|112399|171019,JAG1|ATF3|C2|CDA|EDN1|MECOM|G6PD|GCDH|ITGB6|LLGL2|LMO7|MDFI|NFIA|P2RX7|PKHD1|PRKAR1B|RREB1|SALL1|SRSF5|SLC2A1|TG|TNS1|TST|BCAS1|GPRC5A|TESK2|IQGAP2|AAK1|MAST1|SNX5|SUFU|A4GALT|FOCAD|FRMD4A|ANKRD55|ITM2C|MFSD2A|RERG|EGLN3|ADAMTS19,-4.1,0
1,-6.7,C0022104,M1,1,0,DisGeNET,35,Irritable Bowel Syndrome,,-6.7,3,6.3,30211,429,680,29,4.3,0.77,214|231|790|929|1514|2149|2150|2890|4311|4688|5265|5291|6647|7038|7099|7100|7263|9076|9170|9863|10673|22943|23158|23705|28982|51573|60675|65125|100506658,ALCAM|AKR1B1|CAD|CD14|CTSL|F2R|F2RL1|GRIA1|MME|NCF2|SERPINA1|PIK3CB|SOD1|TG|TLR4|TLR5|TST|CLDN1|LPAR2|MAGI2|TNFSF13B|DKK1|TBC1D9|CADM1|FLVCR1|GDE1|PROK2|WNK1|OCLN,-4.1,0
1,-6.7,C0002726,M1,1,0,DisGeNET,35,Amyloidosis,,-6.7,2.5,6.1,30211,694,680,39,5.7,0.89,929|972|1906|2539|2890|2896|3108|3827|3929|4217|4311|4688|4774|5027|5269|5291|5321|5467|5578|5654|6272|6382|6647|7099|7100|7504|9863|10043|10105|22941|22943|23158|25825|28982|51573|84879|90427|203859|100506658,CD14|CD74|EDN1|G6PD|GRIA1|GRN|HLA-DMA|KNG1|LBP|MAP3K5|MME|NCF2|NFIA|P2RX7|SERPINB6|PIK3CB|PLA2G4A|PPARD|PRKCA|HTRA1|SORT1|SDC1|SOD1|TLR4|TLR5|XK|MAGI2|TOM1|PPIF|SHANK2|DKK1|TBC1D9|BACE2|FLVCR1|GDE1|MFSD2A|BMF|ANO5|OCLN,-4.1,0
1,-6.7,C0025500,M1,1,0,DisGeNET,35,Mesothelioma,,-6.7,2.7,6.2,30211,560,680,34,5,0.84,214|216|445|929|972|1435|2149|2317|2321|2852|2896|3852|3880|3925|5154|5291|5321|5578|5654|6382|6513|7035|7039|7476|8837|8915|9021|9170|10158|22943|23705|51573|57167|80310,ALCAM|ALDH1A1|ASS1|CD14|CD74|CSF1|F2R|FLNB|FLT1|GPER1|GRN|KRT5|KRT19|STMN1|PDGFA|PIK3CB|PLA2G4A|PRKCA|HTRA1|SDC1|SLC2A1|TFPI|TGFA|WNT7A|CFLAR|BCL10|SOCS3|LPAR2|PDZK1IP1|DKK1|CADM1|GDE1|SALL4|PDGFD,-4.1,0
1,-6.7,C3714636,M1,1,0,DisGeNET,35,Pneumonitis,,-6.7,2.5,6,30211,696,680,39,5.7,0.89,231|467|929|972|1080|1435|1773|1839|1906|2149|2150|2896|3691|3694|3827|4321|4814|5187|5265|5291|5321|5578|6382|6385|7035|7039|7057|7099|9021|9052|9076|9170|9213|10549|23643|27347|253558|284217|100506658,AKR1B1|ATF3|CD14|CD74|CFTR|CSF1|DNASE1|HBEGF|EDN1|F2R|F2RL1|GRN|ITGB4|ITGB6|KNG1|MMP12|NINJ1|PER1|SERPINA1|PIK3CB|PLA2G4A|PRKCA|SDC1|SDC4|TFPI|TGFA|THBS1|TLR4|SOCS3|GPRC5A|CLDN1|LPAR2|XPR1|PRDX4|LY96|STK39|LCLAT1|LAMA1|OCLN,-4.1,0
1,-6.5,C0007682,M1,1,0,DisGeNET,35,CNS disorder,,-6.5,3.3,6.4,30211,319,680,24,3.5,0.71,1435|1813|1822|1831|1910|2149|2150|2896|4129|4311|4321|5027|5144|5265|5274|6536|6611|6647|7099|8515|9021|9170|9213|23191,CSF1|DRD2|ATN1|TSC22D3|EDNRB|F2R|F2RL1|GRN|MAOB|MME|MMP12|P2RX7|PDE4D|SERPINA1|SERPINI1|SLC6A9|SMS|SOD1|TLR4|ITGA10|SOCS3|LPAR2|XPR1|CYFIP1,-3.9,0
1,-6.5,C0021368,M1,1,0,DisGeNET,35,Inflammation,,-6.5,2.9,6.1,30211,467,680,30,4.4,0.79,40|134|540|1080|1435|1906|1999|2149|2150|2321|2896|3698|3827|4311|5154|5265|5321|6382|6584|6647|6781|6870|7039|7057|7099|9021|10673|23054|26298|54567,ASIC2|ADORA1|ATP7B|CFTR|CSF1|EDN1|ELF3|F2R|F2RL1|FLT1|GRN|ITIH2|KNG1|MME|PDGFA|SERPINA1|PLA2G4A|SDC1|SLC22A5|SOD1|STC1|TACR3|TGFA|THBS1|TLR4|SOCS3|TNFSF13B|NCOA6|EHF|DLL4,-3.9,0
1,-6.3,C0029882,M1,1,0,DisGeNET,35,Otitis Media,,-6.3,4.3,6.7,30211,175,680,17,2.5,0.6,182|929|1514|1822|2070|2122|3852|4688|4860|5167|5291|6513|7099|7100|28982|57167|144568,JAG1|CD14|CTSL|ATN1|EYA4|MECOM|KRT5|NCF2|PNP|ENPP1|PIK3CB|SLC2A1|TLR4|TLR5|FLVCR1|SALL4|A2ML1,-3.8,0
1,-6.2,C0037274,M1,1,0,DisGeNET,35,Dermatologic disorders,,-6.2,2.5,5.8,30211,616,680,35,5.1,0.85,321|929|1824|1825|1906|2149|2150|2852|2896|3691|3827|3852|3914|4321|5027|5265|5291|5321|5467|6385|7051|7099|7294|10158|10178|10673|54101|55226|55503|55612|57402|65125|79983|84651|284340,APBA2|CD14|DSC2|DSC3|EDN1|F2R|F2RL1|GPER1|GRN|ITGB4|KNG1|KRT5|LAMB3|MMP12|P2RX7|SERPINA1|PIK3CB|PLA2G4A|PPARD|SDC4|TGM1|TLR4|TXK|PDZK1IP1|TENM1|TNFSF13B|RIPK4|NAT10|TRPV6|FERMT1|S100A14|WNK1|POF1B|SPINK7|CXCL17,-3.7,0
1,-6.2,C0011884,M1,1,0,DisGeNET,35,Diabetic Retinopathy,,-6.2,2.5,5.8,30211,644,680,36,5.3,0.86,182|231|929|972|1012|1906|2321|3099|3827|4008|4311|4860|5027|5055|5265|5291|5467|5578|5654|6382|6513|6647|7057|7099|8842|9021|9076|9213|9388|65125|127707|130399|133522|266722|340895|100506658,JAG1|AKR1B1|CD14|CD74|CDH13|EDN1|FLT1|HK2|KNG1|LMO7|MME|PNP|P2RX7|SERPINB2|SERPINA1|PIK3CB|PPARD|PRKCA|HTRA1|SDC1|SLC2A1|SOD1|THBS1|TLR4|PROM1|SOCS3|CLDN1|XPR1|LIPG|WNK1|KLHDC7A|ACVR1C|PPARGC1B|HS6ST3|MALRD1|OCLN,-3.7,0
1,-6.1,C0003130,M1,1,0,DisGeNET,35,Anoxia,,-6.1,3.4,6.2,30211,287,680,22,3.2,0.68,598|664|790|1080|1435|1906|1910|2321|2705|3484|4540|5268|6513|6781|7035|7057|7099|7184|8837|54206|80309|112399,BCL2L1|BNIP3|CAD|CFTR|CSF1|EDN1|EDNRB|FLT1|GJB1|IGFBP1|ND5|SERPINB5|SLC2A1|STC1|TFPI|THBS1|TLR4|HSP90B1|CFLAR|ERRFI1|SPHKAP|EGLN3,-3.7,0
1,-6,C0598608,M1,1,0,DisGeNET,35,Hyperhomocysteinemia,,-6,3.6,6.2,30211,246,680,20,2.9,0.65,467|476|664|790|1080|1491|2346|2539|2890|2896|3108|3880|5291|6513|6647|7099|23493|23564|51293|65125,ATF3|ATP1A1|BNIP3|CAD|CFTR|CTH|FOLH1|G6PD|GRIA1|GRN|HLA-DMA|KRT19|PIK3CB|SLC2A1|SOD1|TLR4|HEY2|DDAH2|CD320|WNK1,-3.6,0
1,-6,C0002893,M1,1,0,DisGeNET,35,Refractory anemias,,-6,3.1,6,30211,340,680,24,3.5,0.71,216|929|1435|1592|1813|1822|2122|2149|2890|2896|3852|4613|5144|5284|5291|6611|7039|9076|9213|10673|23158|55226|79139|100506658,ALDH1A1|CD14|CSF1|CYP26A1|DRD2|ATN1|MECOM|F2R|GRIA1|GRN|KRT5|MYCN|PDE4D|PIGR|PIK3CB|SMS|TGFA|CLDN1|XPR1|TNFSF13B|TBC1D9|NAT10|DERL1|OCLN,-3.5,0
1,-6,C1519383,M1,1,0,DisGeNET,35,Smoking Behaviors,,-6,3.6,6.2,30211,249,680,20,2.9,0.65,40|747|1012|1080|1136|5265|5291|6793|7038|23236|51061|51684|53353|64067|64084|64943|80036|116931|340895|768211,ASIC2|DAGLA|CDH13|CFTR|CHRNA3|SERPINA1|PIK3CB|STK10|TG|PLCB1|TXNDC11|SUFU|LRP1B|NPAS3|CLSTN2|NT5DC2|TRPM3|MED12L|MALRD1|RELL1,-3.5,0
1,-5.9,C0042373,M1,1,0,DisGeNET,35,Vascular Diseases,,-5.9,2.4,5.6,30211,688,680,37,5.4,0.87,231|475|790|1491|1514|1773|1906|1999|2122|2149|2539|4008|4129|4311|4540|4860|5027|5144|5291|5467|5578|5654|6272|6513|7039|7057|7099|8842|9170|9388|9863|10673|23705|54567|79625|80310|389941,AKR1B1|ATOX1|CAD|CTH|CTSL|DNASE1|EDN1|ELF3|MECOM|F2R|G6PD|LMO7|MAOB|MME|ND5|PNP|P2RX7|PDE4D|PIK3CB|PPARD|PRKCA|HTRA1|SORT1|SLC2A1|TGFA|THBS1|TLR4|PROM1|LPAR2|LIPG|MAGI2|TNFSF13B|CADM1|DLL4|NDNF|PDGFD|C1QL3,-3.5,0
1,-5.9,C0011265,M1,1,0,DisGeNET,35,Presenile dementia,,-5.9,2.4,5.6,30211,718,680,38,5.6,0.88,182|231|267|540|929|1813|1822|1825|1906|1999|2150|2317|2321|2346|2539|2744|2863|2896|3827|4036|4129|4311|5187|5265|5274|5575|6430|6647|6781|7035|7057|7099|9388|9771|25825|57379|64084|65125,JAG1|AKR1B1|AMFR|ATP7B|CD14|DRD2|ATN1|DSC3|EDN1|ELF3|F2RL1|FLNB|FLT1|FOLH1|G6PD|GLS|GPR39|GRN|KNG1|LRP2|MAOB|MME|PER1|SERPINA1|SERPINI1|PRKAR1B|SRSF5|SOD1|STC1|TFPI|THBS1|TLR4|LIPG|RAPGEF5|BACE2|AICDA|CLSTN2|WNK1,-3.5,0
1,-5.9,C0008370,M1,1,0,DisGeNET,35,Cholestasis,,-5.9,2.9,5.8,30211,420,680,27,4,0.75,182|216|267|929|1080|1592|2149|2317|2539|2852|3880|4129|4311|5265|5291|5314|5578|6272|7429|8842|9076|9213|10549|23493|23643|54532|55226,JAG1|ALDH1A1|AMFR|CD14|CFTR|CYP26A1|F2R|FLNB|G6PD|GPER1|KRT19|MAOB|MME|SERPINA1|PIK3CB|PKHD1|PRKCA|SORT1|VIL1|PROM1|CLDN1|XPR1|PRDX4|HEY2|LY96|USP53|NAT10,-3.5,0
1,-5.8,C0920646,M1,1,0,DisGeNET,35,Ischemia of kidney,,-5.8,4.7,6.5,30211,131,680,14,2.1,0.54,467|1491|1773|2896|4036|4217|4311|5027|5076|5291|6382|7099|7429|148327,ATF3|CTH|DNASE1|GRN|LRP2|MAP3K5|MME|P2RX7|PAX2|PIK3CB|SDC1|TLR4|VIL1|CREB3L4,-3.4,0
1,-5.8,C1153706,M1,1,0,DisGeNET,35,Endometrial adenocarcinoma,,-5.8,3.8,6.1,30211,212,680,18,2.6,0.62,1435|1906|1948|2289|2660|3099|3484|3691|4311|4321|5076|5284|5467|7039|7476|9076|9123|54206,CSF1|EDN1|EFNB2|FKBP5|MSTN|HK2|IGFBP1|ITGB4|MME|MMP12|PAX2|PIGR|PPARD|TGFA|WNT7A|CLDN1|SLC16A3|ERRFI1,-3.4,0
1,-5.7,C0374997,M1,1,0,DisGeNET,35,Helicobacter pylori (H. pylori) infection in conditions classified elsewhere and of unspecified site,,-5.7,2.5,5.5,30211,593,680,33,4.9,0.82,182|467|790|929|972|1773|1839|2149|2150|2289|2705|3484|4688|4860|5055|5291|5467|6239|6382|6647|7057|7099|7100|8549|8915|10673|23158|23671|28982|57379|65125|112399|139818,JAG1|ATF3|CAD|CD14|CD74|DNASE1|HBEGF|F2R|F2RL1|FKBP5|GJB1|IGFBP1|NCF2|PNP|SERPINB2|PIK3CB|PPARD|RREB1|SDC1|SOD1|THBS1|TLR4|TLR5|LGR5|BCL10|TNFSF13B|TBC1D9|TMEFF2|FLVCR1|AICDA|WNK1|EGLN3|DOCK11,-3.3,0
1,-5.6,C4732730,M1,1,0,DisGeNET,35,Blood spots,,-5.6,4.9,6.5,30211,117,680,13,1.9,0.53,540|1080|2321|2539|2581|3484|4036|4311|4519|4860|5265|5269|7039,ATP7B|CFTR|FLT1|G6PD|GALC|IGFBP1|LRP2|MME|CYTB|PNP|SERPINA1|SERPINB6|TGFA,-3.2,0
1,-5.6,C0041956,M1,1,0,DisGeNET,35,Ureteral obstruction,,-5.6,3,5.7,30211,359,680,24,3.5,0.71,182|664|1080|1435|1822|1906|1910|2149|2150|2660|4036|4217|4490|5076|5291|5321|6385|6513|6781|7057|7099|10105|23493|65125,JAG1|BNIP3|CFTR|CSF1|ATN1|EDN1|EDNRB|F2R|F2RL1|MSTN|LRP2|MAP3K5|MT1B|PAX2|PIK3CB|PLA2G4A|SDC4|SLC2A1|STC1|THBS1|TLR4|PPIF|HEY2|WNK1,-3.2,0
1,-5.6,C0947622,M1,1,0,DisGeNET,35,Cholecystolithiasis,,-5.6,4.3,6.2,30211,156,680,15,2.2,0.56,1602|2539|2852|5265|5268|6272|6647|7099|7433|9213|9557|55691|85461|90427|133522,DACH1|G6PD|GPER1|SERPINA1|SERPINB5|SORT1|SOD1|TLR4|VIPR1|XPR1|CHD1L|FRMD4A|TANC1|BMF|PPARGC1B,-3.2,0
1,-5.6,C1704272,M1,1,0,DisGeNET,35,Benign Prostatic Hyperplasia,,-5.6,2.3,5.3,30211,770,680,39,5.7,0.89,55|216|467|1813|1906|1910|2149|2150|2321|2346|2852|4217|5076|5167|5268|5291|5467|6041|6423|6647|6751|6781|7039|7057|7099|7433|8842|9021|9052|9170|9863|10103|22943|23158|23493|28982|51573|55503|56165,ACP3|ALDH1A1|ATF3|DRD2|EDN1|EDNRB|F2R|F2RL1|FLT1|FOLH1|GPER1|MAP3K5|PAX2|ENPP1|SERPINB5|PIK3CB|PPARD|RNASEL|SFRP2|SOD1|SSTR1|STC1|TGFA|THBS1|TLR4|VIPR1|PROM1|SOCS3|GPRC5A|LPAR2|MAGI2|TSPAN1|DKK1|TBC1D9|HEY2|FLVCR1|GDE1|TRPV6|TDRD1,-3.2,0
1,-5.5,C0234251,M1,1,0,DisGeNET,35,Inflammatory pain,,-5.5,3.3,5.8,30211,266,680,20,2.9,0.65,467|747|1435|2150|2289|2346|2890|3827|5027|5144|5291|5578|6272|6513|6536|6697|7099|9170|9213|51573,ATF3|DAGLA|CSF1|F2RL1|FKBP5|FOLH1|GRIA1|KNG1|P2RX7|PDE4D|PIK3CB|PRKCA|SORT1|SLC2A1|SLC6A9|SPR|TLR4|LPAR2|XPR1|GDE1,-3.1,0
1,-5.5,C0037369,M1,1,0,DisGeNET,35,Smoking,,-5.5,2.8,5.6,30211,391,680,25,3.7,0.72,40|747|1012|1080|1136|1608|2009|5265|5291|6793|7038|9771|23236|51057|51061|51684|53353|64067|64084|64943|80036|116931|119587|266722|768211,ASIC2|DAGLA|CDH13|CFTR|CHRNA3|DGKG|EML1|SERPINA1|PIK3CB|STK10|TG|RAPGEF5|PLCB1|WDPCP|TXNDC11|SUFU|LRP1B|NPAS3|CLSTN2|NT5DC2|TRPM3|MED12L|CPXM2|HS6ST3|RELL1,-3.1,0
