_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-8.976064447174139,GO:0030855,M1,1,0,GO Biological Processes,19,epithelial cell differentiation,19_GO:0032502 developmental process,-8.976064447174139,4.048465627373029,7.993686991304027,30211,549,367,27,7.356948228882834,1.3627689951656512,231|652|1543|1910|1999|2355|2735|2810|2889|3572|3791|3880|4643|6098|7348|7422|7429|7430|7481|8643|9076|10591|10855|26298|54507|57110|284217,AKR1B1|BMP4|CYP1A1|EDNRB|ELF3|FOSL2|GLI1|SFN|RAPGEF1|IL6ST|KDR|KRT19|MYO1E|ROS1|UPK1B|VEGFA|VIL1|EZR|WNT11|PTCH2|CLDN1|DNPH1|HPSE|EHF|ADAMTSL4|PLAAT1|LAMA1,-5.2142139374795455,0,3,1,1,-8.976064447174139,12.862312670299728,
1,-5.909635545811891,GO:0002064,M1,1,0,GO Biological Processes,19,epithelial cell development,19_GO:0032502 developmental process,-5.909635545811891,5.324101563029538,6.820886078485159,30211,201,367,13,3.542234332425068,0.9648820136208264,231|652|1910|2355|2810|2889|3572|4643|6098|7430|9076|10855|54507,AKR1B1|BMP4|EDNRB|FOSL2|SFN|RAPGEF1|IL6ST|MYO1E|ROS1|EZR|CLDN1|HPSE|ADAMTSL4,-3.244191368159905,0,3,0,0,-8.976064447174139,12.862312670299728,
1,-4.808730272527678,GO:0003158,M1,1,0,GO Biological Processes,19,endothelium development,19_GO:0032502 developmental process,-4.808730272527678,7.236817678234573,6.607484300983443,30211,91,367,8,2.1798365122615806,0.7622424324988892,652|1910|2701|2889|3791|7430|9076|10855,BMP4|EDNRB|GJA4|RAPGEF1|KDR|EZR|CLDN1|HPSE,-2.4305278060540396,0,3,0,0,-8.976064447174139,12.862312670299728,
1,-4.402513821886292,GO:0061028,M1,1,0,GO Biological Processes,19,establishment of endothelial barrier,19_GO:0032502 developmental process,-4.402513821886292,12.862312670299728,7.4451218988635315,30211,32,367,5,1.3623978201634876,0.6051181662157951,1910|2889|7430|9076|10855,EDNRB|RAPGEF1|EZR|CLDN1|HPSE,-2.1350096529063434,0,3,0,0,-8.976064447174139,12.862312670299728,
1,-3.54203149370605,GO:0001885,M1,1,0,GO Biological Processes,19,endothelial cell development,19_GO:0032502 developmental process,-3.54203149370605,8.574875113533151,5.8242325583792045,30211,48,367,5,1.3623978201634876,0.6051181662157951,1910|2889|7430|9076|10855,EDNRB|RAPGEF1|EZR|CLDN1|HPSE,-1.543650941726637,0,3,0,0,-8.976064447174139,12.862312670299728,
1,-3.451005311548859,GO:0045446,M1,1,0,GO Biological Processes,19,endothelial cell differentiation,19_GO:0032502 developmental process,-3.451005311548859,6.414452032980643,5.275350990974475,30211,77,367,6,1.6348773841961852,0.6619575345465517,1910|2889|3791|7430|9076|10855,EDNRB|RAPGEF1|KDR|EZR|CLDN1|HPSE,-1.4765163412765774,0,3,0,0,-8.976064447174139,12.862312670299728,
1,-2.2655710078168156,GO:0090303,M1,1,0,GO Biological Processes,19,positive regulation of wound healing,19_GO:0048518 positive regulation of biological process,-2.2655710078168156,5.677158695856432,3.9537637729155057,30211,58,367,4,1.0899182561307903,0.5419811870409839,5340|8840|9076|10855,PLG|CCN4|CLDN1|HPSE,-0.7264206208580953,0,3,0,0,-8.976064447174139,12.862312670299728,
1,-2.247115686518839,M72,M1,1,0,Canonical Pathways,11,PID NECTIN PATHWAY,,-2.247115686518839,8.231880108991826,4.394656263216893,30211,30,367,3,0.8174386920980926,0.4700155461353493,2889|5797|9076,RAPGEF1|PTPRM|CLDN1,-0.7173341108669258,0,3,0,0,-8.976064447174139,12.862312670299728,
1,-8.958839361179157,GO:0043009,M1,1,0,GO Biological Processes,19,chordate embryonic development,19_GO:0032502 developmental process,-8.958839361179157,3.7953024349882822,7.856339422496238,30211,629,367,29,7.901907356948229,1.4081802621566613,652|672|1999|2034|2707|3218|3705|3880|4036|4643|5340|5801|6385|6491|7004|7422|7481|9133|9508|9585|10159|22943|26227|51294|57142|57216|79682|113026|157506,BMP4|BRCA1|ELF3|EPAS1|GJB3|HOXB8|ITPK1|KRT19|LRP2|MYO1E|PLG|PTPRR|SDC4|STIL|TEAD4|VEGFA|WNT11|CCNB2|ADAMTS3|KIF20B|ATP6AP2|DKK1|PHGDH|PCDH12|RTN4|VANGL2|CENPU|PLCD3|RDH10,-5.2142139374795455,0,4,1,1,-8.958839361179157,4.7859768075533875,
1,-8.636161781714206,GO:0009792,M1,1,0,GO Biological Processes,19,embryo development ending in birth or egg hatching,19_GO:0032502 developmental process,-8.636161781714206,3.6726849717040455,7.63879347341664,30211,650,367,29,7.901907356948229,1.4081802621566613,652|672|1999|2034|2707|3218|3705|3880|4036|4643|5340|5801|6385|6491|7004|7422|7481|9133|9508|9585|10159|22943|26227|51294|57142|57216|79682|113026|157506,BMP4|BRCA1|ELF3|EPAS1|GJB3|HOXB8|ITPK1|KRT19|LRP2|MYO1E|PLG|PTPRR|SDC4|STIL|TEAD4|VEGFA|WNT11|CCNB2|ADAMTS3|KIF20B|ATP6AP2|DKK1|PHGDH|PCDH12|RTN4|VANGL2|CENPU|PLCD3|RDH10,-5.057170048443227,0,4,0,0,-8.958839361179157,4.7859768075533875,
1,-5.555747602348658,GO:0048568,M1,1,0,GO Biological Processes,19,embryonic organ development,19_GO:0032502 developmental process,-5.555747602348658,3.506854754951674,5.91457491550272,30211,446,367,19,5.177111716621253,1.156557757847126,2|220|652|2034|2735|3218|3791|3880|5340|6491|7004|7005|7422|7481|51294|57216|113026|157506|282991,A2M|ALDH1A3|BMP4|EPAS1|GLI1|HOXB8|KDR|KRT19|PLG|STIL|TEAD4|TEAD3|VEGFA|WNT11|PCDH12|VANGL2|PLCD3|RDH10|BLOC1S2,-2.964937042993576,0,4,0,0,-8.958839361179157,4.7859768075533875,
1,-4.694254671795493,GO:0001701,M1,1,0,GO Biological Processes,19,in utero embryonic development,19_GO:0032502 developmental process,-4.694254671795493,3.4569575260858065,5.35196653348253,30211,381,367,16,4.359673024523161,1.0658950692071487,1999|2034|2707|3880|4643|5340|5801|6491|7004|7422|9133|9508|51294|57142|113026|157506,ELF3|EPAS1|GJB3|KRT19|MYO1E|PLG|PTPRR|STIL|TEAD4|VEGFA|CCNB2|ADAMTS3|PCDH12|RTN4|PLCD3|RDH10,-2.356169428529837,0,4,0,0,-8.958839361179157,4.7859768075533875,
1,-3.363921074312026,GO:0001890,M1,1,0,GO Biological Processes,19,placenta development,19_GO:0022414 reproductive process,-3.363921074312026,4.51061923780374,4.715301111390901,30211,146,367,8,2.1798365122615806,0.7622424324988892,899|2034|2707|3880|5340|5743|51294|113026,CCNF|EPAS1|GJB3|KRT19|PLG|PTGS2|PCDH12|PLCD3,-1.4237758397184075,0,4,0,0,-8.958839361179157,4.7859768075533875,
1,-2.396483510246718,GO:0001892,M1,1,0,GO Biological Processes,19,embryonic placenta development,19_GO:0022414 reproductive process,-2.396483510246718,4.7859768075533875,3.8989128352258744,30211,86,367,5,1.3623978201634876,0.6051181662157951,2034|3880|5340|51294|113026,EPAS1|KRT19|PLG|PCDH12|PLCD3,-0.8139742276094752,0,4,0,0,-8.958839361179157,4.7859768075533875,
1,-8.472692952909746,GO:0035239,M1,1,0,GO Biological Processes,19,tube morphogenesis,19_GO:0032502 developmental process,-8.472692952909746,3.611566159769485,7.528403686512436,30211,661,367,29,7.901907356948229,1.4081802621566613,290|302|652|1950|2034|2321|2735|3606|3791|4036|4643|4854|4897|5743|6385|6491|7422|7481|9585|10855|11082|26249|27329|57216|80000|113026|157506|284217|284340,ANPEP|ANXA2|BMP4|EGF|EPAS1|FLT1|GLI1|IL18|KDR|LRP2|MYO1E|NOTCH3|NRCAM|PTGS2|SDC4|STIL|VEGFA|WNT11|KIF20B|HPSE|ESM1|KLHL3|ANGPTL3|VANGL2|GREB1L|PLCD3|RDH10|LAMA1|CXCL17,-4.972435190431552,0,5,1,1,-8.472692952909746,4.359562674543957,
1,-7.24227023352508,GO:0048514,M1,1,0,GO Biological Processes,19,blood vessel morphogenesis,19_GO:0032502 developmental process,-7.24227023352508,4.125763300449364,7.144850545806037,30211,419,367,21,5.722070844686648,1.2124074612480986,290|302|652|1950|2034|2321|3606|3791|4036|4643|4854|4897|5743|7422|7481|10855|11082|27329|113026|284217|284340,ANPEP|ANXA2|BMP4|EGF|EPAS1|FLT1|IL18|KDR|LRP2|MYO1E|NOTCH3|NRCAM|PTGS2|VEGFA|WNT11|HPSE|ESM1|ANGPTL3|PLCD3|LAMA1|CXCL17,-4.212734592833797,0,5,0,0,-8.472692952909746,4.359562674543957,
1,-7.15091211764145,GO:0001568,M1,1,0,GO Biological Processes,19,blood vessel development,19_GO:0032502 developmental process,-7.15091211764145,3.764080367928668,6.932307686290742,30211,503,367,23,6.267029972752043,1.2651558935032579,290|302|652|1950|2034|2321|2701|3606|3791|4036|4643|4854|4897|5340|5743|7422|7481|10855|11082|27329|113026|284217|284340,ANPEP|ANXA2|BMP4|EGF|EPAS1|FLT1|GJA4|IL18|KDR|LRP2|MYO1E|NOTCH3|NRCAM|PLG|PTGS2|VEGFA|WNT11|HPSE|ESM1|ANGPTL3|PLCD3|LAMA1|CXCL17,-4.184437944325483,0,5,0,0,-8.472692952909746,4.359562674543957,
1,-6.804538652974947,GO:0001944,M1,1,0,GO Biological Processes,19,vasculature development,19_GO:0032502 developmental process,-6.804538652974947,3.599491302410874,6.669489500917775,30211,526,367,23,6.267029972752043,1.2651558935032579,290|302|652|1950|2034|2321|2701|3606|3791|4036|4643|4854|4897|5340|5743|7422|7481|10855|11082|27329|113026|284217|284340,ANPEP|ANXA2|BMP4|EGF|EPAS1|FLT1|GJA4|IL18|KDR|LRP2|MYO1E|NOTCH3|NRCAM|PLG|PTGS2|VEGFA|WNT11|HPSE|ESM1|ANGPTL3|PLCD3|LAMA1|CXCL17,-3.9393926577079084,0,5,0,0,-8.472692952909746,4.359562674543957,
1,-6.304351219035295,GO:0001525,M1,1,0,GO Biological Processes,19,angiogenesis,19_GO:0032502 developmental process,-6.304351219035295,4.359562674543957,6.710458352152788,30211,321,367,17,4.632152588555858,1.097133273720637,290|302|652|1950|2034|2321|3606|3791|4854|4897|5743|7422|10855|11082|27329|113026|284340,ANPEP|ANXA2|BMP4|EGF|EPAS1|FLT1|IL18|KDR|NOTCH3|NRCAM|PTGS2|VEGFA|HPSE|ESM1|ANGPTL3|PLCD3|CXCL17,-3.5258675280747167,0,5,0,0,-8.472692952909746,4.359562674543957,
1,-8.416030618467182,GO:0046394,M1,1,0,GO Biological Processes,19,carboxylic acid biosynthetic process,19_GO:0008152 metabolic process,-8.416030618467182,5.698993921609725,8.438510065630059,30211,260,367,18,4.9046321525885554,1.127326898699034,220|445|672|1543|2628|4942|5743|10955|11001|11343|26227|29968|51495|60481|79071|157506|200879|341392,ALDH1A3|ASS1|BRCA1|CYP1A1|GATM|OAT|PTGS2|SERINC3|SLC27A2|MGLL|PHGDH|PSAT1|HACD3|ELOVL5|ELOVL6|RDH10|LIPH|ACSM4,-4.972435190431552,0,6,1,1,-8.416030618467182,18.99664640536575,
1,-8.363639630409462,GO:0016053,M1,1,0,GO Biological Processes,19,organic acid biosynthetic process,19_GO:0008152 metabolic process,-8.363639630409462,5.655490151215758,8.392759418336881,30211,262,367,18,4.9046321525885554,1.127326898699034,220|445|672|1543|2628|4942|5743|10955|11001|11343|26227|29968|51495|60481|79071|157506|200879|341392,ALDH1A3|ASS1|BRCA1|CYP1A1|GATM|OAT|PTGS2|SERINC3|SLC27A2|MGLL|PHGDH|PSAT1|HACD3|ELOVL5|ELOVL6|RDH10|LIPH|ACSM4,-4.971196724821214,0,6,0,0,-8.416030618467182,18.99664640536575,
1,-7.846246679746871,GO:0044283,M1,1,0,GO Biological Processes,19,small molecule biosynthetic process,19_GO:0008152 metabolic process,-7.846246679746871,4.28135608505485,7.536726435885457,30211,423,367,22,5.994550408719346,1.239144037728366,132|220|231|445|467|672|1543|2628|3707|4942|5743|10955|11001|11343|26227|29968|51495|60481|79071|157506|200879|341392,ADK|ALDH1A3|AKR1B1|ASS1|ATF3|BRCA1|CYP1A1|GATM|ITPKB|OAT|PTGS2|SERINC3|SLC27A2|MGLL|PHGDH|PSAT1|HACD3|ELOVL5|ELOVL6|RDH10|LIPH|ACSM4,-4.613504617026134,0,6,0,0,-8.416030618467182,18.99664640536575,
1,-7.340177501703952,GO:0032787,M1,1,0,GO Biological Processes,19,monocarboxylic acid metabolic process,19_GO:0008152 metabolic process,-7.340177501703952,3.8560741854747858,7.075639643016847,30211,491,367,23,6.267029972752043,1.2651558935032579,220|231|672|1543|1591|2628|3030|3032|5214|5743|11001|11343|26227|27329|28965|51495|60481|79071|157506|200879|284486|341392|390916,ALDH1A3|AKR1B1|BRCA1|CYP1A1|CYP24A1|GATM|HADHA|HADHB|PFKP|PTGS2|SLC27A2|MGLL|PHGDH|ANGPTL3|SLC27A6|HACD3|ELOVL5|ELOVL6|RDH10|LIPH|THEM5|ACSM4|NUDT19,-4.223941008054652,0,6,0,0,-8.416030618467182,18.99664640536575,
1,-7.017299968999497,GO:0072330,M1,1,0,GO Biological Processes,19,monocarboxylic acid biosynthetic process,19_GO:0008152 metabolic process,-7.017299968999497,6.6468597153350135,7.966683752877835,30211,161,367,13,3.542234332425068,0.9648820136208264,220|672|1543|2628|5743|11001|11343|51495|60481|79071|157506|200879|341392,ALDH1A3|BRCA1|CYP1A1|GATM|PTGS2|SLC27A2|MGLL|HACD3|ELOVL5|ELOVL6|RDH10|LIPH|ACSM4,-4.085587901942741,0,6,0,0,-8.416030618467182,18.99664640536575,
1,-6.928799634156963,GO:0006631,M1,1,0,GO Biological Processes,19,fatty acid metabolic process,19_GO:0008152 metabolic process,-6.928799634156963,4.55919513728778,7.153843957728503,30211,325,367,18,4.9046321525885554,1.127326898699034,231|672|1543|1591|3030|3032|5743|11001|11343|27329|28965|51495|60481|79071|200879|284486|341392|390916,AKR1B1|BRCA1|CYP1A1|CYP24A1|HADHA|HADHB|PTGS2|SLC27A2|MGLL|ANGPTL3|SLC27A6|HACD3|ELOVL5|ELOVL6|LIPH|THEM5|ACSM4|NUDT19,-4.013477983288377,0,6,0,0,-8.416030618467182,18.99664640536575,
1,-6.133044660604377,hsa00062,M1,1,0,KEGG Pathway,24,Fatty acid elongation,,-6.133044660604377,18.293066908870724,9.96885747450589,30211,27,367,6,1.6348773841961852,0.6619575345465517,3030|3032|51495|60481|79071|284486,HADHA|HADHB|HACD3|ELOVL5|ELOVL6|THEM5,-3.4298119220629912,0,6,0,0,-8.416030618467182,18.99664640536575,
1,-4.926382148884112,R-HSA-8978868,M1,1,0,Reactome Gene Sets,6,Fatty acid metabolism,,-4.926382148884112,5.115857694853677,6.090041817678792,30211,177,367,11,2.997275204359673,0.8900660689209586,1543|1800|3030|3032|5743|11001|51495|60481|79071|284486|390916,CYP1A1|DPEP1|HADHA|HADHB|PTGS2|SLC27A2|HACD3|ELOVL5|ELOVL6|THEM5|NUDT19,-2.4935105862402556,0,6,0,0,-8.416030618467182,18.99664640536575,
1,-4.835883106494895,GO:0006633,M1,1,0,GO Biological Processes,19,fatty acid biosynthetic process,19_GO:0008152 metabolic process,-4.835883106494895,6.27855262550224,6.370932384464647,30211,118,367,9,2.4523160762942777,0.8073533871868722,672|1543|5743|11343|51495|60481|79071|200879|341392,BRCA1|CYP1A1|PTGS2|MGLL|HACD3|ELOVL5|ELOVL6|LIPH|ACSM4,-2.438587698112234,0,6,0,0,-8.416030618467182,18.99664640536575,
1,-4.20810870315162,GO:0000038,M1,1,0,GO Biological Processes,19,very long-chain fatty acid metabolic process,19_GO:0008152 metabolic process,-4.20810870315162,11.759828727131179,7.062987280094844,30211,35,367,5,1.3623978201634876,0.6051181662157951,11001|28965|51495|60481|79071,SLC27A2|SLC27A6|HACD3|ELOVL5|ELOVL6,-1.985274929091132,0,6,0,0,-8.416030618467182,18.99664640536575,
1,-3.372028601416927,GO:0001676,M1,1,0,GO Biological Processes,19,long-chain fatty acid metabolic process,19_GO:0008152 metabolic process,-3.372028601416927,5.19127574440926,4.905738051470378,30211,111,367,7,1.9073569482288828,0.7140048700688963,1543|5743|11001|11343|28965|60481|79071,CYP1A1|PTGS2|SLC27A2|MGLL|SLC27A6|ELOVL5|ELOVL6,-1.4301769030092917,0,6,0,0,-8.416030618467182,18.99664640536575,
1,-3.3329689557227384,GO:0030497,M1,1,0,GO Biological Processes,19,fatty acid elongation,19_GO:0008152 metabolic process,-3.3329689557227384,18.99664640536575,7.197042191456408,30211,13,367,3,0.8174386920980926,0.4700155461353493,51495|60481|79071,HACD3|ELOVL5|ELOVL6,-1.412027311231938,0,6,0,0,-8.416030618467182,18.99664640536575,
1,-3.3329689557227384,GO:0042761,M1,1,0,GO Biological Processes,19,very long-chain fatty acid biosynthetic process,19_GO:0008152 metabolic process,-3.3329689557227384,18.99664640536575,7.197042191456408,30211,13,367,3,0.8174386920980926,0.4700155461353493,51495|60481|79071,HACD3|ELOVL5|ELOVL6,-1.412027311231938,0,6,0,0,-8.416030618467182,18.99664640536575,
1,-3.1924213376850634,hsa01212,M1,1,0,KEGG Pathway,24,Fatty acid metabolism,,-3.1924213376850634,7.220947464027917,5.213163854676934,30211,57,367,5,1.3623978201634876,0.6051181662157951,3030|3032|51495|60481|79071,HADHA|HADHB|HACD3|ELOVL5|ELOVL6,-1.3111187741059083,0,6,0,0,-8.416030618467182,18.99664640536575,
1,-2.784897175195516,GO:0033559,M1,1,0,GO Biological Processes,19,unsaturated fatty acid metabolic process,19_GO:0008152 metabolic process,-2.784897175195516,4.795269966403005,4.27858546514521,30211,103,367,6,1.6348773841961852,0.6619575345465517,231|1543|5743|11343|60481|79071,AKR1B1|CYP1A1|PTGS2|MGLL|ELOVL5|ELOVL6,-1.0552121012888411,0,6,0,0,-8.416030618467182,18.99664640536575,
