"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GENEID","hgnc_id"
"1156","ENSNVIG00000001247",1532.99388006947,1.1043673032861,0.355539888193204,3.10616991218148,0.00189527777705851,0.0550700470221114,"F11R","HGNC:14685"
"1159","ENSNVIG00000001250",247.434932400408,0.698902733871091,0.304702337074389,2.29372291851002,0.0218064194401867,0.213211748284919,"EGFLAM","HGNC:26810"
"1178","ENSNVIG00000001273",53.2033674239275,1.64344904162122,0.798232635032111,2.05885974776653,0.0395076760639347,0.276199773786739,"PLA2G3","HGNC:17934"
"1183","ENSNVIG00000001278",1978.01157688957,0.503096100001022,0.216595434951244,2.32274562995416,0.0201928214275521,0.204122522190129,"CADPS2","HGNC:16018"
"1185","ENSNVIG00000001280",99.8865131331046,-1.02265930016653,0.450843875307865,-2.26832248628905,0.0233095583616841,0.218619120619525,"KCND3","HGNC:6239"
"1200","ENSNVIG00000001296",1625.64586589474,0.619717017209186,0.223415822693666,2.77382778774315,0.00554009968101618,0.103424762438867,"ASNSD1","HGNC:24910"
"1223","ENSNVIG00000001320",68.8202356558249,4.52520869644821,0.954428544280942,4.74127552404403,2.12376878416287e-06,0.000600152072889318,"PTPRQ","HGNC:9679"
"1228","ENSNVIG00000001325",406.408020831237,-0.937768248855704,0.433355487359574,-2.16396994202036,0.0304666563422839,0.250333780618584,"AGAP3","HGNC:16923"
"1230","ENSNVIG00000001327",723.214741305842,1.16123707822961,0.461876013955001,2.5141748935738,0.0119311249756273,0.1553309603873,"SHMT2","HGNC:10852"
"1234","ENSNVIG00000001331",562.570287549976,1.72368239137716,0.54778359457728,3.14664843642736,0.00165153408031752,0.0511571648400529,"SYNGR1","HGNC:11498"
"1243","ENSNVIG00000001340",38.7630506590645,1.77504958472801,0.661361967869968,2.683930541765,0.00727622212159443,0.119833445384598,"DDIAS","HGNC:26351"
"1251","ENSNVIG00000001349",607.216500336553,-0.765096974637356,0.362056675881888,-2.11319670538806,0.0345839351806914,0.265254147710024,"GIGYF1","HGNC:9126"
"1280","ENSNVIG00000001381",1596.19900515097,0.92365619648711,0.359409007711141,2.56993057121556,0.0101718898658171,0.142174964517979,"SLC40A1","HGNC:10909"
"1284","ENSNVIG00000001385",1087.20678860653,-0.812104393802205,0.386728253974869,-2.09993551144825,0.0357345143865848,0.266428257288909,"NUPR1","HGNC:29990"
"1288","ENSNVIG00000001390",61.328572245497,-1.31014462940192,0.452868660587482,-2.89299027162166,0.00381593116212408,0.0847383665770913,"SMIM22","HGNC:48329"
"1353","ENSNVIG00000001459",816.23441310595,0.635554481245044,0.301987184839746,2.10457434338583,0.0353283769161921,0.266428257288909,"CTTNBP2NL","HGNC:25330"
"1357","ENSNVIG00000001463",640.724494093452,-0.760724411078276,0.381397549902949,-1.99457078649785,0.0460897124275421,0.295683756684588,"R3HDM2","HGNC:29167"
"1365","ENSNVIG00000001471",1322.4591809312,0.462860335420157,0.219848520597906,2.10536024605192,0.0352599615104099,0.266428257288909,"WDR75","HGNC:25725"
"1372","ENSNVIG00000001479",995.978711198967,-1.36730572744025,0.485540535071661,-2.8160485658287,0.00486183165521379,0.0970480856162619,"FAM171A1","HGNC:23522"
"1401","ENSNVIG00000001508",144.087884234777,-1.27983007909125,0.472975459688889,-2.70591222625608,0.00681170475004093,0.116852721497146,"TET3","HGNC:28313"
"1405","ENSNVIG00000001512",263.923002513518,1.38499204496873,0.35487133597538,3.90280054928081,9.50860550133805e-05,0.00856487640533024,"RGCC","HGNC:20369"
"1408","ENSNVIG00000001516",10.7707049886205,-1.91224129033519,0.841944727931782,-2.27121950752345,0.0231336930834079,0.217907573520195,"GRIK4","HGNC:4582"
"1416","ENSNVIG00000001524",1896.1778994932,4.27694591693115,0.824129655061494,5.18965176251548,2.1068772882844e-07,0.000112460427699092,"CRYAB","HGNC:2389"
"1425","ENSNVIG00000001534",206.752129769033,1.33377724799451,0.497172696480616,2.68272424740144,0.00730251753424595,0.119867747953932,"DLG2","HGNC:2901"
"1428","ENSNVIG00000001538",14.113439566703,-1.3634667135021,0.629447145782701,-2.16613376140846,0.0303009669705355,0.250282541231856,"NPTXR","HGNC:7954"
"1439","ENSNVIG00000001549",587.749677198194,-0.493067348782371,0.207236700590038,-2.37924724423099,0.0173480356962001,0.188650313127845,"SLC25A38","HGNC:26054"
"1470","ENSNVIG00000001583",556.637854700943,-1.19330410202163,0.507347800934282,-2.35204350905662,0.0186705909012327,0.195396417819918,"AASS","HGNC:17366"
"1472","ENSNVIG00000001585",113.213546884529,1.35263381184824,0.535181862984493,2.52742834801081,0.0114901267114394,0.151270738401743,"NECTIN4","HGNC:19688"
"1476","ENSNVIG00000001591",926.22141915208,-0.629094965998847,0.299369156554706,-2.10140207240718,0.0356056861881456,0.266428257288909,"PYGL","HGNC:9725"
"1504","ENSNVIG00000001621",354.070969760944,-1.05231457558133,0.522323477490044,-2.01467983142954,0.0439382067757167,0.288359488183802,"PTPRZ1","HGNC:9685"
"1519","ENSNVIG00000001636",4630.53521072889,0.992974880032436,0.490583995700026,2.02406700735424,0.0429632577209985,0.286395222143862,"COL4A1","HGNC:2202"
"1575","ENSNVIG00000001700",1481.34207310494,0.790727241584371,0.399471412090474,1.97943386598409,0.0477671787225663,0.301278153063293,"FAM3C","HGNC:18664"
"1587","ENSNVIG00000001713",9.24699302816396,-3.61332421264585,1.61416951000188,-2.23850357119039,0.0251882347926481,0.228159994760549,"CTSG","HGNC:2532"
"1600","ENSNVIG00000001728",112.164100859234,-0.843759221294355,0.312391628323091,-2.70096617448947,0.00691383696888785,0.117502616032561,"CUBN","HGNC:2548"
"1609","ENSNVIG00000001737",448.37557662835,0.649261311908074,0.265087819756773,2.449231022775,0.0143161591723918,0.170939922114756,"TATDN1","HGNC:24220"
"1612","ENSNVIG00000001740",654.66464292225,2.54243936619464,0.837245438248552,3.03667150640225,0.00239205983815059,0.063407328611959,"PCYOX1L","HGNC:28477"
"1619","ENSNVIG00000001747",120.052438725876,1.4090645887552,0.446758314918591,3.15397507265637,0.00161062842531415,0.0507929471895569,"BRIP1","HGNC:20473"
"1631","ENSNVIG00000001760",4181.78935305476,0.816688334527296,0.290358939559145,2.81268534651381,0.00491297002801038,0.097797961386306,"CPED1","HGNC:26159"
"1638","ENSNVIG00000001767",588.217761211339,0.988569011401296,0.348998378420974,2.83258912512439,0.00461726925557837,0.0945228473173232,"PID1","HGNC:26084"
"1651","ENSNVIG00000001781",269.089285192666,-0.899635827800924,0.35025778407131,-2.56849631532461,0.0102140798022601,0.142241085414661,"BCLAF3","HGNC:27413"
"1660","ENSNVIG00000001792",737.741130220625,0.731655093700563,0.218886121473813,3.3426289833917,0.000829887768508812,0.035281246370941,"MITF","HGNC:7105"
"1673","ENSNVIG00000001806",1771.11254786769,1.54722595092291,0.565762025156931,2.73476458674253,0.00624249033565858,0.1104308377033,"TCN2","HGNC:11653"
"1677","ENSNVIG00000001810",342.229197752936,-2.17372414316339,0.684962462161929,-3.17349382373819,0.00150616106282978,0.0493091073845848,"ARHGEF9","HGNC:14561"
"1690","ENSNVIG00000001824",2138.46266835925,0.408921139679449,0.206500137568153,1.9802463305599,0.0476758561826581,0.301039119497924,"RNF139","HGNC:17023"
"1704","ENSNVIG00000001839",5535.862823071,0.853186648790762,0.336243207147934,2.5374093235299,0.011167629448814,0.149998020145673,"CCPG1","HGNC:24227"
"1719","ENSNVIG00000001854",392.364147186769,-0.877570350208048,0.342508796032049,-2.56218339608987,0.0104016376111365,0.144281425651299,"MAP3K12","HGNC:6851"
"1721","ENSNVIG00000001856",1216.52674962681,1.41847867576675,0.360301295497025,3.93692360669978,8.25328664051044e-05,0.00770994996803533,"PDLIM1","HGNC:2067"
"1743","ENSNVIG00000001878",125.576731709981,-1.64975682386704,0.824667833120166,-2.00051069971423,0.0454451457100505,0.293570345124719,"TPD52L1","HGNC:12006"
"1752","ENSNVIG00000001887",456.744134994233,1.14503818458391,0.376510094026027,3.04118854381832,0.00235646219547581,0.062891357705921,"NID2","HGNC:13389"
"1758","ENSNVIG00000001894",39.8099282979066,6.32099117446564,1.52083498321811,4.15626366056516,3.23494480116504e-05,0.00420018238508023,"GAL3ST1","HGNC:24240"
"1785","ENSNVIG00000001924",1198.8205337792,10.072930111726,1.99945794303979,5.03783045139327,4.70838225690665e-07,0.00018339785158524,"SEC14L4","HGNC:20627"
"1821","ENSNVIG00000001965",252.815235062697,0.706764481699161,0.359500433430431,1.96596280832004,0.0493029069030186,0.305161589291918,"PRADC1","HGNC:16047"
"1830","ENSNVIG00000001975",758.131687260662,4.04273093841315,0.787977016173843,5.13051885452614,2.88944614557942e-07,0.000123523566330583,"PTGER2","HGNC:9594"
"1844","ENSNVIG00000001990",159.599912503576,-1.02270037329194,0.462331629738823,-2.21204933322358,0.026963256408421,0.235940771923597,"RAB11FIP5","HGNC:24845"
"1854","ENSNVIG00000002000",132.072283809641,-1.11246563300584,0.472246977262254,-2.35568608497001,0.018488534270743,0.194778330343529,"RNF217","HGNC:21487"
"1855","ENSNVIG00000002001",177.622600078337,-1.69021801354127,0.4614507730002,-3.6628349380629,0.000249439281071193,0.0163405405399911,"GLI1","HGNC:4317"
"1862","ENSNVIG00000002008",797.595853757855,0.582244219812964,0.286439974620837,2.03269191244583,0.042083658897128,0.283680866242006,"FH","HGNC:3700"
"1886","ENSNVIG00000002034",467.604788811326,-1.03222196414843,0.492031574938544,-2.09787748738961,0.0359159691904735,0.26681492163562,"ELAPOR2","HGNC:21945"
"1890","ENSNVIG00000002038",28.1792050635036,-1.94391017867607,0.86373138567973,-2.25059574180725,0.0244111533714098,0.224338071827583,"NKAIN2","HGNC:16443"
"1891","ENSNVIG00000002039",47.2872363343011,-0.830885426487898,0.363281140778282,-2.28716917346118,0.022185950573073,0.214353398908222,"SFXN5","HGNC:16073"
"1894","ENSNVIG00000002042",1891.68106619517,1.27482372927377,0.399784874759209,3.18877428777564,0.00142877390409848,0.0479988100369866,"RTN4","HGNC:14085"
"1910","ENSNVIG00000002058",447.41696199273,0.643215676423141,0.263104257987918,2.44471785193487,0.0144965500765712,0.172330827574649,"ERO1A","HGNC:13280"
"1928","ENSNVIG00000002077",127.027216952311,-1.60531720280232,0.595072407131214,-2.69768381723729,0.00698237240112157,0.118110271179535,"PDZK1IP1","HGNC:16887"
"1937","ENSNVIG00000002086",1037.90360433506,0.988102141493218,0.356476493476685,2.77185777905393,0.00557373828752861,0.103783871059254,"GSTK1","HGNC:16906"
"1945","ENSNVIG00000002094",2250.22594247985,0.896628334102249,0.353442376308703,2.53684445953113,0.0111856639612525,0.150100362206304,"PLEKHA5","HGNC:30036"
"1952","ENSNVIG00000002103",68.6938885904133,1.69569626476288,0.532926857359501,3.18185552359768,0.00146334796829775,0.0485939422099242,"STIL","HGNC:10879"
"1953","ENSNVIG00000002104",67.168496888816,1.03859790085801,0.514205363740569,2.01981148796809,0.0434029450750867,0.287464726296944,"EXO1","HGNC:3511"
"1978","ENSNVIG00000002131",1571.24038655056,0.697780017584904,0.310980436354111,2.24380679944235,0.0248448347415288,0.226580977235061,"EMC2","HGNC:28963"
"1989","ENSNVIG00000002143",68.520910814909,4.19485111093572,1.11680483451907,3.75611833086498,0.00017256912284947,0.0130898220974029,"TRIM29","HGNC:17274"
"2008","ENSNVIG00000002163",94.6992878880126,-1.63766373271023,0.729915874348134,-2.24363353403264,0.0248559898007654,0.226580977235061,"ZMAT1","HGNC:29377"
"2012","ENSNVIG00000002167",16.7583613837437,3.39119400551587,1.15637346641654,2.9326113958882,0.0033612431668232,0.0788064335616466,"CDKL4","HGNC:19287"
"2013","ENSNVIG00000002169",8.2929672301025,2.02349354368194,0.968128366812281,2.0901087221983,0.0366080343472995,0.269199220907685,"LIX1","HGNC:18581"
"2037","ENSNVIG00000002195",177.145026997378,1.55077690797085,0.531312292398672,2.91876723004034,0.00351418523692685,0.0806471936856525,"NECTIN1","HGNC:9706"
"2080","ENSNVIG00000002240",951.542763031056,-0.571017259491057,0.25026080326954,-2.2816887504195,0.0225077227145997,0.215704770756751,"DCHS1","HGNC:13681"
"2091","ENSNVIG00000002254",45.5498031394831,-1.69577130827275,0.772394040762447,-2.1954743547721,0.028129588542138,0.240485645516748,"TRABD2B","HGNC:44200"
"2109","ENSNVIG00000002273",8.26056846234183,6.52564283666596,2.24080435448036,2.91218768100764,0.00358906916317369,0.081974112170617,"SLC5A9","HGNC:22146"
"2110","ENSNVIG00000002274",481.611248703067,-0.789225705668898,0.326768764584404,-2.41524218715538,0.0157247501490566,0.179718556025539,"CROT","HGNC:2366"
"2161","ENSNVIG00000002325",1561.58942368227,2.67120756265159,0.866216231417672,3.08376530682163,0.00204398770642625,0.0571999045145926,"TOP2A","HGNC:11989"
"2165","ENSNVIG00000002329",513.177166477165,-0.722064415529288,0.3012995261918,-2.39650033524991,0.0165524783436734,0.184402435343213,"CACNB2","HGNC:1402"
"2197","ENSNVIG00000002362",46.3718453504578,5.8018173528297,1.03903777606946,5.58383678289081,2.35269516491026e-08,2.42193162262047e-05,"ESM1","HGNC:3466"
"2220","ENSNVIG00000002387",161.586215109965,0.988878467978434,0.496312332923626,1.992451934759,0.0463214939048254,0.295881541189075,"SPC24","HGNC:26913"
"2256","ENSNVIG00000002424",216.694312839201,1.23621879467552,0.490281190464881,2.52144854568732,0.011687276681114,0.153124574116558,"GCAT","HGNC:4188"
"2324","ENSNVIG00000002499",1012.8674588338,5.99159395105401,1.31251429065949,4.56497425871337,4.99555633987819e-06,0.00107456653687051,"RANBP3L","HGNC:26353"
"2327","ENSNVIG00000002502",2620.56518524327,0.623407360508083,0.280245661698762,2.22450316172312,0.0261146100215735,0.232720991430623,"CAB39","HGNC:20292"
"2331","ENSNVIG00000002506",26.6778394940112,2.16077377421234,0.819792032799635,2.63575844575261,0.0083949468924024,0.128985047562157,"MAPK4","HGNC:6878"
