_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-7.668400965125355,GO:0055074,M1,1,0,GO Biological Processes,19,calcium ion homeostasis,19_GO:0065007 biological regulation,-7.668400965125355,3.1661291413116968,6.905363387469513,30211,435,680,31,4.5588235294117645,0.7999076058491877,134|489|540|664|1813|1906|1910|2149|2150|2151|2852|2890|3827|4828|5027|5291|5314|5732|6781|7184|7504|9170|9914|53373|55283|55503|57402|60675|84239|84899|286097,ADORA1|ATP2A3|ATP7B|BNIP3|DRD2|EDN1|EDNRB|F2R|F2RL1|F2RL2|GPER1|GRIA1|KNG1|NMB|P2RX7|PIK3CB|PKHD1|PTGER2|STC1|HSP90B1|XK|LPAR2|ATP2C2|TPCN1|MCOLN3|TRPV6|S100A14|PROK2|ATP13A4|TMTC4|MICU3,-5.148200291395918,0,1,0,0,-15.336418759712938,3.7023284313725493,
1,-7.417473159872871,GO:0006874,M1,1,0,GO Biological Processes,19,cellular calcium ion homeostasis,19_GO:0065007 biological regulation,-7.417473159872871,3.158384443824924,6.775600754158115,30211,422,680,30,4.411764705882353,0.7875061183405332,134|489|540|664|1813|1906|1910|2149|2150|2151|2852|2890|3827|4828|5027|5291|5314|5732|6781|7184|7504|9170|9914|53373|55283|55503|60675|84239|84899|286097,ADORA1|ATP2A3|ATP7B|BNIP3|DRD2|EDN1|EDNRB|F2R|F2RL1|F2RL2|GPER1|GRIA1|KNG1|NMB|P2RX7|PIK3CB|PKHD1|PTGER2|STC1|HSP90B1|XK|LPAR2|ATP2C2|TPCN1|MCOLN3|TRPV6|PROK2|ATP13A4|TMTC4|MICU3,-4.940019464576273,0,1,0,0,-15.336418759712938,3.7023284313725493,
1,-5.655035554492991,R-HSA-416476,M1,1,0,Reactome Gene Sets,6,G alpha (q) signalling events,,-5.655035554492991,3.7023284313725493,6.048272018202173,30211,216,680,18,2.6470588235294117,0.6156046309711388,747|1606|1608|1839|1906|1910|2149|2150|2151|2863|3827|4828|5578|6870|9170|10316|23236|60675,DAGLA|DGKA|DGKG|HBEGF|EDN1|EDNRB|F2R|F2RL1|F2RL2|GPR39|KNG1|NMB|PRKCA|TACR3|LPAR2|NMUR1|PLCB1|PROK2,-3.4418890478356348,0,1,0,0,-15.336418759712938,3.7023284313725493,
1,-4.8901637244857845,R-HSA-372790,M1,1,0,Reactome Gene Sets,6,Signaling by GPCR,,-4.8901637244857845,2.2087754846256686,4.924477832762752,30211,704,680,35,5.147058823529412,0.8473259562919009,134|747|1606|1608|1813|1839|1880|1906|1910|2149|2150|2151|2852|2863|3827|4828|5144|5321|5575|5578|5732|6751|6870|7433|7476|7504|9170|10267|10316|10451|10768|23229|23236|60675|170589,ADORA1|DAGLA|DGKA|DGKG|DRD2|HBEGF|GPR183|EDN1|EDNRB|F2R|F2RL1|F2RL2|GPER1|GPR39|KNG1|NMB|PDE4D|PLA2G4A|PRKAR1B|PRKCA|PTGER2|SSTR1|TACR3|VIPR1|WNT7A|XK|LPAR2|RAMP1|NMUR1|VAV3|AHCYL1|ARHGEF9|PLCB1|PROK2|GPHA2,-2.8556282173844214,0,1,0,0,-15.336418759712938,3.7023284313725493,
1,-4.716322937945865,R-HSA-388396,M1,1,0,Reactome Gene Sets,6,GPCR downstream signalling,,-4.716322937945865,2.2602450201066118,4.846824433164865,30211,629,680,32,4.705882352941177,0.8120805764266276,134|747|1606|1608|1839|1880|1906|1910|2149|2150|2151|2852|2863|3827|4828|5144|5321|5575|5578|5732|6751|6870|7433|9170|10267|10316|10451|10768|23229|23236|60675|170589,ADORA1|DAGLA|DGKA|DGKG|HBEGF|GPR183|EDN1|EDNRB|F2R|F2RL1|F2RL2|GPER1|GPR39|KNG1|NMB|PDE4D|PLA2G4A|PRKAR1B|PRKCA|PTGER2|SSTR1|TACR3|VIPR1|LPAR2|RAMP1|NMUR1|VAV3|AHCYL1|ARHGEF9|PLCB1|PROK2|GPHA2,-2.730942940839757,0,1,0,0,-15.336418759712938,3.7023284313725493,
1,-4.0745982318424545,R-HSA-373076,M1,1,0,Reactome Gene Sets,6,Class A/1 (Rhodopsin-like receptors),,-4.0745982318424545,2.6524143985952593,4.614991345628218,30211,335,680,20,2.9411764705882355,0.6479232979610383,134|1813|1880|1906|1910|2149|2150|2151|2852|2863|3827|4828|5732|6751|6870|7504|9170|10316|60675|170589,ADORA1|DRD2|GPR183|EDN1|EDNRB|F2R|F2RL1|F2RL2|GPER1|GPR39|KNG1|NMB|PTGER2|SSTR1|TACR3|XK|LPAR2|NMUR1|PROK2|GPHA2,-2.2437866605265597,0,1,0,0,-15.336418759712938,3.7023284313725493,
1,-3.4797386325644935,GO:0051480,M1,1,0,GO Biological Processes,19,regulation of cytosolic calcium ion concentration,19_GO:0065007 biological regulation,-3.4797386325644935,2.530705510052122,4.15075070310841,30211,316,680,18,2.6470588235294117,0.6156046309711388,134|1813|1906|1910|2149|2150|2151|2852|2890|3827|4828|5027|5732|9170|53373|55283|55503|60675,ADORA1|DRD2|EDN1|EDNRB|F2R|F2RL1|F2RL2|GPER1|GRIA1|KNG1|NMB|P2RX7|PTGER2|LPAR2|TPCN1|MCOLN3|TRPV6|PROK2,-1.7833607406688563,0,1,0,0,-15.336418759712938,3.7023284313725493,
1,-3.361443990828203,R-HSA-500792,M1,1,0,Reactome Gene Sets,6,GPCR ligand binding,,-3.361443990828203,2.1880998866355963,3.926471510778321,30211,467,680,23,3.3823529411764706,0.6932393936514558,134|1813|1880|1906|1910|2149|2150|2151|2852|2863|3827|4828|5732|6751|6870|7433|7476|7504|9170|10267|10316|60675|170589,ADORA1|DRD2|GPR183|EDN1|EDNRB|F2R|F2RL1|F2RL2|GPER1|GPR39|KNG1|NMB|PTGER2|SSTR1|TACR3|VIPR1|WNT7A|XK|LPAR2|RAMP1|NMUR1|PROK2|GPHA2,-1.6987057065521416,0,1,0,0,-15.336418759712938,3.7023284313725493,
1,-3.3347894494605206,hsa04080,M1,1,0,KEGG Pathway,24,Neuroactive ligand-receptor interaction,,-3.3347894494605206,2.3913056157307113,3.9899759331675493,30211,353,680,19,2.7941176470588234,0.631995754919051,134|1136|1813|1906|1910|2149|2150|2151|2890|3827|4828|5027|5732|6751|6870|7433|9170|10316|170589,ADORA1|CHRNA3|DRD2|EDN1|EDNRB|F2R|F2RL1|F2RL2|GRIA1|KNG1|NMB|P2RX7|PTGER2|SSTR1|TACR3|VIPR1|LPAR2|NMUR1|GPHA2,-1.6756329956475813,0,1,0,0,-15.336418759712938,3.7023284313725493,
1,-3.169965611563535,R-HSA-375276,M1,1,0,Reactome Gene Sets,6,Peptide ligand-binding receptors,,-3.169965611563535,2.873448931811531,4.043874159229214,30211,201,680,13,1.911764705882353,0.5251353135111351,1906|1910|2149|2150|2151|2852|3827|4828|6751|6870|7504|10316|60675,EDN1|EDNRB|F2R|F2RL1|F2RL2|GPER1|KNG1|NMB|SSTR1|TACR3|XK|NMUR1|PROK2,-1.5483747176174303,0,1,0,0,-15.336418759712938,3.7023284313725493,
1,-3.15605667485959,GO:0007204,M1,1,0,GO Biological Processes,19,positive regulation of cytosolic calcium ion concentration,19_GO:0065007 biological regulation,-3.15605667485959,2.5297048356709233,3.90929265285806,30211,281,680,16,2.3529411764705883,0.5812736844853621,1813|1906|1910|2149|2150|2151|2852|3827|4828|5027|5732|9170|53373|55283|55503|60675,DRD2|EDN1|EDNRB|F2R|F2RL1|F2RL2|GPER1|KNG1|NMB|P2RX7|PTGER2|LPAR2|TPCN1|MCOLN3|TRPV6|PROK2,-1.5409764650658728,0,1,0,0,-15.336418759712938,3.7023284313725493,
1,-12.909110321107164,GO:0044057,M1,1,0,GO Biological Processes,19,regulation of system process,19_GO:0032501 multicellular organismal process,-12.909110321107164,3.566641001950518,9.412581164500105,30211,573,680,46,6.764705882352941,0.9630751471508534,18|40|55|134|476|489|1136|1813|1824|1839|1906|1910|2149|2150|2539|2660|2744|2852|3625|3736|4824|5144|5578|5800|6584|6647|6781|6833|6870|7136|7476|9456|9699|9992|10008|22999|23171|23493|27131|27347|54206|60675|65125|80005|81832|152404,ABAT|ASIC2|ACP3|ADORA1|ATP1A1|ATP2A3|CHRNA3|DRD2|DSC2|HBEGF|EDN1|EDNRB|F2R|F2RL1|G6PD|MSTN|GLS|GPER1|INHBB|KCNA1|NKX3-1|PDE4D|PRKCA|PTPRO|SLC22A5|SOD1|STC1|ABCC8|TACR3|TNNI2|WNT7A|HOMER1|RIMS2|KCNE2|KCNE3|RIMS1|GPD1L|HEY2|SNX5|STK39|ERRFI1|PROK2|WNK1|DOCK5|NETO1|IGSF11,-9.261394910415609,0,2,1,1,-12.909110321107164,8.598956356736243,
1,-12.084089656213283,GO:0003013,M1,1,0,GO Biological Processes,19,circulatory system process,19_GO:0032501 multicellular organismal process,-12.084089656213283,3.7023284313725493,9.170527722592473,30211,492,680,41,6.029411764705882,0.9128070557047822,18|40|134|476|489|1813|1906|1910|2149|2150|2852|3827|4036|5144|5467|5800|6509|6513|6533|6536|6565|6584|6647|6833|6870|7136|8671|8884|9992|10008|11138|23171|27131|27347|54407|54567|65125|80005|84879|170690|100506658,ABAT|ASIC2|ADORA1|ATP1A1|ATP2A3|DRD2|EDN1|EDNRB|F2R|F2RL1|GPER1|KNG1|LRP2|PDE4D|PPARD|PTPRO|SLC1A4|SLC2A1|SLC6A6|SLC6A9|SLC15A2|SLC22A5|SOD1|ABCC8|TACR3|TNNI2|SLC4A4|SLC5A6|KCNE2|KCNE3|TBC1D8|GPD1L|SNX5|STK39|SLC38A2|DLL4|WNK1|DOCK5|MFSD2A|ADAMTS16|OCLN,-8.515555491569353,0,2,0,0,-12.909110321107164,8.598956356736243,
1,-7.374787042849485,GO:0008015,M1,1,0,GO Biological Processes,19,blood circulation,19_GO:0032501 multicellular organismal process,-7.374787042849485,3.2210257352941176,6.785565646128219,30211,400,680,29,4.264705882352941,0.774865141940574,18|40|134|476|1813|1906|1910|2149|2150|2852|3827|5144|5467|5800|6647|6833|6870|7136|9992|10008|11138|23171|27131|27347|54567|65125|80005|170690|100506658,ABAT|ASIC2|ADORA1|ATP1A1|DRD2|EDN1|EDNRB|F2R|F2RL1|GPER1|KNG1|PDE4D|PPARD|PTPRO|SOD1|ABCC8|TACR3|TNNI2|KCNE2|KCNE3|TBC1D8|GPD1L|SNX5|STK39|DLL4|WNK1|DOCK5|ADAMTS16|OCLN,-4.903162891213611,0,2,0,0,-12.909110321107164,8.598956356736243,
1,-6.549493097910116,GO:0090257,M1,1,0,GO Biological Processes,19,regulation of muscle system process,19_GO:0032501 multicellular organismal process,-6.549493097910116,3.7319470588235295,6.5819544629773965,30211,250,680,21,3.088235294117647,0.6634206501821702,18|134|476|1136|1824|1906|2149|2539|2660|2852|3736|5144|5578|6647|6781|6833|6870|7136|54206|60675|80005,ABAT|ADORA1|ATP1A1|CHRNA3|DSC2|EDN1|F2R|G6PD|MSTN|GPER1|KCNA1|PDE4D|PRKCA|SOD1|STC1|ABCC8|TACR3|TNNI2|ERRFI1|PROK2|DOCK5,-4.1850789159221105,0,2,0,0,-12.909110321107164,8.598956356736243,
1,-6.023477555131269,GO:0008217,M1,1,0,GO Biological Processes,19,regulation of blood pressure,19_GO:0032501 multicellular organismal process,-6.023477555131269,4.127185792349727,6.438827166774153,30211,183,680,17,2.5,0.5987118525241848,18|40|134|476|1813|1906|1910|2149|2150|5144|5800|6647|6870|27131|27347|65125|170690,ABAT|ASIC2|ADORA1|ATP1A1|DRD2|EDN1|EDNRB|F2R|F2RL1|PDE4D|PTPRO|SOD1|TACR3|SNX5|STK39|WNK1|ADAMTS16,-3.7298705835871147,0,2,0,0,-12.909110321107164,8.598956356736243,
1,-5.780960760929864,GO:0006937,M1,1,0,GO Biological Processes,19,regulation of muscle contraction,19_GO:0032501 multicellular organismal process,-5.780960760929864,4.181453287197232,6.31224084560199,30211,170,680,16,2.3529411764705883,0.5812736844853621,18|134|476|1136|1824|1906|2149|2852|3736|5144|6647|6781|6870|7136|60675|80005,ABAT|ADORA1|ATP1A1|CHRNA3|DSC2|EDN1|F2R|GPER1|KCNA1|PDE4D|SOD1|STC1|TACR3|TNNI2|PROK2|DOCK5,-3.5380790668582476,0,2,0,0,-12.909110321107164,8.598956356736243,
1,-5.7365606879253965,GO:0006940,M1,1,0,GO Biological Processes,19,regulation of smooth muscle contraction,19_GO:0032501 multicellular organismal process,-5.7365606879253965,6.835067873303168,7.146254607166386,30211,65,680,10,1.4705882352941178,0.4616087498081578,18|134|1136|1906|2149|2852|6647|6870|60675|80005,ABAT|ADORA1|CHRNA3|EDN1|F2R|GPER1|SOD1|TACR3|PROK2|DOCK5,-3.4991835279648007,0,2,0,0,-12.909110321107164,8.598956356736243,
1,-5.01061933860398,GO:0003073,M1,1,0,GO Biological Processes,19,regulation of systemic arterial blood pressure,19_GO:0032501 multicellular organismal process,-5.01061933860398,5.144287925696595,6.1390874679416,30211,95,680,11,1.6176470588235294,0.4837779082623501,40|134|1813|1906|1910|2149|2150|5144|5800|65125|170690,ASIC2|ADORA1|DRD2|EDN1|EDNRB|F2R|F2RL1|PDE4D|PTPRO|WNK1|ADAMTS16,-2.947235152279956,0,2,0,0,-12.909110321107164,8.598956356736243,
1,-4.637420243906021,GO:1903522,M1,1,0,GO Biological Processes,19,regulation of blood circulation,19_GO:0032501 multicellular organismal process,-4.637420243906021,3.1238396139705884,5.178426064021617,30211,256,680,18,2.6470588235294117,0.6156046309711388,40|134|476|489|1813|1824|1839|1906|1910|2149|5144|6781|6870|9992|10008|23171|23493|80005,ASIC2|ADORA1|ATP1A1|ATP2A3|DRD2|DSC2|HBEGF|EDN1|EDNRB|F2R|PDE4D|STC1|TACR3|KCNE2|KCNE3|GPD1L|HEY2|DOCK5,-2.672751871453316,0,2,0,0,-12.909110321107164,8.598956356736243,
1,-4.236969322106704,GO:0045987,M1,1,0,GO Biological Processes,19,positive regulation of smooth muscle contraction,19_GO:0048518 positive regulation of biological process,-4.236969322106704,8.598956356736243,6.4234141134484295,30211,31,680,6,0.8823529411764706,0.35862635685439154,18|1906|2149|2852|6870|60675,ABAT|EDN1|F2R|GPER1|TACR3|PROK2,-2.3659308365132077,0,2,0,0,-12.909110321107164,8.598956356736243,
1,-4.212997247611668,GO:0045933,M1,1,0,GO Biological Processes,19,positive regulation of muscle contraction,19_GO:0048518 positive regulation of biological process,-4.212997247611668,6.9110130718954235,6.0214357332010735,30211,45,680,7,1.0294117647058822,0.38707327146707704,18|476|1906|2149|2852|6870|60675,ABAT|ATP1A1|EDN1|F2R|GPER1|TACR3|PROK2,-2.3477544610863994,0,2,0,0,-12.909110321107164,8.598956356736243,
1,-4.112015918081873,GO:0008016,M1,1,0,GO Biological Processes,19,regulation of heart contraction,19_GO:0032501 multicellular organismal process,-4.112015918081873,3.2194160272804777,4.862113071788432,30211,207,680,15,2.2058823529411766,0.5632394725512883,134|476|489|1813|1824|1839|1906|1910|5144|6781|6870|9992|10008|23171|23493,ADORA1|ATP1A1|ATP2A3|DRD2|DSC2|HBEGF|EDN1|EDNRB|PDE4D|STC1|TACR3|KCNE2|KCNE3|GPD1L|HEY2,-2.2691211861114806,0,2,0,0,-12.909110321107164,8.598956356736243,
1,-3.878930612165939,GO:0002027,M1,1,0,GO Biological Processes,19,regulation of heart rate,19_GO:0032501 multicellular organismal process,-3.878930612165939,4.231232492997199,5.033001623473936,30211,105,680,10,1.4705882352941178,0.4616087498081578,1813|1824|1906|1910|5144|6870|9992|10008|23171|23493,DRD2|DSC2|EDN1|EDNRB|PDE4D|TACR3|KCNE2|KCNE3|GPD1L|HEY2,-2.09453806159484,0,2,0,0,-12.909110321107164,8.598956356736243,
