Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,GO Biological Processes,19,GO:0061458,reproductive system development,19_GO:0032502 developmental process,-7.7,4.8,7.7,30211,422,282,19,6.7,1.5,2|652|899|2034|2175|2707|2735|3791|3880|4036|5268|5340|5743|7422|9985|51294|113026|157506|259266,A2M|BMP4|CCNF|EPAS1|FANCA|GJB3|GLI1|KDR|KRT19|LRP2|SERPINB5|PLG|PTGS2|VEGFA|REC8|PCDH12|PLCD3|RDH10|ASPM,-4.9
MyList,GO Biological Processes,19,GO:0009611,response to wounding,19_GO:0050896 response to stimulus,-7.5,4.7,7.6,30211,430,282,19,6.7,1.5,928|1543|2244|2735|3694|3705|3791|4321|5055|5327|5329|5340|5627|6385|7076|7422|9076|10855|23767,CD9|CYP1A1|FGB|GLI1|ITGB6|ITPK1|KDR|MMP12|SERPINB2|PLAT|PLAUR|PLG|PROS1|SDC4|TIMP1|VEGFA|CLDN1|HPSE|FLRT3,-4.8
MyList,KEGG Pathway,24,hsa05200,Pathways in cancer,,-7.5,4.2,7.3,30211,531,282,21,7.4,1.6,652|1439|1728|1910|1950|2034|2735|3572|3910|4257|4286|4854|5292|5732|5743|7422|7481|8643|59345|221357|284217,BMP4|CSF2RB|NQO1|EDNRB|EGF|EPAS1|GLI1|IL6ST|LAMA4|MGST1|MITF|NOTCH3|PIM1|PTGER2|PTGS2|VEGFA|WNT11|PTCH2|GNB4|GSTA5|LAMA1,-4.7
MyList,GO Biological Processes,19,GO:0071214,cellular response to abiotic stimulus,19_GO:0050896 response to stimulus,-7.4,5.6,7.8,30211,307,282,16,5.7,1.4,159|231|477|672|825|1410|3694|5269|5743|6338|6340|7076|7481|55872|83959|84329,ADSS2|AKR1B1|ATP1A2|BRCA1|CAPN3|CRYAB|ITGB6|SERPINB6|PTGS2|SCNN1B|SCNN1G|TIMP1|WNT11|PBK|SLC4A11|HVCN1,-4.7
MyList,GO Biological Processes,19,GO:0104004,cellular response to environmental stimulus,19_GO:0050896 response to stimulus,-7.4,5.6,7.8,30211,307,282,16,5.7,1.4,159|231|477|672|825|1410|3694|5269|5743|6338|6340|7076|7481|55872|83959|84329,ADSS2|AKR1B1|ATP1A2|BRCA1|CAPN3|CRYAB|ITGB6|SERPINB6|PTGS2|SCNN1B|SCNN1G|TIMP1|WNT11|PBK|SLC4A11|HVCN1,-4.7
MyList,Reactome Gene Sets,6,R-HSA-556833,Metabolism of lipids,,-7.4,3.6,7,30211,742,282,25,8.9,1.7,231|622|660|1040|1543|1591|1800|3030|3032|4036|5743|8611|11001|11343|51495|60481|79071|81579|84803|85465|116255|129642|154141|284486|390916,AKR1B1|BDH1|BMX|CDS1|CYP1A1|CYP24A1|DPEP1|HADHA|HADHB|LRP2|PTGS2|PLPP1|SLC27A2|MGLL|HACD3|ELOVL5|ELOVL6|PLA2G12A|GPAT3|SELENOI|MOGAT1|MBOAT2|MBOAT1|THEM5|NUDT19,-4.7
MyList,GO Biological Processes,19,GO:0032787,monocarboxylic acid metabolic process,19_GO:0008152 metabolic process,-7.3,4.4,7.3,30211,491,282,20,7.1,1.5,220|231|672|1543|1591|2628|3030|3032|5214|5743|11001|11343|26227|28965|51495|60481|79071|157506|284486|390916,ALDH1A3|AKR1B1|BRCA1|CYP1A1|CYP24A1|GATM|HADHA|HADHB|PFKP|PTGS2|SLC27A2|MGLL|PHGDH|SLC27A6|HACD3|ELOVL5|ELOVL6|RDH10|THEM5|NUDT19,-4.7
MyList,GO Biological Processes,19,GO:0050801,ion homeostasis,19_GO:0065007 biological regulation,-7.3,3.6,6.9,30211,754,282,25,8.9,1.7,368|477|479|523|825|1232|1317|1356|1910|2034|3791|5172|5732|6338|6340|6549|6559|10159|23075|26249|65268|83959|84329|286097|338557,ABCC6|ATP1A2|ATP12A|ATP6V1A|CAPN3|CCR3|SLC31A1|CP|EDNRB|EPAS1|KDR|SLC26A4|PTGER2|SCNN1B|SCNN1G|SLC9A2|SLC12A3|ATP6AP2|SWAP70|KLHL3|WNK2|SLC4A11|HVCN1|MICU3|FFAR4,-4.6
MyList,GO Biological Processes,19,GO:0002064,epithelial cell development,19_GO:0032502 developmental process,-7.2,6.9,8.2,30211,201,282,13,4.6,1.2,231|652|1910|2355|2810|2889|3572|4643|6098|7430|9076|10855|54507,AKR1B1|BMP4|EDNRB|FOSL2|SFN|RAPGEF1|IL6ST|MYO1E|ROS1|EZR|CLDN1|HPSE|ADAMTSL4,-4.6
MyList,Canonical Pathways,11,M3468,NABA ECM REGULATORS,,-7.2,6.3,8,30211,238,282,14,5,1.3,2|1510|4321|4322|5055|5268|5269|5327|5340|7076|9508|10855|54507|92949,A2M|CTSE|MMP12|MMP13|SERPINB2|SERPINB5|SERPINB6|PLAT|PLG|TIMP1|ADAMTS3|HPSE|ADAMTSL4|ADAMTSL1,-4.6
MyList,GO Biological Processes,19,GO:0001568,blood vessel development,19_GO:0032502 developmental process,-7.2,4.3,7.2,30211,503,282,20,7.1,1.5,290|302|652|1950|2034|2321|2701|3606|3791|4036|4643|4854|4897|5340|5743|7422|7481|10855|113026|284217,ANPEP|ANXA2|BMP4|EGF|EPAS1|FLT1|GJA4|IL18|KDR|LRP2|MYO1E|NOTCH3|NRCAM|PLG|PTGS2|VEGFA|WNT11|HPSE|PLCD3|LAMA1,-4.6
MyList,WikiPathways,27,WP2882,Nuclear receptors meta-pathway,,-7.1,5.3,7.6,30211,322,282,16,5.7,1.4,645|1543|1728|2040|2908|3484|4257|5055|5743|6286|7295|8553|8878|114134|140809|221357,BLVRB|CYP1A1|NQO1|STOM|NR3C1|IGFBP1|MGST1|SERPINB2|PTGS2|S100P|TXN|BHLHE40|SQSTM1|SLC2A13|SRXN1|GSTA5,-4.5
MyList,GO Biological Processes,19,GO:0050878,regulation of body fluid levels,19_GO:0065007 biological regulation,-7.1,5,7.4,30211,366,282,17,6,1.4,231|928|1910|2244|2810|3705|5055|5327|5329|5340|5627|6338|6340|6583|7422|9076|10855,AKR1B1|CD9|EDNRB|FGB|SFN|ITPK1|SERPINB2|PLAT|PLAUR|PLG|PROS1|SCNN1B|SCNN1G|SLC22A4|VEGFA|CLDN1|HPSE,-4.5
MyList,GO Biological Processes,19,GO:0042060,wound healing,19_GO:0050896 response to stimulus,-7.1,5.3,7.5,30211,326,282,16,5.7,1.4,928|2244|3694|3705|3791|4321|5055|5327|5329|5340|5627|6385|7076|7422|9076|10855,CD9|FGB|ITGB6|ITPK1|KDR|MMP12|SERPINB2|PLAT|PLAUR|PLG|PROS1|SDC4|TIMP1|VEGFA|CLDN1|HPSE,-4.5
MyList,GO Biological Processes,19,GO:0048514,blood vessel morphogenesis,19_GO:0032502 developmental process,-7,4.6,7.2,30211,419,282,18,6.4,1.5,290|302|652|1950|2034|2321|3606|3791|4036|4643|4854|4897|5743|7422|7481|10855|113026|284217,ANPEP|ANXA2|BMP4|EGF|EPAS1|FLT1|IL18|KDR|LRP2|MYO1E|NOTCH3|NRCAM|PTGS2|VEGFA|WNT11|HPSE|PLCD3|LAMA1,-4.4
MyList,Reactome Gene Sets,6,R-HSA-109582,Hemostasis,,-6.9,3.8,6.8,30211,621,282,22,7.8,1.6,2|302|928|1950|2244|3705|3832|5055|5269|5327|5329|5340|5627|5768|6385|7076|7422|9585|10382|11004|11343|59345,A2M|ANXA2|CD9|EGF|FGB|ITPK1|KIF11|SERPINB2|SERPINB6|PLAT|PLAUR|PLG|PROS1|QSOX1|SDC4|TIMP1|VEGFA|KIF20B|TUBB4A|KIF2C|MGLL|GNB4,-4.4
MyList,GO Biological Processes,19,GO:0008610,lipid biosynthetic process,19_GO:0008152 metabolic process,-6.9,3.9,6.9,30211,570,282,21,7.4,1.6,220|231|660|672|1040|1543|3707|5281|5743|8611|11001|11343|51495|60481|79071|84803|85465|116255|129642|154141|157506,ALDH1A3|AKR1B1|BMX|BRCA1|CDS1|CYP1A1|ITPKB|PIGF|PTGS2|PLPP1|SLC27A2|MGLL|HACD3|ELOVL5|ELOVL6|GPAT3|SELENOI|MOGAT1|MBOAT2|MBOAT1|RDH10,-4.4
MyList,GO Biological Processes,19,GO:0010951,negative regulation of endopeptidase activity,19_GO:0048519 negative regulation of biological process,-6.9,6,7.7,30211,251,282,14,5,1.3,2|302|1410|1800|2810|3933|5055|5268|5269|5329|5627|5743|7076|7422,A2M|ANXA2|CRYAB|DPEP1|SFN|LCN1|SERPINB2|SERPINB5|SERPINB6|PLAUR|PROS1|PTGS2|TIMP1|VEGFA,-4.4
MyList,GO Biological Processes,19,GO:0001655,urogenital system development,19_GO:0032502 developmental process,-6.9,5.1,7.4,30211,334,282,16,5.7,1.4,231|445|652|1910|2650|2735|4036|4643|4854|5268|6385|7422|7481|26249|57216|157506,AKR1B1|ASS1|BMP4|EDNRB|GCNT1|GLI1|LRP2|MYO1E|NOTCH3|SERPINB5|SDC4|VEGFA|WNT11|KLHL3|VANGL2|RDH10,-4.4
MyList,GO Biological Processes,19,GO:0001944,vasculature development,19_GO:0032502 developmental process,-6.8,4.1,6.9,30211,526,282,20,7.1,1.5,290|302|652|1950|2034|2321|2701|3606|3791|4036|4643|4854|4897|5340|5743|7422|7481|10855|113026|284217,ANPEP|ANXA2|BMP4|EGF|EPAS1|FLT1|GJA4|IL18|KDR|LRP2|MYO1E|NOTCH3|NRCAM|PLG|PTGS2|VEGFA|WNT11|HPSE|PLCD3|LAMA1,-4.4
MyList,KEGG Pathway,24,hsa00062,Fatty acid elongation,,-6.8,24,12,30211,27,282,6,2.1,0.86,3030|3032|51495|60481|79071|284486,HADHA|HADHB|HACD3|ELOVL5|ELOVL6|THEM5,-4.3
MyList,GO Biological Processes,19,GO:0010466,negative regulation of peptidase activity,19_GO:0048519 negative regulation of biological process,-6.7,5.7,7.5,30211,262,282,14,5,1.3,2|302|1410|1800|2810|3933|5055|5268|5269|5329|5627|5743|7076|7422,A2M|ANXA2|CRYAB|DPEP1|SFN|LCN1|SERPINB2|SERPINB5|SERPINB6|PLAUR|PROS1|PTGS2|TIMP1|VEGFA,-4.2
MyList,GO Biological Processes,19,GO:0045861,negative regulation of proteolysis,19_GO:0048519 negative regulation of biological process,-6.6,4.9,7.1,30211,350,282,16,5.7,1.4,2|302|1410|1800|2810|3933|5055|5268|5269|5327|5329|5627|5743|7076|7422|55872,A2M|ANXA2|CRYAB|DPEP1|SFN|LCN1|SERPINB2|SERPINB5|SERPINB6|PLAT|PLAUR|PROS1|PTGS2|TIMP1|VEGFA|PBK,-4.2
MyList,GO Biological Processes,19,GO:0048568,embryonic organ development,19_GO:0032502 developmental process,-6.6,4.3,6.9,30211,446,282,18,6.4,1.5,2|220|652|2034|2735|3791|3880|5340|6491|7004|7005|7422|7481|51294|57216|113026|157506|282991,A2M|ALDH1A3|BMP4|EPAS1|GLI1|KDR|KRT19|PLG|STIL|TEAD4|TEAD3|VEGFA|WNT11|PCDH12|VANGL2|PLCD3|RDH10|BLOC1S2,-4.2
MyList,GO Biological Processes,19,GO:0072330,monocarboxylic acid biosynthetic process,19_GO:0008152 metabolic process,-6.4,7.3,7.8,30211,161,282,11,3.9,1.2,220|672|1543|2628|5743|11001|11343|51495|60481|79071|157506,ALDH1A3|BRCA1|CYP1A1|GATM|PTGS2|SLC27A2|MGLL|HACD3|ELOVL5|ELOVL6|RDH10,-4
MyList,GO Biological Processes,19,GO:0060541,respiratory system development,19_GO:0032502 developmental process,-6.4,6.5,7.5,30211,198,282,12,4.3,1.2,220|445|652|2034|2735|3694|3791|4321|7422|7481|157506|284217,ALDH1A3|ASS1|BMP4|EPAS1|GLI1|ITGB6|KDR|MMP12|VEGFA|WNT11|RDH10|LAMA1,-4
MyList,WikiPathways,27,WP4754,IL-18 signaling pathway,,-6.4,5.4,7.1,30211,279,282,14,5,1.3,467|3606|4322|4688|5743|6385|6559|6641|7076|7422|9076|9133|10418|51299,ATF3|IL18|MMP13|NCF2|PTGS2|SDC4|SLC12A3|SNTB1|TIMP1|VEGFA|CLDN1|CCNB2|SPON1|NRN1,-4
MyList,GO Biological Processes,19,GO:0006631,fatty acid metabolic process,19_GO:0008152 metabolic process,-6.3,4.9,6.9,30211,325,282,15,5.3,1.3,231|672|1543|1591|3030|3032|5743|11001|11343|28965|51495|60481|79071|284486|390916,AKR1B1|BRCA1|CYP1A1|CYP24A1|HADHA|HADHB|PTGS2|SLC27A2|MGLL|SLC27A6|HACD3|ELOVL5|ELOVL6|THEM5|NUDT19,-3.9
MyList,GO Biological Processes,19,GO:1901615,organic hydroxy compound metabolic process,19_GO:0008152 metabolic process,-6.3,4.1,6.6,30211,467,282,18,6.4,1.5,220|231|1543|1591|1610|1910|2034|3705|3707|4036|6338|6646|8277|8611|11001|29968|116255|157506,ALDH1A3|AKR1B1|CYP1A1|CYP24A1|DAO|EDNRB|EPAS1|ITPK1|ITPKB|LRP2|SCNN1B|SOAT1|TKTL1|PLPP1|SLC27A2|PSAT1|MOGAT1|RDH10,-3.9
MyList,GO Biological Processes,19,GO:0042730,fibrinolysis,19_GO:0048519 negative regulation of biological process,-6.3,30,12,30211,18,282,5,1.8,0.79,2244|5055|5327|5340|5627,FGB|SERPINB2|PLAT|PLG|PROS1,-3.9
MyList,GO Biological Processes,19,GO:0001822,kidney development,19_GO:0032502 developmental process,-6.2,5.2,7,30211,288,282,14,5,1.3,231|445|652|1910|2650|4036|4643|4854|6385|7422|7481|26249|57216|157506,AKR1B1|ASS1|BMP4|EDNRB|GCNT1|LRP2|MYO1E|NOTCH3|SDC4|VEGFA|WNT11|KLHL3|VANGL2|RDH10,-3.9
MyList,GO Biological Processes,19,GO:0050678,regulation of epithelial cell proliferation,19_GO:0050789 regulation of biological process,-6.2,4.5,6.7,30211,379,282,16,5.7,1.4,652|1232|1910|1950|2321|2735|2810|3791|4321|5268|5797|6369|7422|9076|28984|57142,BMP4|CCR3|EDNRB|EGF|FLT1|GLI1|SFN|KDR|MMP12|SERPINB5|PTPRM|CCL24|VEGFA|CLDN1|RGCC|RTN4,-3.8
MyList,GO Biological Processes,19,GO:0055080,cation homeostasis,19_GO:0065007 biological regulation,-6.2,3.4,6.2,30211,692,282,22,7.8,1.6,477|479|523|825|1232|1317|1356|1910|2034|3791|5172|5732|6338|6340|6549|6559|10159|23075|83959|84329|286097|338557,ATP1A2|ATP12A|ATP6V1A|CAPN3|CCR3|SLC31A1|CP|EDNRB|EPAS1|KDR|SLC26A4|PTGER2|SCNN1B|SCNN1G|SLC9A2|SLC12A3|ATP6AP2|SWAP70|SLC4A11|HVCN1|MICU3|FFAR4,-3.8
MyList,GO Biological Processes,19,GO:0001701,in utero embryonic development,19_GO:0032502 developmental process,-6.1,4.5,6.7,30211,381,282,16,5.7,1.4,1999|2034|2707|3880|4643|5340|5801|6491|7004|7422|9133|9508|51294|57142|113026|157506,ELF3|EPAS1|GJB3|KRT19|MYO1E|PLG|PTPRR|STIL|TEAD4|VEGFA|CCNB2|ADAMTS3|PCDH12|RTN4|PLCD3|RDH10,-3.8
MyList,GO Biological Processes,19,GO:0055067,monovalent inorganic cation homeostasis,19_GO:0065007 biological regulation,-6.1,7.8,7.7,30211,138,282,10,3.5,1.1,477|479|1910|5172|6338|6340|6549|6559|10159|84329,ATP1A2|ATP12A|EDNRB|SLC26A4|SCNN1B|SCNN1G|SLC9A2|SLC12A3|ATP6AP2|HVCN1,-3.8
MyList,Canonical Pathways,11,M5885,NABA MATRISOME ASSOCIATED,,-6.1,3.3,6.1,30211,751,282,23,8.2,1.6,2|302|652|1510|1950|3606|4321|4322|5055|5268|5269|5327|5340|6286|6369|6385|7076|7422|7481|9508|10855|54507|92949,A2M|ANXA2|BMP4|CTSE|EGF|IL18|MMP12|MMP13|SERPINB2|SERPINB5|SERPINB6|PLAT|PLG|S100P|CCL24|SDC4|TIMP1|VEGFA|WNT11|ADAMTS3|HPSE|ADAMTSL4|ADAMTSL1,-3.8
MyList,GO Biological Processes,19,GO:0098771,inorganic ion homeostasis,19_GO:0065007 biological regulation,-6,3.4,6.1,30211,702,282,22,7.8,1.6,368|477|479|523|825|1232|1317|1356|1910|2034|3791|5172|5732|6338|6340|6549|6559|10159|23075|84329|286097|338557,ABCC6|ATP1A2|ATP12A|ATP6V1A|CAPN3|CCR3|SLC31A1|CP|EDNRB|EPAS1|KDR|SLC26A4|PTGER2|SCNN1B|SCNN1G|SLC9A2|SLC12A3|ATP6AP2|SWAP70|HVCN1|MICU3|FFAR4,-3.7
MyList,GO Biological Processes,19,GO:0072001,renal system development,19_GO:0032502 developmental process,-6,5,6.8,30211,297,282,14,5,1.3,231|445|652|1910|2650|4036|4643|4854|6385|7422|7481|26249|57216|157506,AKR1B1|ASS1|BMP4|EDNRB|GCNT1|LRP2|MYO1E|NOTCH3|SDC4|VEGFA|WNT11|KLHL3|VANGL2|RDH10,-3.7
MyList,Reactome Gene Sets,6,R-HSA-8978868,Fatty acid metabolism,,-6,6.7,7.3,30211,177,282,11,3.9,1.2,1543|1800|3030|3032|5743|11001|51495|60481|79071|284486|390916,CYP1A1|DPEP1|HADHA|HADHB|PTGS2|SLC27A2|HACD3|ELOVL5|ELOVL6|THEM5|NUDT19,-3.7
MyList,GO Biological Processes,19,GO:0006814,sodium ion transport,19_GO:0051179 localization,-6,6.6,7.3,30211,179,282,11,3.9,1.2,477|479|1910|6338|6340|6446|6549|6559|6583|26249|83959,ATP1A2|ATP12A|EDNRB|SCNN1B|SCNN1G|SGK1|SLC9A2|SLC12A3|SLC22A4|KLHL3|SLC4A11,-3.7
MyList,GO Biological Processes,19,GO:0002009,morphogenesis of an epithelium,19_GO:0032502 developmental process,-6,4.1,6.4,30211,443,282,17,6,1.4,220|652|1950|3791|4036|4321|5268|6385|6491|7422|7481|9585|23767|26249|57216|157506|284217,ALDH1A3|BMP4|EGF|KDR|LRP2|MMP12|SERPINB5|SDC4|STIL|VEGFA|WNT11|KIF20B|FLRT3|KLHL3|VANGL2|RDH10|LAMA1,-3.7
MyList,GO Biological Processes,19,GO:0071396,cellular response to lipid,19_GO:0050896 response to stimulus,-5.9,3.9,6.3,30211,499,282,18,6.4,1.5,445|477|652|1591|1910|2707|2908|3606|3929|4257|5179|5292|5327|6446|7481|8611|9076|57379,ASS1|ATP1A2|BMP4|CYP24A1|EDNRB|GJB3|NR3C1|IL18|LBP|MGST1|PENK|PIM1|PLAT|SGK1|WNT11|PLPP1|CLDN1|AICDA,-3.6
MyList,GO Biological Processes,19,GO:0055078,sodium ion homeostasis,19_GO:0065007 biological regulation,-5.9,17,9.5,30211,38,282,6,2.1,0.86,477|479|1910|6338|6340|6559,ATP1A2|ATP12A|EDNRB|SCNN1B|SCNN1G|SLC12A3,-3.6
MyList,GO Biological Processes,19,GO:0048729,tissue morphogenesis,19_GO:0032502 developmental process,-5.9,3.7,6.2,30211,554,282,19,6.7,1.5,220|652|1950|2650|3791|4036|4321|5268|6385|6491|7422|7481|9585|22943|23767|26249|57216|157506|284217,ALDH1A3|BMP4|EGF|GCNT1|KDR|LRP2|MMP12|SERPINB5|SDC4|STIL|VEGFA|WNT11|KIF20B|DKK1|FLRT3|KLHL3|VANGL2|RDH10|LAMA1,-3.6
MyList,GO Biological Processes,19,GO:0030001,metal ion transport,19_GO:0051179 localization,-5.8,3.5,6.1,30211,611,282,20,7.1,1.5,302|392|477|479|1317|1356|1910|2701|4036|6338|6340|6446|6549|6559|6583|10316|26249|83959|140738|286097,ANXA2|ARHGAP1|ATP1A2|ATP12A|SLC31A1|CP|EDNRB|GJA4|LRP2|SCNN1B|SCNN1G|SGK1|SLC9A2|SLC12A3|SLC22A4|NMUR1|KLHL3|SLC4A11|TMEM37|MICU3,-3.6
MyList,GO Biological Processes,19,GO:0071407,cellular response to organic cyclic compound,19_GO:0050896 response to stimulus,-5.8,3.8,6.2,30211,504,282,18,6.4,1.5,445|477|652|672|1543|1591|2889|2908|3606|5179|5292|5327|5743|6338|6340|6446|7430|8611,ASS1|ATP1A2|BMP4|BRCA1|CYP1A1|CYP24A1|RAPGEF1|NR3C1|IL18|PENK|PIM1|PLAT|PTGS2|SCNN1B|SCNN1G|SGK1|EZR|PLPP1,-3.6
MyList,KEGG Pathway,24,hsa00561,Glycerolipid metabolism,,-5.8,12,8.6,30211,61,282,7,2.5,0.93,231|8611|11343|84803|116255|129642|154141,AKR1B1|PLPP1|MGLL|GPAT3|MOGAT1|MBOAT2|MBOAT1,-3.6
MyList,GO Biological Processes,19,GO:0009636,response to toxic substance,19_GO:0050896 response to stimulus,-5.7,5.6,6.8,30211,229,282,12,4.3,1.2,445|1543|1728|2745|4257|5179|5292|5743|7295|9076|84293|140809,ASS1|CYP1A1|NQO1|GLRX|MGST1|PENK|PIM1|PTGS2|TXN|CLDN1|PRXL2A|SRXN1,-3.5
MyList,GO Biological Processes,19,GO:0003158,endothelium development,19_GO:0032502 developmental process,-5.6,9.4,7.8,30211,91,282,8,2.8,0.99,652|1910|2701|2889|3791|7430|9076|10855,BMP4|EDNRB|GJA4|RAPGEF1|KDR|EZR|CLDN1|HPSE,-3.5
MyList,GO Biological Processes,19,GO:0001525,angiogenesis,19_GO:0032502 developmental process,-5.6,4.7,6.4,30211,321,282,14,5,1.3,290|302|652|1950|2034|2321|3606|3791|4854|4897|5743|7422|10855|113026,ANPEP|ANXA2|BMP4|EGF|EPAS1|FLT1|IL18|KDR|NOTCH3|NRCAM|PTGS2|VEGFA|HPSE|PLCD3,-3.5
